PROJECT_TYPE	BLKLOT	NAMEADDR	alias	BESTDATE	BESTSTAT	Entitlement	UNITS	UNITSNET	PLN_CASENO	PLN_DESC	BP_APPLNO	PROPUSE	BP_DESC	AFF_UNITS	NET_AFF_UNITS	TOTAL_GSF	RET	MIPS	CIE	MED	PDR	VISIT	NET_GSF	NET_CIE	NET_MED	NET_MIPS	NET_PDR	NET_RET	NET_VISIT	FILEDATE	NEIGHBORHOOD	ZONING_GEN	ZONING_SIM	ZONING_DISTRICT	HEIGHT_DISTRICT	APPLICANT	CONTACT	Geography
Mixres	3719010	181 FREMONT ST		03/13/2015	CONSTRUCTION	true	140	140	2007.0456	66-story office mixed-use high-rise project, 796,933 total gsf, 878-ft, with class A office space (floors 2-44), 140 units residential (floors 47-65), with sky lobby, and auto lift-accessed 241-space 4-level underground parking;  requiring demolition of	201305015894	APARTMENTS	TO ERECT 54 STORIES, 5 BASEMENT, 74 RESIDENTIAL WITH COMMERCIAL, PARKING BUILDING.	0	0	530316	0	530316	0	0	0	0	492866	0	0	492866	0	0	0	05/15/2007	Financial District	Commercial	C-3-O(SD)	DOWNTOWN- OFFICE (SPECIAL DEVELOPMENT)	700-S-2	Daniel Kingsley	Daniel Kingsley	(37.789645, -122.39542400000001)
Resident	0794028	555 FULTON ST		03/31/2015	CONSTRUCTION	true	139	139			201305036062	APARTMENTS	TO ERECT 5 STORIES OF 139 DWELLING UNITS, RETAIL, PARKING, STORAGE OFFICE UTILITY, ASSEMBLY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Western Addition	Residential	RTO	RESIDENTIAL TRANSIT ORIENTED DISTRICT	40-X/50-X			(37.7781941, -122.42581)
Mixres	0794015	746 LAGUNA ST		05/13/2010	CONSTRUCTION	true	136	136	2005.1085	Demolition of existing 2-story industrial and office bldgs. of 19,620 sf with 70 parking spaces.  Construct residential bldg. of 143 units with 21,945 sf of commercial space on the ground floor, and 165 parking spaces.  22 parking spaces will be at the g	201305036062	APARTMENTS		0	0	19620	0	19620	0	0	0	0	2325	0	0	-19620	0	21945	0	08/29/2008	Western Addition	Residential	RTO	RESIDENTIAL TRANSIT ORIENTED DISTRICT	40-X/50-X			(37.778094699999997, -122.42641860000001)
Mixres	0857001	55 LAGUNA STREET		03/19/2015	CONSTRUCTION	true	133	133	2004.0773	Mixed-use project which would include construction of seven new buildings and the adaptive re-use of two existing buildings for 491 dwelling units, 421 off-street parking spaces, 3,500 GSF of retail use, 12,000 GSF for a dental clinic, and 12,590 GSF for	201209059006	APARTMENTS		160	160	3500	3500	0	0	0	0	0	3500	0	0	0	0	3500	0	10/31/2006	Western Addition	Mixed Use	NC-3	NEIGHBORHOOD COMMERCIAL, MODERATE SCALE	40-X/85-X/50-X	Ruthy Bennett	Ruthy Bennett	(37.7710334, -122.4252554)
Mixres	3728019	1298 HOWARD STREET		03/19/2014	PL FILED	false	121	121	2014.0011	The proposed project would contain 121 residential units, 10,050 sq.ft. of flex office/retail space.  Also proposed is a pedestrian alley connecting Howard and Natoma Streets.  The design of the project embraces the intent of Western SOMA zoning, respect				0	0	10050	0	10050	0	0	0	0	10050	0	0	10050	0	0	0	03/19/2014	South of Market	Mixed Use	RCD	REGIONAL COMMERCIAL	45-X	John Kevlin	John Kevlin	(37.775029000000004, -122.41318200000001)
Resident	4041009	630 INDIANA ST		12/24/2014	BP ISSUED	true	121	121	2012.1574	The proposed project includes demolition of the existing structures on the project site and construction of an approximately 114,700 sf building with 111 residential units and approximately 1,900 sf of ground-floor neighborhood-serving retail uses. The p		APARTMENTS	"680 I: TO ERECT 5 STORIES OF 51 DWELLING UNITS WITH ASSEMBLY/PARKING
660 i: ERECT 5 STORIES, 60 DWELLING UNITS."	0	0	1417	1417	0	0	0	0	0	-7193	0	0	0	0	-7193	0		Potrero Hill	Mixed Use	UMU	URBAN MIXED USE	58-X			(37.762477199999999, -122.39165010000001)
Mixres	4060001	888 TENNESSEE ST		10/16/2013	PL APPROVED	true	120	120	2013.0975	The proposed project is the demolition of an existing two-story building and construction of two four-story residential-over-retail building containing 110 dwelling units, 2,155 sq.ft. of retail use, and 10,073 sq.ft. of courtyard open space.  The projec				0	0	90859	90859	0	0	0	0	0	52339	0	0	0	-38520	90859	0	12/03/2013	Potrero Hill	Mixed Use	UMU	URBAN MIXED USE	45-X	Andrew Junius	Andrew Junius	(37.760472, -122.389501)
Resident	3747012	325 FREMONT ST		07/17/2014	PL APPROVED	true	119	119	2012.1025	The proposed project would construct a 250-foot tall residential tower , containing 119 dwelling units and 61 off-street parking spaces.  The current planning is for resident parking below grade; lobby, bike parking and handicap parking at street level;		APARTMENTS		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	05/02/2013	South of Market	High Density Residential	RH DTR	RINCON HILL DOWNTOWN RESIDENTIAL	85/250-R	Steve Vettel	Steve Vettel	(37.7877662, -122.3929342)
Resident	0870003	100 BUCHANAN ST		12/04/2014	CONSTRUCTION	true	116	116	2004.0773		201209059005	APARTMENTS	BLDG 1 - ERECT 4 STORY, 2 BASEMENT, 116 DWELLING UNITS, TYPE 1A, NEW BUILDING. (AKA: 120, 188, 200 B	160	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Western Addition	Mixed Use	NC-3	NEIGHBORHOOD COMMERCIAL, MODERATE SCALE	40-X/85-X/50-X			(37.770856899999998, -122.4267431)
Mixres	3753148	377 06TH ST		08/29/2014	PL APPROVED	true	116	116	2014.0832	The proposed project is to demolish the existing gas station and construct a new 8-story, 85-foot tall, 96,225-square-foot residential building with ground-floor retail.  The existing 1,610-square-foot building on the 12,990 square foot lot was construct				0	0	4520	4520	0	0	0	0	0	4520	0	0	0	0	4520	0	10/09/2014	South of Market	Mixed Use	MUR	MIXED USE-RESIDENTIAL	85-X	Nakash Enterprises, LLC	Will  Mollard	(37.777664087200002, -122.404157099)
Mixres	3753106	923 FOLSOM STREET		03/02/2015	BP APPROVED	true	114	114	2012.1333	The proposed project would include demolition of an existing 3,750 sq.ft., 3-story commercial office building related to MTR Western Sus Station and consturction of the site to a 4 and 8-story, 114 unit mixed-use residential building with approximately 1	201311202410	APARTMENTS	ERECT 9 STORIES OF 115 DWELLING UNITS. MIX USE	0	0	1800	1800	0	0	0	0	0	-8200	0	0	-10000	0	1800	0	05/23/2013	South of Market	Mixed Use	MUR	MIXED USE-RESIDENTIAL	85-X	Christopher Davenport	Christopher Davenport	(37.7797172, -122.40396629999999)
Mixres	3730015	1140 FOLSOM STREET		10/16/2013	PL FILED	false	112	112	2013.0986	The proposed project would remove the existing 14, 581 square feet building and parking lot and replace them with a new residential building over commercial.  Design high efficiency parking with BMR units on site. The proposed project would construct a 4				0	0	5600	5600	0	0	0	0	0	-8981	0	0	0	0	-8981	0	10/16/2013	South of Market	Mixed Use	NCT	FOLSOM STREET NEIGHBORHOOD COMMERCIAL TRANSIT	40-X	John Bickford	John Bickford	(37.776049, -122.40870200000001)
Resident	4991600	101 EXECUTIVE PARK BL		10/25/2010	BP FILED	true	110	12	2003.1113		200512281146	APARTMENTS	GRADING	60	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10/23/2003	Bayview	Commercial	C-2	COMMUNITY BUSINESS	165-I/200-I/OS/140-H/100-G/40-X			(37.711286000000001, -122.394775)
Resident	0836007	1554 MARKET ST		11/22/2013	BP FILED	false	110	110			201311222657	APARTMENTS	ERECT 12-STORY RESIDENTIAL & COMMERCIAL BUILDING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Downtown/Civic Center	Commercial	C-3-G	DOWNTOWN- GENERAL	120-R-2			(37.775100000000002, -122.42)
Resident	4591C042	101 DONAHUE ST		03/31/2015	CONSTRUCTION	true	63	63			200907223197	APARTMENTS		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/22/2009	Bayview	Public	P	PUBLIC	HP-RA			(37.7150581, -122.3824994)
Mixres	4045003	2171 THIRD ST		06/21/2013	BP FILED	false	109	109	2013.0784	The proposal is to demolish the two existing industrial/office buildings on the 29,438-square-foot subject lot and construct two 7-story, 68-foot tall residential buildings. The proposed new buildings would have approximately 154,509 gross square feet of	201306210213	APARTMENTS	ERECT MIXED-USE (RESIDENTIAL, RETAIL) NEW BUILDING.	0	0	3143	3143	0	0	0	0	0	-20511	0	0	0	-23654	3143	0	09/10/2013	Potrero Hill	Mixed Use	UMU	URBAN MIXED USE	68-X			(37.762371799999997, -122.3886103)
Mixres	0667016	1545 PINE ST		12/03/2013	BP FILED	true	103	103	2006.0383	Demolish three existing buildings and construct two buildings, a 14-story building and a six-story building containing a total of 113 dwelling units, 113 parking spaces, and 10,000 sq. ft. of ground floor commercial. The new building would be approximate	201312033256	APARTMENTS	TO ERECT 12 STORIES, 2 BASEMENT, 107 RESIDENTIAL WITH RETAIL AND PARKING.	12	12	2700	2700	0	0	0	0	0	-25300	0	0	-16000	-12000	2700	0	11/21/2012	Nob Hill	Mixed Use	RC-4	RESIDENTIAL- COMMERCIAL, HIGH DENSITY	130-V	Eileen Long	Lucian Robert Blazej	(37.789451800000002, -122.4212491)
Resident	0757027	1239 TURK ST		03/27/2015	CONSTRUCTION	true	98	98			201207104447	APARTMENTS		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/10/2012	Western Addition	Residential	RM-3	RESIDENTIAL- MIXED, MEDIUM DENSITY	50-X			(37.780832599999997, -122.42944060000001)
Resident	0757025	1100 GOLDEN GATE AV		03/27/2015	CONSTRUCTION	true	98	98	2008.1162	New construction of 5-story, 145-foot tall housing tower(s) with 98 affordable senior rental units	201207104447	APARTMENTS	ERECT TYPE 1 & TYPE V NEW BUILDING	98	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12/11/2008	Western Addition	Residential	RM-3	RESIDENTIAL- MIXED, MEDIUM DENSITY	50-X	Desiree Espinoza	Desiree Espinoza	(37.780004699999999, -122.428684)
Resident	3994001C	650 ILLINOIS ST		06/05/2014	BP FILED	true	97	97	2010.0726	Demolition of existing structures and the construction of a new 6-story, 65.4-ft-tall building with 71,225 sf of residential (97 dwellings) and 45 off-street parking spaces.				0	0	0	0	0	0	0	0	0	-15349	0	0	0	-15349	0	0	08/23/2010	Potrero Hill	Mixed Use	UMU	URBAN MIXED USE	68-X			(37.763928999999997, -122.38788099999999)
Mixres	0250001	1401 CALIFORNIA ST		12/15/2011	PL APPROVED	true	95	95	2011.1046	Demolish Cala Foods and loading dock and construct 6-8-story, 95-unit residential mixed-use building, 31,000-sf retail, and 105 parking, 246,500-sf total. LEED Gold.				0	0	31000	31000	0	0	0	0	0	-19056	0	0	0	0	-19056	0	06/13/2008	Nob Hill	Mixed Use	NCD	POLK STREET NEIGHBORHOOD COMMERCIAL	65-A	Lisa Congdon	Lisa Congdon	(37.790616, -122.417821)
Resident	4102026	645 TEXAS ST	1300 22nd Street	01/27/2015	BP ISSUED	true	94	94	2012.1218	The proposed project would construct a new 4-story, 94 unit residential project over 64 off-street parking spaces. The proposed building would be 4 stories and 45 feet in height.	201312093691	APARTMENTS	ERECT 5-STORY TYPE-V NEW RESIDENTIAL BUILDING.	0	0	0	0	0	0	0	0	0	-30000	0	0	-10000	-20000	0	0	05/09/2013	Potrero Hill	Mixed Use	MUR	MIXED USE-RESIDENTIAL	40-X	Peter & Daniel Cliff	Christopher Davenport	(37.757962900000003, -122.394572)
Mixres	0619009	1800 VAN NESS AVE.		10/20/2011	PL APPROVED	true	94	94	2011.0094	Conditional Use for PUD				0	0	4900	4900	0	0	0	0	0	-1050	3550	0	0	0	-4600	0	02/01/2011	Nob Hill	Mixed Use	RC-4	RESIDENTIAL- COMMERCIAL, HIGH DENSITY	80-D	Daniel S. Zemanek	Jared Eigerman	(37.792549100000002, -122.42229159999999)
Resident	4884025	2600 ARELIOUS WALKER DR		10/02/2014	BP ISSUED	true	93	93			201401166470	APARTMENTS	TO ERECT 5 STORIES, NO BASEMENT, 93 DWELLINGS UNITS WITH PARKING(MAHER: COMPLIANCE WITH ORDINANCE NO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Bayview	Public	P	PUBLIC	OS			(37.723030999999999, -122.381681)
Mixres	3703062	1075 MARKET ST		02/12/2014	PL FILED	false	90	90	2013.1690	The project sponsor proposes to demolish the existing commercial building (former adult entertainment complex) and replace with a new 8-story mixed use (retail and residential) building with approximately 7,500 sf of retail space, 99 units and 24 parking				0	0	7500	7500	0	0	0	0	0	-15500	0	0	0	0	-15500	0	02/12/2014	South of Market	Commercial	C-3-G	DOWNTOWN- GENERAL	90-X	Robert Huggins	Robert Huggins	(37.780644000000002, -122.411615)
Mixres	3753081	345 06TH ST		05/01/2014	PL APPROVED	true	89	89	2013.1773	The proposed project would construct an eight-story mixed use building with 89 SRO units and one 3,090 square-foot commercial space.				0	0	3090	3090	0	0	0	0	0	6835	0	0	3745	0	3090	0	05/01/2014	South of Market	Mixed Use	MUR	MIXED USE-RESIDENTIAL	85-X	Marge Vincent	Toby Morris	(37.777996000000002, -122.404729)
Resident	4059001A	815 TENNESSEE STREET		05/05/2014	BP FILED	false	88	88	2013.0220	Demolition of the two-story 815-825 Tennessee buildings, retaining the brick facade on the corner of Tennessee & 19th Streets (listed as a known historic resource in the Central Watrefront Survey) and construction of a new 6-story apartment building with	201405054911	APARTMENTS	"TO ERECT 5 STORIES, 1 BASEMENT, 69 UNITS RESIDENTIAL WITH PARKING BUILDING.
** MAHER: COMPLIANCE WIT"	0	0	0	0	0	0	0	0	0	-32000	0	0	0	-32000	0	0	12/06/2013	Potrero Hill	Mixed Use	UMU	URBAN MIXED USE	58-X	Nick Podell	Linsey Perlov	(37.761502, -122.38927700000001)
Mixres	3542039	2198 MARKET ST		03/13/2015	CONSTRUCTION	true	87	87	2012.1362	New construction of mixed use project consisting of 85 dwelling units, 4,745 sf of retail space on Market Street.  Parking in a below grade garage for 35 independent stalls, 1 car share and 87 bicycles.  Lot is currently vacant. E application (1/16/13) p	201312134180	APARTMENTS	ERECT 6 STORIES, 1 BASEMENT, 87 DWELLING UNITS, RESIDENTIAL & RETAIL.	0	0	4845	3700	1145	0	0	0	0	4845	0	0	1145	0	3700	0	01/16/2013	Castro/Upper Market	Neighborhood Commercial	NCT	UPPER MARKET NEIGHBORHOOD COMMERCIAL TRANSIT	60/65-X			(37.766527000000004, -122.430769)
Mixres	3753079	363 06TH ST		10/03/2012	PL APPROVED	true	87	87	2011.0586	Remove existing 2-story commercial building and construct a new 9-story mixed-use building.				0	0	2226	2226	0	0	0	0	0	-10170	0	0	0	-12396	2226	0	07/12/2012	South of Market	Mixed Use	MUR	MIXED USE-RESIDENTIAL	85-X	David  Hecht	David  Hecht	(37.777951399999999, -122.4046974)
Mixres	0346003A	101 HYDE ST		06/27/2013	BP FILED	false	85	85	2012.0086	The existing post office is scheduled for closure.  The proposed development would demolish the existing one-story building (built in 1960) and rebuild ground floor retail with residential units above.	201306270692	APARTMENTS	ERECT (N) 8-STORY MULTI-RESIDENTIAL & RETAIL BUILDING.	0	0	6314	6314	0	0	0	0	0	-1191	0	0	0	0	-1191	0	08/15/2012	Downtown/Civic Center	Commercial	C-3-G	DOWNTOWN- GENERAL	80-X	Albert Costa	Albert Costa	(37.781804000000001, -122.415897)
Mixres	3753122	301 06TH ST		07/02/2013	PL APPROVED	true	84	84	2013.0538	The proposed project would demolish a former gas station now car detailing structure to erect a 7-story plus basement mixed use building.  Basement level would have 46 off-street parking.  Ground level: commercial space and residential units.  Floors 2 t				0	0	4700	4700	0	0	0	0	0	3700	0	0	0	0	3700	0	08/29/2014	South of Market	Mixed Use	MUR	MIXED USE-RESIDENTIAL	85-X	Bruce Bau	Bruce Bau	(37.778488000000003, -122.405473)
Mixres	1052024	2655 BUSH ST		03/04/2015	CONSTRUCTION	true	84	84	2005.1106	Demolition of existing convalescent care facility and construction of 84 residential dwelling units and 4,500 sq. ft. of retail. Building would be 40' and 65' in height and would total 168,900 sq. ft. with 126 parking spaces.	201211093966	APARTMENTS	ERECT 5-STORY TYPE V RESIDENTIAL & RETAIL BUILDING. GS	0	0	4500	4500	0	0	0	0	0	-40617	0	-45117	0	0	4500	0	04/29/2008	Western Addition	Mixed Use	NC-3	NEIGHBORHOOD COMMERCIAL, MODERATE SCALE	40-X	Ernest McNabb	Warner Schmalz	(37.785820999999999, -122.44077)
Resident	3973002C	480 POTRERO AV		03/26/2015	CONSTRUCTION	true	84	84	2011.0430	To construct a 6-story building over underground parking at 480 Potrero Avenue between Mariposa & 17th Street.  The new building will have 84 residential units, totaling approx. 85,490 sq. ft. including studio, one bedroom, two bedroom, and three bedroom	201306250465	CONVALESCENT HOME	ERECT 6-STORY, 77 APTS, 1 BASEMENT, MIXED USE COMMERCIAL & PARKING BUILDING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10/04/2012	Mission	Mixed Use	UMU	URBAN MIXED USE	58-X	480 Potre	480 Potre	(37.763525000000001, -122.407532)
Mixres	3703079	1036-1040 MISSION ST		06/26/2014	PL APPROVED	true	83	83	2014.0103	A 9 story mid-rise residential building, housing 83 afforable units ranging from studios (junior one-bedrooms to three bedroom flats. The project also includes common rooms, management offices, laundry, lobby, circulation & supportive service spaces desi				106	106	963	963	0	0	0	0	0	963	0	0	0	0	963	0	01/16/2014	South of Market	Commercial	C-3-G	DOWNTOWN- GENERAL	120-X	Nick Griffin	Nick Griffin	(37.780285200000002, -122.4096244)
Visitor	0311016	690 MARKET ST		12/19/2014	BP FILED	false	81	24			201412194144	TOURIST HOTEL/MOTEL	CONSTRUCT DEMISING WALLS FOR 5 DWELLING UNITS & INTERIOR FIT-OUT @ 2ND FLOOR. 5TH FLR: CONVERT 5 HOT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Financial District	Commercial	C-3-O	DOWNTOWN- OFFICE	285-S			(37.788200000000003, -122.40322999999999)
Mixres	0283004A	620 SUTTER ST		01/23/2013	BP FILED	false	78	78	2005.0674	The project is the alteration of and new addition to the Sheehan Hotel through change of use of the hotel for residential flats and ground floor retail, and a rear addition of a new 12-story building, replacing an existing 2 to 4 story structure.  The to	201301238536	MISC GROUP RESIDNS.	TO DUCUMENT CHANGE OF USE FROM HOTEL TO GROUP HOUSING.	0	0	55735	4650	0	0	0	0	51085	-46435	0	0	0	0	4650	-51085	07/14/2005	Downtown/Civic Center	Commercial	C-3-G	DOWNTOWN- GENERAL	80-130-F	Joel Yodowitz	Joel Yodowitz	(37.789091800000001, -122.41055110000001)
Mixres	3751029	750 HARRISON ST		09/17/2013	PL FILED	false	77	77	2013.0485	The proposed project would invove demolition of existing one-story commercial building (constructed in 1954) and construction of a new eight-story, residential building.  The proposed building would consist of seven residential levels with 77 units, over				0	0	2826	2826	0	0	0	0	0	-2498	0	0	0	-5324	2826	0	09/17/2013	South of Market	Industrial	SLI	SOMA SERVICE- LIGHT INDUSTRIAL	85-X	William Mollard	William Mollard	(37.781609000000003, -122.398561)
Resident	0629037	2155 WEBSTER ST		03/18/2015	CONSTRUCTION	true	77	77			201311222660	APARTMENTS	RENOVATE (E) OFFICE BLDG & DENTAL SCHOOL INTO 66-DWELLING UNITS. ADDITIONALLY PROPOSED PROJ WOULD CO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Pacific Heights	Residential	RM-2	RESIDENTIAL- MIXED, MODERATE DENSITY	160-F			(37.790570000000002, -122.432337)
Mixres	3731003	226 06TH ST		10/20/2014	CONSTRUCTION	true	76	37	2009.0089	Vertical addition of 4th floor to existing hotel.	200806164548	APARTMENTS	VERTICAL ADDITION AND REVONATION OF A HOTEL. MECH, ELEC,PLUMBING, FIRE SPRINKLER UNDER SEPARATE PERMIT	0	0	16425	0	0	0	0	0	16425	5445	0	0	0	0	0	5445	10/06/2011	South of Market	Neighborhood Commercial	NCT	SOMA NEIGHBORHOOD COMMERCIAL TRANSIT	65-X			(37.779330999999999, -122.406813)
Resident	0629016	2101 WEBSTER STREET	2155 Webster Street	05/01/2013	PL APPROVED	true	76	76	2013.0227	The proposed project is to renovate an existing office building and dental school into 66 dwelling units. Additionally, the proposed project would construct 11 dwelling units (townhouses) in four buildings on the existing surface parking lot, for a total				0	0	0	0	0	0	0	0	0	-222838	-222838	0	0	0	0	0	06/25/2013	Marina	Residential	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	160-F	Christopher Davenport	Christopher Davenport	(37.799163399999998, -122.4342089)
