PROJECT_TYPE	BLKLOT	NAMEADDR	ENTITLED	BESTSTAT	BESTDATE	UNITS	UNITSNET	AFFORDABLE	AFFORDABLE_NET	SECTION415	AFF_TARGET	TENURE_TYPE	CASENO	DESCRIPT	DBIDESC	TOTAL_GSF	NET_GSF	CIE_EXIST	CIE	CIENET	MED_EXIST	MED	MEDNET	MIPS_EXIST	MIPS	MIPSNET	PDR_EXIST	PDR	PDRNET	RET_EXIST	RET	RETNET	RESTAURANT	RESTAURANT_NET	VISIT_EXIST	VISIT	VISITNET	HOTEL_ROOM_EXIST	HOTEL_ROOM	HOTEL_ROOM_NET	PLANNER	SPONSOR	CONTACT	CONTACTPH	YEAR_	QTR	YEAR_QTR	PD	SD	PLANAREA	PDA	Location 1
Resident	212038	1033 - 1037 WASHINGTON ST	TRUE	BP ISSUED	12/15/2017 12:00:00 AM	4	1	0	0				2016-001652PRJ	4TH FL RESIDENTIAL UNIT ADDITION TO BLDG, RENOVATION OF 3RD FL UNIT ENTRY, RENOVATION OF BASEMENT, REPAIR OF (E) EGRESS STAIR @ REAR OF PROPERTY, SEISMIC & FOUNDATION UPGRADE.	4TH FL RESIDENTIAL UNIT ADDITION TO BLDG, RENOVATION OF 3RD FL UNIT ENTRY, RENOVATION OF BASEMENT, REPAIR OF (E) EGRESS STAIR @ REAR OF PROPERTY, SEISMIC & FOUNDATION UPGRADE.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	APERRY	1033-1037 WASHINGTON STREET LLC LLC	1033-1037 WASHINGTON STREET LLC		2017	Q4	2017_Q4	3 - Northeast	3		Downtown-Van Ness-Geary	(37.79449877150, -122.41032449700)
Resident	694003	1033 POLK ST	FALSE	PL FILED	06/17/2015 12:00:00 AM	9	9	0	0				2014	Build a new 8 story residential mixed-use building to the rear of an existing historic building.  The proposed program is for ground floor and second floor commercial/office space (3,175 sq.ft.) and 6 levels of residential space totaling 7,260 sq.ft. net		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AA CONV				2017	Q4	2017_Q4	4 - Downtown	3	Van Ness Corridor	Downtown-Van Ness-Geary	(37.78643416260, -122.42006518300)
Resident	4224036	1033 TEXAS ST	FALSE	BP Filed	08/09/2017 12:00:00 AM	3	3	0	0						ERECT A 4 STORY 3 UNITS RESIDENTIAL TYPE 5 CONSTRUCTION BUILDING, WORK WITH PA201708094308.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					2017	Q4	2017_Q4	9 - South of Market	10	Showplace Square/Potrero Hill (EN)	Eastern Neighborhoods	(37.75329148080, -122.39435689500)
Mixres	3703079	1036 - 1040 MISSION ST	TRUE	CONSTRUCTION	12/27/2017 12:00:00 AM	83	83	83	83		20% AMI; 30% AMI; 50% AMI;	Rental	2014	A 9 story mid-rise residential building, housing 83 afforable units ranging from studios (junior one-bedrooms to three bedroom flats. The project also includes common rooms, management offices, laundry, lobby, circulation & supportive service spaces desi	TO ERECT 9 STORIES, NO BASEMENT, 83 RESIDENTIAL APARTMENTS, RESIDENTIAL SUPPORT SPACES & RETAIL SPACES.	963	963	0	0	0	0	0	0	0	0	0	0	0	0	0	963	963	0	0	0	0	0	0	0	0	KCONNER	Nick Griffin	Nick Griffin	415.776.2151	2017	Q4	2017_Q4	4 - Downtown	6	Downtown	Downtown-Van Ness-Geary	(37.78058500940, -122.40978554700)
Resident	5826002	104 BACHE ST	TRUE	CONSTRUCTION	06/21/2017 12:00:00 AM	2	2	0	0				2008	Rear yard and parking variance	TO ERECT TWO DWELLING UNIT WITH 3 STORY NEW BLDG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CTEAGUE				2017	Q4	2017_Q4	11 - Bernal Heights	9		Rest of the City	(37.73379094000, -122.41778190800)
Resident	983022	104 PRESIDIO AV	FALSE	PL FILED	01/24/2017 12:00:00 AM	3	-4	0	0				2017-001217PRJ	Conditional Use Authorization to permit a dwelling unit merger of a 1-bedroom unit into a 3,179 sq. ft. 2-bedroom unit;  and turn an existing 1-bedroom unit into an 11,020 sq. ft.  6-bedroom unit.  In total project will merge four units, going from seven		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BBENDIX	Reuben, Junius and Rose, LLP		4155679000	2017	Q4	2017_Q4	1 - Richmond	2		Rest of the City	(37.79062779010, -122.44721270900)
Resident	181013	1044 JACKSON ST	TRUE	CONSTRUCTION	07/18/2017 12:00:00 AM	3	1	0	0				2014-001083PRJ	Renovate existing 2-family dwelling with a 2-story vertical addition, providing one extra unit. New foundation and structural upgrade to existing building. Increse parking from existing 1-car to 3-car parking at existing basement, lifting building approx	VERTICAL ADDITION OF 1 FLOOR TO CREATE AN ADDITIONAL RESIDENTIAL UNIT.  4 BEDROOMS AND 2 BATHS AND 1 NEW KITCHEN IN THE NEW UNIT. JOB IS INCLUDING THREE UNITS.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CGROB	Arcus Housing LLC		4153858009	2017	Q4	2017_Q4	3 - Northeast	3		Downtown-Van Ness-Geary	(37.79545860830, -122.41228593200)
Resident	4937006A	1050 GILMAN AV	FALSE	BP FILED	12/02/2015 12:00:00 AM	2	1	0	0						LEGALIZE EXISTING KITCHEN ON THE GROUND FLOOR. TO LEGALIZE 1 RESIDENTIAL UNIT UNDER UNIT LEGALIZATION ORD 43-14.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SAMONSKY				2017	Q4	2017_Q4	10 - South Bayshore	10	Bayview Hunters Point	Bayview/Hunters Point Shipyard/Candlestick Point	(37.71904483070, -122.38903716000)
Resident	6612017	448 VALLEY ST	FALSE	BP Filed	12/18/2017 12:00:00 AM	2	2	0	0						ERECT (N) 3-STORY MUTLI-RESIDENTIAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					2017	Q4	2017_Q4	7 - Central	8		Rest of the City	(37.74439721850, -122.43243679300)
Resident	5475007A	1050 LE CONTE AV	FALSE	BP Filed	11/21/2017 12:00:00 AM	4	3	0	0						VERTICAL & HORIZONTAL ADDITION TO AN EXISTING 2 STORY SFD TO 4 STORY 4 UNITS APARTMENT.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					2017	Q4	2017_Q4	10 - South Bayshore	10	Bayview Hunters Point	Bayview/Hunters Point Shipyard/Candlestick Point	(37.71911241690, -122.39770172100)
Mixres	3731021	1052 - 1060 FOLSOM ST & 190 - 194 RUSS ST	FALSE	PL FILED	06/23/2016 12:00:00 AM	46	42	0	0				2016-004905PRJ	All of the existing buildings will be demolished.  A new six story building consisting of five stories of wood frame construction above a one story concrete ground level podium will be constructed.  The first story in the podium will include commercial s		3302	-8927	0	0	0	0	0	0	8530	0	-8530	0	0	0	3699	3302	-397	0	0	0	0	0	0	0	0	VBYRD	Golden Properties LLC		4155337455	2017	Q4	2017_Q4	9 - South of Market	6	East SoMa (EN)	Eastern Neighborhoods	(37.77768514930, -122.40709824600)
Visitor	3703066	1053 MARKET ST	TRUE	PL Approved	11/20/2017 12:00:00 AM	0	0	0	0				2014	The proposed project would demolish an existing commercial building and construct a 10-story tourist hotel with 155 rooms with a ground floor retail space.		74000	58000	0	0	0	0	0	0	0	0	0	0	0	0	16000	4000	-12000	0	0	0	70000	70000	0	155	155	LYEGAZU	Michael Stanton	Lisa Zhuo	415-865-9600	2017	Q4	2017_Q4	4 - Downtown	6	Downtown	Downtown-Van Ness-Geary	(37.78100793770, -122.41115593100)
Resident	4969019	1054 JAMESTOWN AV	FALSE	BP Filed	09/21/2017 12:00:00 AM	3	1	0	0						ADD ADU PER ORDINANCE NO. 162-16. ADD (1) KITCHEN, (1) GREAT ROOM, (2) BATHS & (2) BEDROOMS AND COMP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					2017	Q4	2017_Q4	10 - South Bayshore	10	Bayview Hunters Point	Bayview/Hunters Point Shipyard/Candlestick Point	(37.71930156250, -122.39448877800)
Resident	4153008	1056 POTRERO AV	FALSE	BP FILED	12/16/2016 12:00:00 AM	5	4	0	0				2017-000610PRJ	RENOVATION & ADDITION TO EXISTING SINGLE FAMILY STRUCTURE BY VERTICAL/HORIZ ADDITION. CREATE 5 APTS, NEW BIKE PARKING. NEW EXTERIOR MATERIALS WINDOWS & DOORS, NEW LANDSCAPING AT FRONT AND BACK YARD. ADU. SPRINKLER BLDG TO NFPA 13. COMPLY W/NOV#201634591,	RENOVATION & ADDITION TO EXISTING SINGLE FAMILY STRUCTURE BY VERTICAL/HORIZ ADDITION. CREATE 5 APTS, NEW BIKE PARKING. NEW EXTERIOR MATERIALS WINDOWS & DOORS, NEW LANDSCAPING AT FRONT AND BACK YARD. ADU. SPRINKLER BLDG TO NFPA 13. COMPLY W/NOV#201634591,	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AJELLOHO	Knock Architecture & Design		4152152647	2017	Q4	2017_Q4	8 - Mission	9	Mission (EN); Mission District Streetscape Plan	Eastern Neighborhoods	(37.75519932210, -122.40689034600)
Resident	4224022	1058 MISSISSIPPI ST	FALSE	BP FILED	12/31/2015 12:00:00 AM	2	2	0	0				2016-000814PRJ	TO ERECT 3 STORIES OF 3 FAMILY DWELLING.	TO ERECT 3 STORIES OF 3 FAMILY DWELLING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SAMONSKY	REDLAND GROUP INC	REDLAND GROUP INC		2017	Q4	2017_Q4	9 - South of Market	10	Showplace Square/Potrero Hill (EN)	Eastern Neighborhoods	(37.75300335940, -122.39398199600)
Resident	5826003	106 BACHE ST	TRUE	BP ISSUED	11/22/2017 12:00:00 AM	2	2	0	0						TO ERECT 3 STORIES, 2 FAMILY RESIDENTIAL BUILDING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SETYADIP				2017	Q4	2017_Q4	11 - Bernal Heights	9		Rest of the City	(37.73372245000, -122.41778798300)
Resident	5746004	106 LEESE ST	TRUE	BP ISSUED	10/03/2017 12:00:00 AM	3	1	0	0				2016-012034PRJ	"ADD AN ADU PER ORDINANCE 30-15. PERMIT #201608104660.
NEW DWELLING WITH KITCHEN & 2 BATHRMS
NEW UNIT WILL BE FIRE SPRINKLERED"	ADD AN ADU PER ORDINANCE 30-15. PERMIT #201608104660.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ADINASEE	David Locicero		4153422204	2017	Q4	2017_Q4	11 - Bernal Heights	9		Mission-San Jose Corridor	(37.73564102430, -122.42326378600)
MIPS	3731023	1060 FOLSOM ST	FALSE	BP FILED	02/17/2016 12:00:00 AM	0	0	0	0				2016-002535PRJ	CHANGE OF USE FROM INDUSTRIAL/WAREHOUSE TO ASSEMBLY AND SOCIAL SERVICE USE (DBA ALCHEMY) AND REMOVE THE NOTICE OF VIOLATION COMPLAINT NUMBER 13538_ENF.	CHANGE OF USE FROM INDUSTRIAL/WEARHOUSE TO ASSEEMBLY AND SOCIAL SERVICE USE (DBA ALCHEMY) AND REMOVE THE NOTICE OF VIOLATION COMPLAINT NUMBER 13538_ENF.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EJARDINE	GOLDEN PROPERTIES LLC LLC	GOLDEN PROPERTIES LLC		2017	Q4	2017_Q4	9 - South of Market	6	East SoMa (EN)	Eastern Neighborhoods	(37.77759332920, -122.40716547900)
Vacant	694010	1060-1062 GEARY ST	TRUE	CONSTRUCTION	12/21/2017 12:00:00 AM	0	0	0	-20				2009		TO ERECT NEW 10 STORIES, 5.5 BASEMENT, MEDICAL OFFICE, RETAIL & PARKING BUILDING PER 2010 BUILDING CODE. SEE CONSTRUCTION PLAN FOR ADDENDUM SCHEDULE-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	JNAVARRE	Jason Won	Zone Desi	415-892-4	2017	Q4	2017_Q4	4 - Downtown	6	Van Ness Corridor	Downtown-Van Ness-Geary	(37.78599317310, -122.42103391400)
Resident	3649007	1064 DOLORES ST	FALSE	BP FILED	12/22/2016 12:00:00 AM	17	5	0	0				2016-016661PRJ	ADDITION OF (5) DWELLING UNITS WITHIN THE (E) BUILDING ENVELOPE PER ORDINANCE# 162-16.	ADDITION OF (5) DWELLING UNITS WITHIN THE (E) BUILDING ENVELOPE PER ORDINANCE# 162-16.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SAMONSKY	1064 DOLORES I1 LLC LLC	1064 DOLORES I1 LLC		2017	Q4	2017_Q4	7 - Central	8		Mission-San Jose Corridor	(37.75237443060, -122.42561622500)
Resident	4652014	1065 INNES AV	TRUE	BP ISSUED	10/25/2017 12:00:00 AM	3	3	0	0				2016-012218PRJ	Lot subdivision. Construction of three 3-story dwellings with parking garages.	PROPOSE ADDRESS 1063 INNES AVE. TO ERECT 3 STORIES, 1 BASEMENT, TYPE VB, SINGLE FAMILY BUILDING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SIROISDA	Wing Lee Architects	Wing Lee	4152976493	2017	Q4	2017_Q4	10 - South Bayshore	10	Bayview Hunters Point	Bayview/Hunters Point Shipyard/Candlestick Point	(37.73343883750, -122.37883314300)
Resident	4965029	1083 HOLLISTER AV	FALSE	BP FILED	11/10/2015 12:00:00 AM	2	1	0	0						LEGALIZE GROUND FL KITCHEN TO ADD (1)(N) RESIDENTIAL UNIT UNDER UNIT LEALIZATION PROGRAM. LEGALIZE GARAGE TO GROUND FL UNIT'S LIVING ROOM. COMPLY WITH NOV #201569083, NOV #201569681, NOV #201567882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	YEUNGMIN				2017	Q4	2017_Q4	10 - South Bayshore	10	Bayview Hunters Point	Bayview/Hunters Point Shipyard/Candlestick Point	(37.71933392820, -122.39228350300)
Mixres	350003	1066 MARKET ST	TRUE	BP ISSUED	11/29/2017 12:00:00 AM	303	303	85	85	TBD			2013	The proposed project is the demolition of existing 2-story commercial building and parking lot and new construction of a 14-story building to house approximately up to 330 residential units, approximately 1,885 sq.ft. of retail on Market Street, approxim	TO ERECT 14 STORIES, 2 BASEMENT, 304 RESIDENTIAL & RETAIL BUILDING.	4540	-526	0	0	0	0	0	0	0	0	0	0	0	0	0	4540	-526	0	0	0	0	0	0	0	0	IWILSON	Thomas Hart	Thomas Hart	772-7000	2017	Q4	2017_Q4	4 - Downtown	6	Downtown; Civic Center Public Realm Plan	Downtown-Van Ness-Geary	(37.78179900670, -122.41174159200)
Resident	1377002	107 17TH AV	FALSE	BP FILED	08/29/2016 12:00:00 AM	2	1	0	0						ADD 2ND UNIT AT GROUND FLOOR BEHIND GARAGE, NO STRUCTURAL WORK, UPGRADE (E) FAMILY ROOM TO KITCHEN. RECESS (E) GARAGE DOOR. 1 BEDROOM & 1 BATH.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SYOUNG				2017	Q4	2017_Q4	1 - Richmond	1		Rest of the City	(37.78589254590, -122.47681957600)
Resident	5858047	107 GAVEN ST	FALSE	BP Filed	11/21/2017 12:00:00 AM	2	1	0	0						ADU. COMPLY WITH NOV #201796652 & 201757839. ADDITION OF DWELLING UNIT PER ORD 162-16 & COMPLY W/ IN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					2017	Q4	2017_Q4	12 - South Central	9		Rest of the City	(37.73342622940, -122.40779203400)
Mixres	3754038	1075 &1089 FOLSOM ST	FALSE	BP FILED	02/14/2017 12:00:00 AM	48	48	0	0				2016-008438PRJ	The project is to demolish the existing buildings on these two lots to construct a new, 6-story residential building with ground floor commercial space.  The new building will be 48 SRO units on 6 floors with 1,480 square feet of commercial space.  No au	ERECT 6 STORIES. 48 DWELLING UNIT MIX USE WITH TYPE 1A CONSTRUCTION.	1480	-3220	0	0	0	0	0	0	0	0	0	0	0	-4700	0	1480	1480	0	0	0	0	0	0	0	0	KDURANDE	Jeffer Mangels Butler & Mitchell LL	David Cincotta	415-984-9625	2017	Q4	2017_Q4	9 - South of Market	6	East SoMa (EN)	Eastern Neighborhoods	(37.77688903470, -122.40723426900)
Resident	3754039	1075 FOLSOM ST	FALSE	BP FILED	02/14/2017 12:00:00 AM	48	48	0	0				2016-008438PRJ		ERECT 6 STORIES. 48 DWELLING UNIT MIX USE WITH TYPE 1A CONSTRUCTION.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	KDURANDE				2017	Q4	2017_Q4	9 - South of Market	6	East SoMa (EN)	Eastern Neighborhoods	(37.77696201280, -122.40714271300)
Mixres	3703062	1075 MARKET ST	TRUE	CONSTRUCTION	11/30/2017 12:00:00 AM	90	90	11	11	On-site BMR Project	90% AMI;	Ownership	2013	The project sponsor proposes to demolish the existing commercial building (former adult entertainment complex) and replace with a new 8-story mixed use (retail and residential) building with approximately 7,500 sf of retail space, 99 units and 24 parking	"TO ERECT 8 STORIES, 1 BASEMENT OF 90 DWELLING UNITS WITH COMMERCIAL, CAR STACKER PARKING, ROOF DECK.
** MAHER: DISTURBANCE OF AT LEAST 50 CU.YD. OF SOIL. ROUTE TO DPH **"	7500	-15500	0	0	0	0	0	0	0	0	0	0	0	0	23000	7500	-15500	0	0	0	0	0	0	0	0	ASBAGHCL	Robert Huggins	Robert Huggins	561-0600	2017	Q4	2017_Q4	4 - Downtown	6	Downtown	Downtown-Van Ness-Geary	(37.78064421450, -122.41161520200)
MIPS	3726026	1076 HOWARD ST	TRUE	PL FILED	11/17/2015 12:00:00 AM	0	0	0	0				2015-015152PRJ	Change of use from PDR to Office and a vertical addition of 1 additional story.		18671	6799	0	0	0	0	0	0	0	18671	15580	0	0	-8781	0	0	0	0	0	0	0	0	0	0	0	RSUCRE	Vantage Property Investors		3105456013	2017	Q4	2017_Q4	4 - Downtown	6	East SoMa (EN)	Eastern Neighborhoods	(37.77868902020, -122.40909826500)
Resident	4158011	1076 RHODE ISLAND ST	TRUE	BP ISSUED	07/12/2016 12:00:00 AM	2	1	0	0						ADDITION OF UPPER FL ABOVE (E) 2 LEVELS (40'x25'), LOWER LEVEL ADDITION OF (40'X25')REAR ADDITION OF 10'FOR(E)+(N)BLDG AND 12'X15' BUMP OUT IN REAR BLDG. CONST KITCHEN FOR EACH UNIT ALONG W/ 6 BATHRMS AND LIVING SPACE.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RSUCRE				2017	Q4	2017_Q4	9 - South of Market	10	Showplace Square/Potrero Hill (EN)	Eastern Neighborhoods	(37.75615776320, -122.40205617400)
Resident	6982002	1079 PLYMOUTH AV	FALSE	BP FILED	10/19/2016 12:00:00 AM	2	1	0	0				2016-014233PRJ	Legalize a rear detached one-story structure and its second dwelling unit (Unit No.2) at the first/ground floor, in the required rear yard, west of an existing single-family one-story-over-garage dwelling, per Planning Code Section 207.3 (Ord. 43-14). Th	LEGALIZATION OF DWELLING UNIT INSTALLED WITHOUT A PERMIT PER ORDINANCE #43-14. TO COMPLY N.O.V#201547122.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	KCONNER	KWONG REGINA LAILING LAILING	KWONG REGINA LAILING		2017	Q4	2017_Q4	13 - Ingleside	11		Rest of the City	(37.72145359600, -122.45645524400)
Resident	6722012	108 BOSWORTH ST	FALSE	BP Filed	05/09/2017 12:00:00 AM	2	1	0	0						REMODEL OF EXISTING SINGLE FAMILY HOME TO ACCOMMODATE AN ADDITIONAL UNIT ON GROUND FLOOR.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					2017	Q4	2017_Q4	12 - South Central	8		Mission-San Jose Corridor	(37.73370027680, -122.42812464400)
Resident	6769051	108 MONTEREY BL	FALSE	BP Filed	05/26/2017 12:00:00 AM	3	1	0	0						UNIT #1. PER COMPLAINT #201609831. UNIT LEGALIZE ORDINANCE 43-14. 2 BEDROOM, 1 BATH, 1 KITCHEN. 624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					2017	Q4	2017_Q4	13 - Ingleside	7		Rest of the City	(37.73186374360, -122.43764923000)
Resident	5428D037	108 ORSI CR	FALSE	BP FILED	07/23/2014 12:00:00 AM	2	1	0	0						legalize rooms at G/F per plan; remove 2nd kitchen & no longer legalizing unit. COMPLY WITH VIOLATION # 201225081.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	KCONNER				2017	Q4	2017_Q4	10 - South Bayshore	10	Bayview Hunters Point	Bayview/Hunters Point Shipyard/Candlestick Point	(37.72821050420, -122.39821842700)
Resident	3726028	1082 HOWARD ST	FALSE	PL FILED	01/21/2016 12:00:00 AM	8	8	0	0				2015-010371PRJ	Demolish an existing two story retail sales building and construct a new nine story, eight dwelling, 83.5 foot tall, multi-family residential building. There is no garage/parking. The ground floor will include active space (lobby). The lowest dwelling is		0	-2801	0	0	0	0	0	0	0	0	0	0	0	0	2801	0	-2801	0	0	0	0	0	0	0	0	VBYRD	Arcon Construction Inc.		4157596228	2017	Q4	2017_Q4	4 - Downtown	6	East SoMa (EN)	Eastern Neighborhoods	(37.77848795420, -122.40915060800)
Resident	6527039	1085 CAPP ST	FALSE	BP FILED	10/12/2016 12:00:00 AM	2	2	0	0				2016-014032PRJ	CONSTRUCT (N) 3-STORY MULTI-FAMILY DWELLING UNIT	CONSTRUCT (N) 3-STORY MULTI-FAMILY DWELLING UNIT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSIROIS	Studio 797		4158719976	2017	Q4	2017_Q4	8 - Mission	9	Mission (EN); Mission District Streetscape Plan	Eastern Neighborhoods	(37.74942763950, -122.41677124500)
PDR	3726030	1088 HOWARD ST	FALSE	BP FILED	03/22/2017 12:00:00 AM	22	22	0	0				2017-004299PRJ	CHANGE OF USE TO LIGHT MANUFACTURING. N/A FOR MAHER ORDINANCE.155-13.	CHANGE OF USE TO LIGHT MANUFACTURING. N/A FOR MAHER ORDINANCE.155-13.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1088 HOWARD STREET PARTNERS PARTNER	1088 HOWARD STREET PARTNERS		2017	Q4	2017_Q4	4 - Downtown	6	East SoMa (EN)	Eastern Neighborhoods	(37.77839629330, -122.40927877900)
Mixed	135009	1088 SANSOME ST	TRUE	BP FILED	07/28/2016 12:00:00 AM	0	0	0	0				2016-010294PRJ	Change of use of approximately 49,999 square feet from electronics manufacturing to office on 1st, 2nd, 3rd penthouse levels. 12,669 square feet in basement proposed for retail use.	REPLACEMENT OF (E) WINDOWS AND STOREFRONT AT PENTHOUSE/ROOF	62668	-11144	0	0	0	0	0	0	0	49999	49999	0	0	-61143	0	12669	0	0	0	0	0	0	0	0	0	CASBAGH	Reuben, Junius & Rose		4155679000	2017	Q4	2017_Q4	3 - Northeast	3	Northeast Waterfront	Downtown-Van Ness-Geary	(37.80011619500, -122.40220301200)
Visitor	3703059	1095 MARKET ST	TRUE	CONSTRUCTION	12/29/2017 12:00:00 AM	0	0	0	0				2014-000803PRJ	Change of use from office to hotel with 202 hotel rooms with roof deck and 3,992 square feet of ground floor retail. Project also includes interior renovation to add new story within existing structure, stairs, and elevator.	"CHANGE OF OCCUPANCY FROM OFFICE TO HOTEL. NEW 203 HOTEL ROOMS. NEW ROOF DECK. ADD NEW STORY WITHIN (E) STRUCTURE. NEW STAIRS & ELEVATOR.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 NOT REQUIRED **"	77982	18188	0	0	0	0	0	0	0	0	-59794	0	0	0	0	3992	3992	0	0	0	73990	73990	0	202	202	CGROB	Susan McComb			2017	Q4	2017_Q4	4 - Downtown	6	Downtown	Downtown-Van Ness-Geary	(37.78032868750, -122.41201361200)
Resident	5710027	11 GLADYS ST	FALSE	PL FILED	04/15/2015 12:00:00 AM	2	1	0	0				2015-004717PRJ	Vertical addition to both the rear and front setbacks to permit an additional dwelling unit.		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SMENDRIN	Robert Oliver	OLIVER ROBERT R	4154123664	2017	Q4	2017_Q4	11 - Bernal Heights	9		Mission-San Jose Corridor	(37.73999669720, -122.42230732100)
Resident	7552026	11 HILIRITAS AV	TRUE	CONSTRUCTION	12/12/2017 12:00:00 AM	1	1	0	0						(N) CONTRUCTION OF A 3-STORY SINGLE FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NKWIATKO				2017	Q4	2017_Q4	7 - Central	8		Rest of the City	(37.73760797350, -122.43704361600)
Resident	5384C013C	11 MADDUX AV	FALSE	BP FILED	05/08/2015 12:00:00 AM	2	1	0	0						(N) KITCHEN ON 1ST FL & LEGALIZE IN-LAW DWELLING UNIT UNDER ORD #43-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NKWIATKO				2017	Q4	2017_Q4	10 - South Bayshore	10	Bayview Hunters Point	Bayview/Hunters Point Shipyard/Candlestick Point	(37.73495192580, -122.39798095700)
Mixed	4316002	1100 CESAR CHAVEZ ST	TRUE	PL APPROVED	07/21/2015 12:00:00 AM	0	0	0	7				2015-007177PRJ	Interior renovations and exterior modifications to existing PDR building. Increase accessory office use by 4,206 sf.		26994	1694	0	0	0	0	0	0	0	8405	4206	0	18589	-2512	0	0	0	0	0	0	0	0	0	0	0	ERUSSELL	Veritable Vegetable		(415) 550-48	2017	Q4	2017_Q4	10 - South Bayshore	10	Central Waterfront (EN); Dogpatch Public Realm Plan	Eastern Neighborhoods	(37.75045279030, -122.38902035300)
Resident	777005	1100 FULTON ST	FALSE	BP Filed	01/26/2017 12:00:00 AM	18	6	0	7				2017-001456PRJ	CONVERT 11 GARAGE SPACES & 1015 SF OF STORAGE INTO 6 NEW ACCESSORY DWELLING UNITS PER ORDINANCE NO# 162-16. REFER TO PA# 2017/01/13/7203 FOR SOFT STORY RETROFIT.	CONVERT 11 GARAGE SPACES & 1015 SF OF STORAGE INTO 6 NEW ACCESSORY DWELLING UNITS PER ORDINANCE NO# 162-16. REFER TO PA# 2017/01/13/7203 FOR SOFT STORY RETROFIT.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CALEXAND		NAM INVESTMENTS, LP		2017	Q4	2017_Q4	5 - Western Addition	5		Rest of the City	(37.77749620710, -122.43510670300)
