APN	BESTSTAT	BESTDATE	NAMEADDR	Alias	UNITS	NET_UNITS	AFF_UNITS	NET_AFF_UNITS	SECTION415	TENURE_TYPE	PLN_CASENO	BP_APPLNO	PROPUSE	COST	BP_DESC	PLN_DESC	PROJECT_TYPE	ENTITLEMENT	TOTAL_GSF	NET_GSF	CIE	NET_CIE	MED	NET_MED	MIPS	NET_MIPS	PDR	NET_PDR	RET	NET_RET	VISIT	NET_VISIT	APPLICANT	CONTACT	CONTACTPHONE	FirstFiled	PLANNER	PLAN_AREA	PUBLICREALM	STATUS	PLAN_DISTRICT	SUPE_DISTRICT	ZONING_SIM	ZONING_DISTRICT	ZONING_GEN	ZONING	HEIGHT_DISTRICT	NEIGHBORHOOD	Location
APN 6786025	BP FILED	10/03/2016	121 CAYUGA AV		2	1	0	0				201610039432	2 FAMILY DWELLING	$70000.00	UNIT LEGALIZATION ORD 43-14. LEGALIZE 1/FL DWELLING UNIT. AND UNIT RENOVATION. EXISTING DWELLING UNIT ON 2/FL RENOVATION. FILL 2 LIGHTWELLS. REBUILD REAR STAIR. LOWER (E) 1/FL SLAB.		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				10/03/2016		Glen Park (superseded)			South Central	SUPERVISORIAL DISTRICT 8	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	RH-1	40-X	Outer Mission	(37.73094029560, -122.43085586500)
APN 4212002	BP ISSUED	09/02/2016	1210 UTAH ST		5	2	0	0			2015-014923PRJ	201608094585	APARTMENTS	$113000.00	(PER ORDINANCE 30-15) ADD 2 NEW UNITS AT GROUND LEVEL UNDER SOFT STORY SEISMIC PROGRAM APPROVED STRUCTURAL DRAWINGS APP #201608044222	Interior modifications to the ground floor level to create two (2) dwelling units.	Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		MIRANDA MARTHA E & MERCANO ROS	4156856099	11/10/2015	ESAMONSK	Eastern Neighborhoods w/Valencia; Showplace Square/Potrero Hill (EN); Eastern Neighborhoods (Complete); Mission District Streetscape Plan		Adopted	Mission	SUPERVISORIAL DISTRICT 10	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	RH-2	40-X	Mission	"Y
(37.75392010220, -122.40572541400)"
APN 1127003	BP FILED	09/15/2015	1211 SCOTT ST		3	1	0	0			2015-012514PRJ	201509156948	APARTMENTS	$80000.00	NEW APARTMENT ADDITION IN COMPLIANCE WITH ORDINANCE 30-15, MISCELLANEOUS DECAY & WATER DAMAGE REPAIR, WATERPROOF (E) DECKS & FRONT STAIRCASE. SOFT STORY RETROFIT PERMIT #201509156939. Sprinklers under separate permit.		Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				09/15/2015	NKWIATKO	A-2			Western Addition	SUPERVISORIAL DISTRICT 5	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	Residential	RM-1	65-A	Western Addition	(37.78119601380, -122.43765994400)
APN 4909003	BP FILED	12/31/2013	1212 EGBERT AV		2	2	0	0				201312315375	1 FAMILY DWELLING	$325000.00	COMPLIANCE WITH ORDINANCE NO. 155-13 NOT REQUIRED. EXCAVATION<50 CU.YD. ERECT 2 STORIES ONE SINGLE FAMILY DWELLING.		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				12/31/2013	CTOWNES	Bayview Hunters Point			South Bayshore	SUPERVISORIAL DISTRICT 10	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	RH-1	40-X	Bayview	(37.72091634250, -122.38900562300)
APN 6534029	BP ISSUED	04/03/2015	1225 DOLORES ST		3	3	0	0				200703307744	1 FAMILY DWELLING	$928000.00	TO ERECT 4 STORIES, SINGLE FAMILY DWELLING.		Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				03/30/2007	MSMITH	Mission District Streetscape Plan		Adopted	Mission	SUPERVISORIAL DISTRICT 8	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	Residential	RH-3	40-X	Mission	"Y
(37.74983703170, -122.42453984900)"
APN 1742032	BP ISSUED	10/11/2016	1226 09TH AV		0	0	0	0			2016-005323PRJ	201604154918	FOOD/BEVERAGE HNDLNG	$1.00	FOR PLANNING REVIEW ONLY.  CHANGE OF USE FROM RETAIL-PROFESSIONAL SERVICES (790.108) TO LIMITED RESTAURANT (790.90). No work performed on this permit.		Retail/Ent	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				04/15/2016	CCAMPBEL				Inner Sunset	SUPERVISORIAL DISTRICT 5	NCD	INNER SUNSET NEIGHBORHOOD COMMERCIAL	Mixed Use	NCD-INNER SUNSET	40-X	Inner Sunset	(37.76536205120, -122.46607402800)
APN 4227013A	PL FILED	10/28/2015	1228 25TH ST		0	0	0	0			2015-005968PRJ	201510281067		$0.00	CONSTRUCT(N) 5-STORY COMMERCIAL BUILDING	Construction of a new Small Enterprise Workspace building on a lot currently used as container storage.	PDR	0	13940	13940	0	0	0	0	0	0	11475	11475	2465	2465	0	0				06/24/2005	VBYRD	Eastern Neighborhoods w/Valencia; Central Waterfront (EN); Eastern Neighborhoods (Complete); Dogpatch Public Realm Plan	Y	In Progress	South of Market	SUPERVISORIAL DISTRICT 10	PDR-1-G	PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL	Industrial	PDR-1-G	58-X	Potrero Hill	(37.75293983390, -122.39139724800)
APN 3729011	BP FILED	09/25/2015	1228 FOLSOM ST / 723-725 CLEMENTINA		24	24	0	0			2014	201509258131	APARTMENTS	$6214650.00	ERECT 5 STORIES OF 24 DWELLING UNIT. MIX USE COMMERCIAL & RESIDENTIAL.		Mixres	0	1109	-6106	0	0	0	0	0	-7215	0	0	1109	1109	0	0				09/25/2015	DISALVOJ	Western SoMa (EN); Eastern Neighborhoods (Complete); South of Market			South of Market	SUPERVISORIAL DISTRICT 6	NCT	FOLSOM STREET NEIGHBORHOOD COMMERCIAL TRANSIT	Mixed Use	NCT-FOLSOM	65-X	South of Market	(37.77473164860, -122.41080813900)
APN 5524032	BP FILED	11/15/2016	123 Ripley Street		9	4	0	0			2016-014659PRJ	201611152705	APARTMENTS	$150000.00	ADDITION OF (4)(N)UNITS PER ORD #162-16. (4)BEDROOM,(4)KITCHENS,(4)BATHROOMS. EXCAVATE (E) STORAGE & CRAWL SPACE IN NORTHSIDE OF BLDG. VOLUNTARY SEISMIC STRENGTHENING. ADD (N)SHEARWALLS, HOLDOWNS & FOUNDATION IN NORTHSIDE OF BLDG TO STRENGTHEN ALL (E) UN	ADDITION OF (4)(N)UNITS PER ORD #162-16. (4)BEDROOM,(4)KITCHENS,(4)BATHROOMS. EXCAVATE (E) STORAGE & CRAWL SPACE IN NORTHSIDE OF BLDG. VOLUNTARY SEISMIC STRENGTHENING. ADD (N)SHEARWALLS, HOLDOWNS & FOUNDATION IN NORTHSIDE OF BLDG TO STRENGTHEN ALL (E) UN	Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Mercury Engineering Group	Matthew Burket	4158260606	11/10/2016	ESAMONSK				Bernal Heights	SUPERVISORIAL DISTRICT 9	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	RH-2	40-X	Bernal Heights	(37.74441927000, -122.41246919500)
APN 1730037	BP ISSUED	12/21/2016	1230 21ST AV		2	1	0	0			2015-010694PRJ	201507313053	2 FAMILY DWELLING	$600000.00	HORIZONAL ADDITION AT REAR YARD. (E) 3-STORY SINGLE FAMILY HOUSE - CONVERT TO 2-UNIT RESIDENTIAL 3-STORY REAR YARD ADDITION, (2) ROOF DECKS AT (E) UNIT. RENOVATE KITCHEN & BATH, ADD FULL BATH & 1/2 BATH. ADD (N) BEDROOM @ (N) UNIT. (N) KITCHEN, (2)(N) FU		Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				07/31/2015	ALEXANDE				Outer Sunset	SUPERVISORIAL DISTRICT 4	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	Residential	RH-3	40-X	Outer Sunset	(37.76472512370, -122.47904354400)
APN 2821022	BP APPROVED	05/26/2010	1230 TWIN PEAKS BL		1	1	0	0				200810224855	1 FAMILY DWELLING	$1100000.00	VACANT LOT - ERECT A THREE STORY SINGLE FAMILY DWELLING.		Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				10/22/2008	CRAWFORD				Inner Sunset	SUPERVISORIAL DISTRICT 7	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	RH-1	40-X	Twin Peaks	(37.74643619870, -122.45048851100)
APN 5654044	CONSTRUCTION	05/25/2016	1231 CORTLAND AV		0	0	0	0			2015-012518PRJ	201509177220	CLINICS-MEDIC/DENTAL	$1.00	CHANGE OF USE FROM RETAIL TO MEDICAL/CHIROPRACTIC		Medical	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				09/17/2015	IOMOKARO				Bernal Heights	SUPERVISORIAL DISTRICT 9	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	RH-1	40-X	Bernal Heights	(37.73997943610, -122.41150836800)
APN 0145044	BP FILED	07/09/2015	1234 GRANT AV		4	4	0	0			2015-009551PRJ	201507091099	FOOD/BEVERAGE HNDLNG	$120000.00	CHANGE OF USE: (E) 2ND & 3RD FL DINING AREAS CHANGE TO 4 APARTMENT UNITS. (N) GARDEN ROOF DECK.	CHANGE OF USE: (E) 2ND & 3RD FL DINING AREAS CHANGE TO 4 APARTMENT UNITS. (N) GARDEN ROOF DECK.	Mixres	1	3218	-2910	0	0	0	0	0	-2910	0	0	3218	0	0	0				07/09/2015	CASBAGH				Northeast	SUPERVISORIAL DISTRICT 3	NCD	NORTH BEACH NEIGHBORHOOD COMMERCIAL	Mixed Use	NCD-NORTH BEACH	40-X	North Beach	(37.79864786540, -122.40700243200)
APN 2933007	BP ISSUED	05/11/2016	127 EDGEHILL WY		1	1	0	0			2014	201405296982	1 FAMILY DWELLING	$697500.00	TO ERECT 4 STORIES OF SINGLE FAMILY DWELLING	Construct a four-story single-family residence on a vacant lot.	Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				05/29/2014	TCHANG				Inner Sunset	SUPERVISORIAL DISTRICT 7	RH-1(D)	RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED	Residential	RH-1(D)	40-X	West of Twin Peaks	(37.74329978400, -122.46014819800)
APN 1732037	BP ISSUED	11/03/2016	1236 19TH AV		3	2	0	0			2014	201402078043	APARTMENTS	$725000.00	HORIZ'L & VERT ADDITION. CONVERT SINGLE FAM RESIDENCE INTO 4 UNITS, ADD 3RD FLOOR & REAR YARD ADDITION. EACH UNIT HAS 1 KITCHEN, 2 BATHRMS & 3 BEDRMS, LOWER UNIT HAS ONLY 2 BEDRMS, (NEW 1/F UNIT 1: 2 BEDRM/1 KITCH, UNIT 2 2/F : 3 BEDRM, 2 BATHRM/1 KITCHE		Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				02/07/2014	MBOUDREA				Inner Sunset	SUPERVISORIAL DISTRICT 4	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	Residential	RM-1	40-X	Inner Sunset	(37.76468243580, -122.47687473200)
APN 1265019	CONSTRUCTION	12/20/2016	1236 ARGUELLO BL		3	2	0	0				201405236581	APARTMENTS	$650000.00	VERTICAL & HORIZONTAL ADDITIONS TO EXISTING SINGLE FAMILY BLDG, TO CREATE 3 FAMILY BLDG. NEW WINDOW AND DOORS AND BUILD SYSTEMS.		Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				05/23/2014	BBENDIX				Inner Sunset	SUPERVISORIAL DISTRICT 5	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	Residential	RH-3	40-X	Inner Sunset	(37.76526818840, -122.45734108100)
APN 1706037	BP FILED	10/09/2015	1238 45TH AV		2	2	0	0				201510099392	2 FAMILY DWELLING	$650000.00	TO ERECT A 3 STORIES OF TWO FAMILY DWELLINGS		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				10/09/2015					Outer Sunset	SUPERVISORIAL DISTRICT 4	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	RH-2	40-X	Outer Sunset	(37.76345205170, -122.50473704100)
APN 0670011	CONSTRUCTION	12/29/2016	1238 SUTTER ST		37	37	4	4	On-site BMR Project	Ownership	2013	201507161644	APARTMENTS	$11466000.00	CONSTRUCT 9-STORY MIXED-USE W/ 2 COMMERCIAL GROUND FLOOR LEASE SPACES AND 8-STORY OF RESIDENTIAL W/ 37 UNITS ABOVE.		Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				07/16/2015	DLINDSAY	Van Ness Corridor			Downtown	SUPERVISORIAL DISTRICT 3	RC-4	RESIDENTIAL- COMMERCIAL, HIGH DENSITY	Mixed Use	RC-4	130-V	Downtown/Civic Center	(37.78792924510, -122.42082396900)
APN 0852044	BP FILED	05/20/2016	124 - 126 HAIGHT ST		7	5	0	0			2014-000205PRJ	201605207974	2 FAMILY DWELLING	$150000.00	VERTICAL ADDITION OF A (N) THIRD STORY (PART OF UNIT 2). DEMOLITION OF (E) EXTERIOR STAIR. ADDITION OF (N) EXTERIOR STAIR, ELEVATOR, ADDITION OF (N) RECESSED DOOR AT ROSE ST FACADE. 2 (N) BEDROOMS/LIVING ROOM.	124/126 Haight Street (0852/044-045); Interdepartmental Project Review to discuss a new addition to top floor, reconstruct garage structure, add 3 units plus 2 units at storage area in the future.	Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0			415-480-6160	01/14/2015	CGROB	Market and Octavia; Lower Haight Public Realm Plan; Market Octavia Living Alleys	Y	In Progress	Buena Vista	SUPERVISORIAL DISTRICT 5	RTO	RESIDENTIAL TRANSIT ORIENTED DISTRICT	Residential	RTO	40-X	Western Addition	"Y
(37.77312650470, -122.42449215300)"
APN 3950002	BP FILED	01/29/2016	1240 & 1250 17TH ST		0	0	0	0			2015-010660PRJ	201601298370	SCHOOL	$200000.00	CHANGE OF USE FROM AUTO REPAIR TO EDUCAITON. INTERIOR PARTITIONS WITH MEP FOR (N) CLASSROOMS.	Change of use from retail and auto repair uses to Institutional - Educational.  (AltSchool)	CIE	0	12995	0	12995	12995	0	0	0	0	0	-12995	0	0	0	0				09/03/2015	CTOWNES	Eastern Neighborhoods w/Valencia; Showplace Square/Potrero Hill (EN); Eastern Neighborhoods (Complete)			South of Market	SUPERVISORIAL DISTRICT 10	UMU	URBAN MIXED USE	Mixed Use	UMU	48-X	Potrero Hill	(37.76551893410, -122.39640701600)
APN 0278010	BP FILED	12/14/2015	1244 LARKIN ST		3	3	0	0			2015-015278PRJ	201512144945	APARTMENTS	$1400000.00	(SITE PERMIT) ADD 2 ADDITIONAL FLRS OF HOUSING SET BACK FROM (E) FACADE OF HISTORIC 2 STORY BLDG. PROPOSED USED OF RETAIL/PARKING @ BASE, MEDICAL OFFICE @ (E) 2ND FLR & HOUSING @ THE UPPER FLRS.		Mixres	0	5735	260	0	0	0	0	5160	-315	0	0	575	575	0	0				12/14/2015	APERRY				Northeast	SUPERVISORIAL DISTRICT 3	NCD	POLK STREET NEIGHBORHOOD COMMERCIAL	Mixed Use	NCD-POLK	80-A	Nob Hill	(37.78955209340, -122.41854810300)
APN 3756041	PL FILED	03/22/2016	1245 FOLSOM ST		37	37	0	0			2015-014148PRJ			$0.00		Demolition of existing 1 story of Alt School and New Construction of a 7 story at Folsom street and 5 story at Ringold Street mixed-use building. 37 residential units above one 2 story commercial space at aground floor with parking space at basement leve	Mixres	0	5868	5868	0	0	0	0	0	0	0	0	5868	5868	0	0				04/05/2016		Western SoMa (EN); Eastern Neighborhoods (Complete); South of Market			South of Market	SUPERVISORIAL DISTRICT 6	NCT	FOLSOM STREET NEIGHBORHOOD COMMERCIAL TRANSIT	Mixed Use	NCT-FOLSOM	65-X	South of Market	(37.77418218890, -122.41048159100)
APN 1713036	BP FILED	11/21/2014	1246 38TH AV		2	1	0	0				201411212188	2 FAMILY DWELLING	$7000.00	LEGALIZE IN-LAW UNIT AT FIRST FLOOR PER ORDINANCE 43-14.		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				11/21/2014	KCONNER				Outer Sunset	SUPERVISORIAL DISTRICT 4	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	RH-1	40-X	Outer Sunset	(37.76364466470, -122.49722375800)
APN 6706045	BP FILED	12/02/2016	1247 BOSWORTH ST		1	1	0	0				201612024094	1 FAMILY DWELLING	$850000.00	TO ERECT 3 STORIES, NO BASEMENT, TYPE VB, SINGLE FAMILY BUILDING.		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				12/02/2016					Ingleside	SUPERVISORIAL DISTRICT 7	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	RH-1	40-X	Outer Mission	(37.73563459810, -122.44142085400)
APN 0869007	BP ISSUED	10/14/2016	127 BUCHANAN ST		4	4	0	0			2014-000240PRJ	201208076803	APARTMENTS	$1000000.00	TO ERECT 4 STORIES, 4 UNITS RESIDENTIAL BUILDING.		Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				08/07/2012	SVELLVE	Market and Octavia; Lower Haight Public Realm Plan; Market Octavia Living Alleys	Y	In Progress	Buena Vista	SUPERVISORIAL DISTRICT 5	RTO	RESIDENTIAL TRANSIT ORIENTED DISTRICT	Residential	RTO	40-X	Western Addition	"Y
(37.77098409680, -122.42720819700)"
APN 4913010	BP FILED	12/15/2015	1270 FITZGERALD AV		3	1	0	0				201512155191	APARTMENTS	$8000.00	LEGALIZE (E) KITCHENS TO LEGALIZE (E) RESIDENTIAL UNITS UNDER UNIT LEGALIZATION PROGRAM PER PLAN. COMPLY W/ NOV #201569121, #201569684, #201567912. PER ORD #43-14.		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				12/15/2015	YEUNGMIN	Bayview Hunters Point			South Bayshore	SUPERVISORIAL DISTRICT 10	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	Residential	RM-1	40-X	Bayview	(37.72197859870, -122.39253780800)
APN 3701021	BP FILED	11/30/2016	1270 MISSION ST		299	299	0	0			2014	201611303826	APARTMENTS	$81500000.00	ERECT 20 STORIES, TYPE I CONSTRUCTION, 299 DWELLING UNIT MIX USE RESIDENTAILA/COMMERCIAL.	The proposal includes the demolition of a one-story, 1,192 sq.ft. building currently being operated as a pizza shop and surface parking lot on the project site and construction of an approximately 120 foot tall, 13 story mixed-use building containing 199	Mixres	0	2012	820	0	0	0	0	0	0	0	0	2012	820	0	0				06/13/2014	AA CONV	Mid-Market; Downtown			Downtown	SUPERVISORIAL DISTRICT 6	C-3-G	DOWNTOWN- GENERAL	Commercial	C-3-G	120-X	South of Market	(37.77680707790, -122.41452278800)
APN 0156036	BP APPROVED	01/03/2017	160 BERNARD ST		2	2	0	0				201408133730	2 FAMILY DWELLING	$1105350.00	ERECT 4 STORIES FOR  2 DWELLING UNITS.		Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				08/13/2014	NFOSTER				Northeast	SUPERVISORIAL DISTRICT 3	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	Residential	RH-3	65-A	Nob Hill	(37.79632821300, -122.41605980400)
APN 1740016	BP FILED	10/13/2016	1271 10TH AV		3	1	0	0				201610130185	APARTMENTS	$50000.00	ADU PER ORD #162-16 INCLUDING (2) BEDROOMS, (2) FULL BATHS, KITCHEN, LIVING ROOM, DEN & LAUNDRY ON GROUND FLOOR		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				10/13/2016					Inner Sunset	SUPERVISORIAL DISTRICT 5	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	RH-2	40-X	Inner Sunset	(37.76446492630, -122.46774412200)
APN 1731015	BP ISSUED	02/01/2016	1271 19TH AV		2	2	0	0			2014	201310169408	2 FAMILY DWELLING	$805300.00	TO ERECT 4 STORIES, 1 BASEMENT, 2 UNITS RESIDENTIAL BUILDING.	New construction of a four-story building containing two residential units and two vehicle spaces.	Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				10/16/2013	TCHANG				Outer Sunset	SUPERVISORIAL DISTRICT 4	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	Residential	RM-1	40-X	Outer Sunset	(37.76410775380, -122.47755111300)
APN 1726015	BP ISSUED	07/18/2016	1273 24TH AV		3	1	0	0				201510099393	APARTMENTS	$65000.00	PER ORDINANCE# 43-14, LEGALIZATION OF DWELLING  UNIT. UNIT EXISTS ON GR FL, COVERTED FROM RECREATION ROOM		Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				10/09/2015	SAMONSKY				Outer Sunset	SUPERVISORIAL DISTRICT 4	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	RH-2	40-X	Outer Sunset	(37.76386662420, -122.48284971200)
APN 4266012	BP FILED	03/03/2015	1274 HAMPSHIRE ST		3	1	0	0				201503039869	APARTMENTS	$250000.00	UNIT LEGALIZATION ORDINANCE 43-14. LEGALIZE OF ONE NEW UNIT AT REAR GARAGE AT FIRST FLOOR. INTERIOR REMODEL AT 2ND AND 3RD FLOOR OF EXISTING UNITS. COMPLY WITH COMPLAINT #201334822.		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				03/03/2015	NKWIATKO	Mission (EN); Eastern Neighborhoods w/Valencia; Eastern Neighborhoods (Complete); Mission District Streetscape Plan		Adopted	Mission	SUPERVISORIAL DISTRICT 9	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	Residential	RH-3	40-X	Mission	"Y
(37.75181615350, -122.40746526600)"
APN 3644021	BP FILED	02/19/2015	1278 - 1298 VALENCIA ST		35	35	0	0			2013	201502198775	APARTMENTS	$8000000.00	ERECT 6-STORY, 35 DWELLING UNITS, TYPE III, RESIDENTIAL & RETAIL BUILDING.	The proposed project would replace existing gas station with a six story mixed use residential building.  Provide retail facilities on the ground floor and 35 residential units on the remaining 5 stories above. 33,939sf residential units & 3,737sf retail	Mixres	0	3737	-5889	0	0	0	0	0	0	0	-9626	3737	3737	0	0				09/30/2013	DVU	Mission (EN); Eastern Neighborhoods w/Valencia; Eastern Neighborhoods (Complete); Mission District Streetscape Plan		Adopted	Mission	SUPERVISORIAL DISTRICT 8	NCT	VALENCIA STREET NEIGHBORHOOD COMMERCIAL TRANSIT	Mixed Use	NCT-VALENCIA	55-X	Mission	"Y
(37.75230964250, -122.42097736700)"
APN 5618011	BP ISSUED	05/22/2015	128 ELSIE ST		1	1	0	0			2009	200909237457	1 FAMILY DWELLING	$559133.00	"TO ERECT 4 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.
"	New single-family residence on a vacant downsloping lot.	Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Michael Schulte	Michael Schulte	415.710.5805	09/23/2009	BBOLLING				Bernal Heights	SUPERVISORIAL DISTRICT 9	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	RH-1	40-X	Bernal Heights	(37.74257846210, -122.41805754600)
APN 0095024	BP ISSUED	11/12/2015	1281 GREENWICH ST		1	-1	0	0				201410179272	2 FAMILY DWELLING	$1500000.00	INTERIOR REMODEL & SEISMIC UPGRADE. EXPAND (E) BASEMENT FOR NEW ELEVATOR. NEW PRINCIPLE FACADE.		Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				10/17/2014	CGROB				Northeast	SUPERVISORIAL DISTRICT 2	RM-2	RESIDENTIAL- MIXED, MODERATE DENSITY	Residential	RM-2	40-X	Russian Hill	(37.80072388610, -122.42068295600)
APN 4787012A	BP FILED	11/20/2015	1290 SHAFTER AV		2	1	0	0			2015-018233PRJ	201511203280	2 FAMILY DWELLING	$5000.00	(UNIT LEGALIZATION ORDINANCE 43-14) LEGALIZE G/F KITCHEN TO ADD 1 NEW RESIDENTIAL UNIT UNDER UNIT LEGALIZATION PROGRAM PER PLAN COMPLY NOV #201569672,NOV#201569112 NOV#201567631		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				11/20/2015	YEUNGMIN	Bayview Hunters Point			South Bayshore	SUPERVISORIAL DISTRICT 10	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	RH-1	40-X	Bayview	(37.72791956080, -122.38476288400)
APN 6571051	PL APPROVED	12/07/2016	1296 SHOTWELL ST		94	94	94	94			2015-018056PRJ			$0.00		Demolition of existing 1-story building and construction of new 9 story Multi-Unit Affordable Senior Housing building with 96 units, including 20 units for formerly homeless seniors.	Mixres	1	850	-10814	0	0	0	0	850	850	0	-11664	0	0	0	0				02/02/2016		Mission (EN); Eastern Neighborhoods w/Valencia; Eastern Neighborhoods (Complete); Mission District Streetscape Plan		Adopted	Mission	SUPERVISORIAL DISTRICT 9	NCT	MISSION STREET NEIGHBORHOOD COMMERCIAL TRANSIT	Mixed Use	NCT-MISSION	65-X	Mission	"Y
(37.74864031080, -122.41520050200)"
APN 4913011	BP FILED	10/10/2014	1298 FITZGERALD AV	2889 JENNINGS ST	9	9	0	0			2014	201410108662	APARTMENTS	$1500000.00	CONSTRUCT 4-STORY, 9 DWELLING UNITS BUILDING.		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				10/10/2014	DVU	Bayview Hunters Point			South Bayshore	SUPERVISORIAL DISTRICT 10	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	Residential	RM-1	40-X	Bayview	(37.72212533730, -122.39279638600)
APN 1194006	BP FILED	06/01/2016	137 CLAYTON ST		3	2	0	0			2015-018150PRJ	201606018887	APARTMENTS	$1000000.00	CONSTRUCT NEW 4-STORY, 1 BASEMENT, 3-FAMILY DWELLING UNIT.	Proposed demolition of (E) SFH to construct (N) 3-family dwelling. Excavation for (N) basement/storage.	Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Gabriel Ng & Architects, Inc.	Jeremy Schaub	4156828060	12/22/2015	CMAY				Western Addition	SUPERVISORIAL DISTRICT 5	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	Residential	RH-3	40-X	Haight Ashbury	(37.77388681400, -122.44971766600)
APN 3728019	BP FILED	06/06/2014	1298 HOWARD ST		155	130	34	9			2014	201406067752	APARTMENTS	$34000000.00	ERECT A FIVE STORY 125 DWELLING UNITS WITH COMMERCIAL. COMPLY W/ ORDINANCE NO. 155-13 REQUIRED.	The proposed project would contain 121 residential units, 10,050 sq.ft. of flex office/retail space.  Also proposed is a pedestrian alley connecting Howard and Natoma Streets.  The design of the project embraces the intent of Western SOMA zoning, respect	Mixres	0	14000	9000	0	0	0	0	12000	12000	0	0	2000	-3000	0	0	John Kevlin	John Kevlin	415.567.9000	12/31/2013	DVU	Western SoMa (EN); Eastern Neighborhoods (Complete); South of Market			Downtown	SUPERVISORIAL DISTRICT 6	RED-MX	RESIDENTIAL ENCLAVE-MIXED	Mixed Use	RED-MX	45-X	South of Market	(37.77562857860, -122.41277867700)
APN 6521004	BP FILED	03/21/2013	13 LUCKY ST		1	1	0	0				201303212751	1 FAMILY DWELLING	$386455.00	ERECT 3-STORY, TYPE 5, SINGLE FAMILY RESIDENCE.		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				03/21/2013	DSANCHEZ	Mission (EN); Eastern Neighborhoods w/Valencia; Eastern Neighborhoods (Complete); Mission District Streetscape Plan		Adopted	Mission	SUPERVISORIAL DISTRICT 9	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	RH-2	40-X	Mission	"Y
(37.75223594820, -122.41325780200)"
