PROJECT_TYPE	APN	NAMEADDR	PHASE	ALIAS	ENTITLEMENT	BESTSTAT	BESTDATE	UNITS	NET_UNITS	AFF_UNITS	NET_AFF_UNITS	SECTION415	TENURE_TYPE	DA	PLN_CASENO	PLN_DESC	BP_APPLNO	BP_DESC	COST	PROPUSE	TOTAL_GSF	NET_GSF	CIE	NET_CIE	MED	NET_MED	MIPS	NET_MIPS	PDR	NET_PDR	RET	NET_RET	VISIT	NET_VISIT	PLANNER	APPLICANT	CONTACT	CONTACTPH	NEIGHBORHOOD	ZONING_SIM	ZONING_GEN	ZONING_DISTRICT	HEIGHT_DISTRICT	SUPE_DISTRICT	PLAN_DISTRICT	PLAN_AREA	PUBLICREALM	STATUS	Location
Mixres	APN 4172022	1201 - 1225 TENNESSEE ST			1	CONSTRUCTION	03/24/2017	259	259	34	34	On-site BMR Project	Rental		2012	Existing commercial structure to be demolished and replacde with 6 story mixed use building including approximately 300 dwelling units and 5,000 square feet of retail.	201312234917	ERECT A 6 STORY RESIDENTIAL AND COMMERCIAL BUILDING.	$73394456.00	APARTMENTS	2260	-63076	0	0	0	0	0	0	0	-65336	2260	2260	0	0	CTEAGUE	Morton Rothman	Jesse Herzog	775-7005	Potrero Hill	UMU	Mixed Use	URBAN MIXED USE	68-X	SUPERVISORIAL DISTRICT 10	South of Market	Eastern Neighborhoods w/Valencia; Central Waterfront (EN); Eastern Neighborhoods (Complete); Dogpatch Public Realm Plan	Y	In Progress	(37.75592797410, -122.38860297300)
CIE	APN 6404017	1201 GENEVA AV			0	BP FILED	06/13/2016	0	0	0	0				2016-001774PRJ	Legalize existing churches (formerly retail stores) to abate Enforcement Case 2016-001816ENF. No building expansion or facade changes proposed. Sign legalization under separate permit.	201602058959	CHANGE OF USE/OCCUPANCY FROM  EXISTING GROCERY STORY TO CHURCH.	$1000.00	CHURCH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BERGERCH	CREIGHTON FAMILY TRUST CREIGHTON	CREIGHTON FAMILY TRUST		Excelsior	NCD	Mixed Use	EXCELSIOR OUTER MISSION STREET NEIGHBORHOOD COMMERCIAL DISTRICT	40-X	SUPERVISORIAL DISTRICT 11	South Central				(37.71433687660, -122.43582765100)
PDR	APN 4175007	1201 ILLINOIS ST			1	CONSTRUCTION	07/07/2016	0	0	0	0				2015-007150PRJ	TO ERECT 1 STORY, 1 BASEMENT, 15,705 gross sq. ft. PG&E ELECTRICAL SWITCH STATION. ** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 IS REQUIRED **	201402138486	"TO ERECT 1 STORY, 1 BASEMENT, ELECTRICAL SWITCH STATION.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 IS REQUIRED **"	$9500000.00	WAREHOUSE,NO FRNITUR	15708	15705	0	0	0	0	0	0	15708	15705	0	0	0	0	DVU		SOUTHERN ENERGY POTRERO LLC		Potrero Hill	M-2	Industrial	HEAVY INDUSTRIAL	65-X	SUPERVISORIAL DISTRICT 10	South of Market	Eastern Neighborhoods w/Valencia; Central Waterfront (EN); Eastern Neighborhoods (Complete); Dogpatch Public Realm Plan	Y	In Progress	(37.75675711650, -122.38662842300)
Resident	APN 1736033	1208 15TH AV			1	CONSTRUCTION	06/06/2014	2	2	0	0						200605111391	TO ERECT 2 DWELLING UNIT WITH 3-STORY NEW BUILDING.	$500000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ETOPE				Inner Sunset	RH-2	Residential	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	SUPERVISORIAL DISTRICT 5	Inner Sunset				(37.76525058510, -122.47254232400)
CIE	APN 6404017	1209 GENEVA AV			0	BP FILED	06/13/2016	0	0	0	0				2016-001774PRJ	Legalize existing churches (formerly retail stores) to abate Enforcement Case 2016-001816ENF. No building expansion or facade changes proposed. Sign legalization under separate permit.	201606139830	CHANGE OF USE FROM EXISTING RETAIL STORE TO CHURCH. N/A FOR MAHER ORDINANCE NO. 155-13.	$1.00	CHURCH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FLORESVE	CREIGHTON FAMILY TRUST CREIGHTON	CREIGHTON FAMILY TRUST		Excelsior	NCD	Mixed Use	EXCELSIOR OUTER MISSION STREET NEIGHBORHOOD COMMERCIAL DISTRICT	40-X	SUPERVISORIAL DISTRICT 11	South Central				(37.71433687660, -122.43582765100)
Resident	APN 6786025	121 CAYUGA AV			0	BP FILED	10/03/2016	2	1	0	0						201610039432	UNIT LEGALIZATION ORD 43-14. LEGALIZE 1/FL DWELLING UNIT. AND UNIT RENOVATION. EXISTING DWELLING UNIT ON 2/FL RENOVATION. FILL 2 LIGHTWELLS. REBUILD REAR STAIR. LOWER (E) 1/FL SLAB.	$70000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CLARKECO				Outer Mission	RH-1	Residential	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	SUPERVISORIAL DISTRICT 8	South Central	Glen Park (superseded)			(37.73094029470, -122.43085586500)
Resident	APN 4212002	1210 UTAH ST			1	BP ISSUED	09/02/2016	5	2	0	0				2015-014923PRJ	Interior modifications to the ground floor level to create two (2) dwelling units.	201608094585	(PER ORDINANCE 30-15) ADD 2 NEW UNITS AT GROUND LEVEL UNDER SOFT STORY SEISMIC PROGRAM APPROVED STRUCTURAL DRAWINGS APP #201608044222	$113000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ESAMONSK	Martha Miranda	MIRANDA MARTHA E & MERCANO ROS	4156856099	Mission	RH-2	Residential	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	SUPERVISORIAL DISTRICT 10	Mission	Eastern Neighborhoods w/Valencia; Showplace Square/Potrero Hill (EN); Eastern Neighborhoods (Complete); Mission District Streetscape Plan		Adopted	"Y
(37.75392010230, -122.40572541100)"
Resident	APN 1127003	1211 SCOTT ST			1	BP APPROVED	03/24/2017	3	1	0	0				2015-012514PRJ	ADDITION OF ONE ACCESSORY DWELLING UNIT AT THE GROUND FLOOR PER ORDINANCE 30-15, MISCELLANEOUS DECAY & WATER DAMAGE REPAIR, WATERPROOF (E) DECKS & FRONT STAIRCASE. SOFT STORY RETROFIT PERMIT #201509156939.	201509156948	NEW APARTMENT ADDITION IN COMPLIANCE WITH ORDINANCE 30-15, MISCELLANEOUS DECAY & WATER DAMAGE REPAIR, WATERPROOF (E) DECKS & FRONT STAIRCASE. SOFT STORY RETROFIT PERMIT #201509156939. Sprinklers under separate permit.	$80000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NKWIATKO		TAYLOR WENDY RUTLEDGE		Western Addition	RM-1	Residential	RESIDENTIAL- MIXED, LOW DENSITY	65-A	SUPERVISORIAL DISTRICT 5	Western Addition	A-2			(37.78119601470, -122.43765994600)
Resident	APN 4909003	1212 EGBERT AV			0	BP FILED	12/31/2013	2	2	0	0						201312315375	COMPLIANCE WITH ORDINANCE NO. 155-13 NOT REQUIRED. EXCAVATION<50 CU.YD. ERECT 2 STORIES ONE SINGLE FAMILY DWELLING.	$325000.00	1 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CTOWNES				Bayview	RH-1	Residential	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	SUPERVISORIAL DISTRICT 10	South Bayshore	Bayview Hunters Point			(37.72091634250, -122.38900562300)
Resident	APN 6597007S	122 - 144 TIFFANY AV			0	BP FILED	07/01/2016	15	3	0	0				2016-009203PRJ	CONSTRUCT ACCESSORY DWELLING UNIT PER SF ORD #30-15. MANDATORY SOFT-STORY SEISMIC RETROFIT PREVIOUSLY COMPLETED FROM APPLN #201503231618.	201607011423	ADD 3 DWELLING UNITS ON THE GROUND FLOOR PER ORDINANCE 30-15 EACH UNIT WILL BE AN EFFICIENCY TYPE UNIT WITH 1 LIVNG ROOM, 1 KITCHEN AND 1 FULL BATHROOM	$250000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ESAMONSK	BRITTON JOHN F & LINDA M BRITTON	BRITTON JOHN F & LINDA M		Bernal Heights	RH-2	Residential	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	SUPERVISORIAL DISTRICT 8	Bernal Heights	Mission District Streetscape Plan		Adopted	"Y
(37.74499343030, -122.42163819200)"
Medical	APN 5654044	1231 CORTLAND AV			1	CONSTRUCTION	05/25/2016	0	0	0	0				2015-012518PRJ	CHANGE OF USE FROM RETAIL TO MEDICAL/CHIROPRACTOR	201509177220	CHANGE OF USE FROM RETAIL TO MEDICAL/CHIROPRACTIC	$1.00	CLINICS-MEDIC/DENTAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IOMOKARO		NEPLOKH ERIC A		Bernal Heights	RH-1	Residential	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	SUPERVISORIAL DISTRICT 9	Bernal Heights				(37.73997943520, -122.41150836600)
Mixres	APN 0145044	1234 GRANT AV			1	BP FILED	07/09/2015	4	4	0	0				2015-009551PRJ	CHANGE OF USE: (E) 2ND & 3RD FL DINING AREAS CHANGE TO 4 APARTMENT UNITS. (N) GARDEN ROOF DECK.	201507091099	CHANGE OF USE: (E) 2ND & 3RD FL DINING AREAS CHANGE TO 4 APARTMENT UNITS. (N) GARDEN ROOF DECK.	$120000.00	FOOD/BEVERAGE HNDLNG	3218	-2910	0	0	0	0	0	-2910	0	0	3218	0	0	0	CASBAGH	Anthony Tahng			North Beach	NCD	Mixed Use	NORTH BEACH NEIGHBORHOOD COMMERCIAL	40-X	SUPERVISORIAL DISTRICT 3	Northeast				(37.79864786630, -122.40700243200)
Resident	APN 1732037	1236 19TH AV			1	BP ISSUED	11/03/2016	3	2	0	0				2014	CONVERT SINGLE FAM RESIDENCE INTO 3 UNITS, ADD 3RD FLOOR & REAR YARD ADDITION.	201402078043	HORIZ'L & VERT ADDITION. CONVERT SINGLE FAM RESIDENCE INTO 4 UNITS, ADD 3RD FLOOR & REAR YARD ADDITION. EACH UNIT HAS 1 KITCHEN, 2 BATHRMS & 3 BEDRMS, LOWER UNIT HAS ONLY 2 BEDRMS, (NEW 1/F UNIT 1: 2 BEDRM/1 KITCH, UNIT 2 2/F : 3 BEDRM, 2 BATHRM/1 KITCHE	$725000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MBOUDREA				Inner Sunset	RM-1	Residential	RESIDENTIAL- MIXED, LOW DENSITY	40-X	SUPERVISORIAL DISTRICT 4	Inner Sunset				(37.76468243580, -122.47687473200)
Resident	APN 1265019	1236 ARGUELLO BL			1	CONSTRUCTION	03/31/2017	3	2	0	0						201405236581	VERTICAL & HORIZONTAL ADDITIONS TO EXISTING SINGLE FAMILY BLDG, TO CREATE 3 FAMILY BLDG. NEW WINDOW AND DOORS AND BUILD SYSTEMS.	$650000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BBENDIX				Inner Sunset	RH-3	Residential	RESIDENTIAL- HOUSE, THREE FAMILY	40-X	SUPERVISORIAL DISTRICT 5	Inner Sunset				(37.76526818840, -122.45734108200)
Resident	APN 1706037	1238 45TH AV			0	BP FILED	10/09/2015	2	2	0	0						201510099392	TO ERECT A 3 STORIES OF TWO FAMILY DWELLINGS	$650000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0					Outer Sunset	RH-2	Residential	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	SUPERVISORIAL DISTRICT 4	Outer Sunset				(37.76345205080, -122.50473704100)
Resident	APN 0670011	1238 SUTTER ST			1	CONSTRUCTION	03/15/2017	37	37	4	4	On-site BMR Project	Ownership		2013	Demolition of existing building, retain facade & construct a new 9-story mixed-use commercial and residential building with 37 dwelling units and ground floor commercial space fronting Sutter and Fern Streets, all parking to be bicycle storage.	201507161644	CONSTRUCT 9-STORY MIXED-USE W/ 2 COMMERCIAL GROUND FLOOR LEASE SPACES AND 8-STORY OF RESIDENTIAL W/ 37 UNITS ABOVE.	$11466000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DLINDSAY				Downtown/Civic Center	RC-4	Mixed Use	RESIDENTIAL- COMMERCIAL, HIGH DENSITY	130-V	SUPERVISORIAL DISTRICT 3	Downtown	Van Ness Corridor			(37.78792924600, -122.42082396900)
Resident	APN 1729007	1239 21ST AV			0	BP FILED	04/16/2014	2	1	0	0						201404163343	HORIZONTAL ADDITION & REMODEL ENTIRE HOUSE. WOODFRAME, SIDING, ELECTRIC, PLUMBING, CONCRETE FOUNDATION.	$220000.00	1 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0					Outer Sunset	RH-2	Residential	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	SUPERVISORIAL DISTRICT 4	Outer Sunset				(37.76455979810, -122.47967199500)
Resident	APN 0852044	124 - 126 HAIGHT ST			1	BP FILED	05/20/2016	7	5	0	0				2014-000205PRJ	124/126 Haight Street (0852/044-045); Interdepartmental Project Review to discuss a new addition to top floor, reconstruct garage structure, add 3 units plus 2 units at storage area in the future.	201605207974	VERTICAL ADDITION OF A (N) THIRD STORY (PART OF UNIT 2). DEMOLITION OF (E) EXTERIOR STAIR. ADDITION OF (N) EXTERIOR STAIR, ELEVATOR, ADDITION OF (N) RECESSED DOOR AT ROSE ST FACADE. 2 (N) BEDROOMS/LIVING ROOM.	$150000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CGROB	Ali Shabahangi		415-480-6160	Western Addition	RTO	Residential	RESIDENTIAL TRANSIT ORIENTED DISTRICT	40-X	SUPERVISORIAL DISTRICT 5	Buena Vista	Market and Octavia; Lower Haight Public Realm Plan; Market Octavia Living Alleys	Y	In Progress	"Y
(37.77312650560, -122.42449215200)"
CIE	APN 3950002	1240 & 1250 17TH ST			0	BP FILED	01/29/2016	0	0	0	0				2015-010660PRJ	Change of use from retail and auto repair uses to Institutional - Educational.  (AltSchool)	201601298370	CHANGE OF USE FROM AUTO REPAIR TO EDUCAITON. INTERIOR PARTITIONS WITH MEP FOR (N) CLASSROOMS.	$200000.00	SCHOOL	12995	0	12995	12995	0	0	0	0	0	-12995	0	0	0	0	CTOWNES	AltSchool C/O EBI Consulting		8586520336	Potrero Hill	UMU	Mixed Use	URBAN MIXED USE	48-X	SUPERVISORIAL DISTRICT 10	South of Market	Eastern Neighborhoods w/Valencia; Showplace Square/Potrero Hill (EN); Eastern Neighborhoods (Complete)			(37.76551893320, -122.39640701500)
Resident	APN 1383004	127 23RD AV			1	CONSTRUCTION	02/28/2017	1	1	0	0						201412194190	CONSTRUCT (N) 3-STORY SINGLE FAMILY RESIDENCE.	$670000.00	1 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AKIRBY				Outer Richmond	RH-2	Residential	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	SUPERVISORIAL DISTRICT 1	Richmond				(37.78527321090, -122.48329327500)
Mixres	APN 0278010	1244 LARKIN ST			0	BP FILED	12/14/2015	3	3	0	0				2015-015278PRJ	Proposed 2-story vertical addition to the existing 2-story building with retail sales and service use at the second floor, and parking at the ground floor. Proposed change of use to medical office at 2nd floor, new ground floor retail and accessory parki	201512144945	(SITE PERMIT) ADD 2 ADDITIONAL FLRS OF HOUSING SET BACK FROM (E) FACADE OF HISTORIC 2 STORY BLDG. PROPOSED USED OF RETAIL/PARKING @ BASE, MEDICAL OFFICE @ (E) 2ND FLR & HOUSING @ THE UPPER FLRS.	$1400000.00	APARTMENTS	5630	155	0	0	0	0	5160	-315	0	0	470	470	0	0	APERRY	Ondarosa Architects	Brent McDonald	4153627441	Nob Hill	NCD	Mixed Use	POLK STREET NEIGHBORHOOD COMMERCIAL	80-A	SUPERVISORIAL DISTRICT 3	Northeast				(37.78955209430, -122.41854810300)
Mixres	APN 3756041	1245 FOLSOM ST			0	PL FILED	03/22/2016	37	37	0	0				2015-014148PRJ	Demolition of existing 1 story of Alt School and New Construction of a 7 story at Folsom street and 5 story at Ringold Street mixed-use building. 37 residential units above one 2 story commercial space at aground floor with parking space at basement leve			$0.00		5868	5868	0	0	0	0	0	0	0	0	5868	5868	0	0		D-Scheme Studio		4152520888	South of Market	NCT	Mixed Use	FOLSOM STREET NEIGHBORHOOD COMMERCIAL TRANSIT	65-X	SUPERVISORIAL DISTRICT 6	South of Market	Western SoMa (EN); Eastern Neighborhoods (Complete); South of Market			(37.77418218980, -122.41048158900)
Resident	APN 1713036	1246 38TH AV			0	BP FILED	11/21/2014	2	1	0	0						201411212188	LEGALIZE IN-LAW UNIT AT FIRST FLOOR PER ORDINANCE 43-14.	$7000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	KCONNER				Outer Sunset	RH-1	Residential	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	SUPERVISORIAL DISTRICT 4	Outer Sunset				(37.76364466380, -122.49722375800)
Resident	APN 6706045	1247 BOSWORTH ST			0	BP FILED	12/02/2016	1	1	0	0						201612024094	TO ERECT 3 STORIES, NO BASEMENT, TYPE VB, SINGLE FAMILY BUILDING.	$850000.00	1 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CTOWNES				Outer Mission	RH-1	Residential	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	SUPERVISORIAL DISTRICT 7	Ingleside				(37.73563459810, -122.44142085500)
CIE	APN 1434043	125 CLEMENT ST			1	BP APPROVED	03/22/2017	0	0	0	0				2016-007669PRJ	Proposed conversion of existing commercial space into a French Immersion Preschool expansion.	201608114830	CHANGE OF USE.TI TO(E)GRD FL SPACE.NO WK ON UPPER UNITS.GRD FL CONVERT FR B-OCCUPANCY TO E-OCCUPANCY.NEW SPACE FOR CHILDREN'S DAYCARE. (3) NEW BATHRMS WILL BE CREATED TO REPLACE EXIST (2) BATHRMS.CREATE NEW EXIT CORRIDOR. (E)STOREFRONT WILL BE MODIFIED F	$90000.00	DAY CARE, NON-RES	1318	1318	1318	1318	0	0	0	0	0	0	0	0	0	0	SVELLVE	N/A	Karine Leung	4152253708	Inner Richmond	NCD	Mixed Use	INNER CLEMENT STREET NEIGHBORHOOD COMMERCIAL	40-X	SUPERVISORIAL DISTRICT 1	Richmond	Geary Corridor			(37.78287711940, -122.46056907500)
Mixres	APN 0028014	1255 - 1275 COLUMBUS AV			1	BP ISSUED	04/22/2014	20	20	0	0	Fee Payment			2008	Remove office, new construction 20-unit residential condominium with approximately 6,500 sf retail and 20 parking spaces at ground floor. Variance required because no commercial parking is provided.	201306149565	TO ERECT 4 STORIES, NO BASEMENT, 20 UNITS APARTMENTS WITH COMMERCIAL AND PARKING BUILDING.	$9300000.00	APARTMENTS	6500	-9352	0	0	0	0	0	-15852	0	0	6500	6500	0	0	CFORDHAM	Bruce Baumann	Bruce Baumann	415.551.7884	Russian Hill	C-2	Commercial	COMMUNITY BUSINESS	40-X	SUPERVISORIAL DISTRICT 2	Northeast	FishermanΓÇÖs Wharf Public Realm Plan; Northeast Waterfront	Y	Adopted	(37.80570806040, -122.41837966600)
Resident	APN 0856013	126 LAGUNA ST			1	BP ISSUED	09/29/2016	7	2	0	0				2014	To add two dwelling units to an existing five-unit multifamily building.  The units will be located within the existing basement, thereby not expanding the overall depth or width of the existing building.  This project proposes a small expansion to the b	201512235842	ADD 2 DWELLING UNITS TO(E) 5 UNITS MULTIFAMILY BUILDING.THE UNITS WILL BE LOCATED WITHIN(E)BSMT THEREBY NOT EXPANDING THE OVERALL DEPTH OR WIDTH OF (E) BUILDING.NO WORK IS PROPOSED ON THE 1ST,2ND&3RD FLS.A SMALL EXPANSION TO BSMT LEVEL ENVELOPE ONLY WHIC	$680000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	KBURNS	Robert Gilson	Robert Gilson	415-551-7632	Western Addition	RTO	Residential	RESIDENTIAL TRANSIT ORIENTED DISTRICT	40-X	SUPERVISORIAL DISTRICT 5	Buena Vista	Market and Octavia; Lower Haight Public Realm Plan; Market Octavia Living Alleys	Y	In Progress	"Y
(37.77225227980, -122.42513330000)"
Resident	APN 1752003	1263 03RD AV			0	BP FILED	12/05/2016	3	1	0	0				2016-016285PRJ	Legalize a third unit (Unit No.1263A) at the ground floor of an existing two-family two-story-over-garage dwelling, per Planning Code Section 207.3 (Ord. 43-14). No front alterations.	201612054132	LEGALIZATION OF (E) UNAUTHORIZED DWELLING UNIT UNDER ORD #43-14. SPRINKLER UNDER DEFERRED SUBMITTAL.	$25000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	KCONNER	Samuel Kwong		4153913313	Inner Sunset	RH-2	Residential	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	SUPERVISORIAL DISTRICT 5	Inner Sunset				(37.76496308650, -122.46021818800)
Resident	APN 1734025	1264 17TH AV			0	BP FILED	09/21/2016	3	1	0	0						201609218436	LEGALIZE DWELLING UNIT AT FIRST FLOOR PER ORDINANCE NO 43-14.	$6500.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0					Inner Sunset	RM-1	Residential	RESIDENTIAL- MIXED, LOW DENSITY	40-X	SUPERVISORIAL DISTRICT 5	Inner Sunset				(37.76429819910, -122.47470099000)
Resident	APN 0869007	127 BUCHANAN ST			1	BP ISSUED	10/14/2016	4	4	0	0				2014-000240PRJ	Construction of new 5-unit building.	201208076803	TO ERECT 4 STORIES, 4 UNITS RESIDENTIAL BUILDING.	$1000000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SVELLVE		127 BUCHANAN LLC		Western Addition	RTO	Residential	RESIDENTIAL TRANSIT ORIENTED DISTRICT	40-X	SUPERVISORIAL DISTRICT 5	Buena Vista	Market and Octavia; Lower Haight Public Realm Plan; Market Octavia Living Alleys	Y	In Progress	"Y
(37.77098409770, -122.42720819700)"
Resident	APN 2933007	127 EDGEHILL WY			1	BP ISSUED	05/11/2016	1	1	0	0				2014	Construct a four-story single-family residence on a vacant lot.	201405296982	TO ERECT 4 STORIES OF SINGLE FAMILY DWELLING	$697500.00	1 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TCHANG				West of Twin Peaks	RH-1(D)	Residential	RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED	40-X	SUPERVISORIAL DISTRICT 7	Inner Sunset				(37.74329978310, -122.46014819800)
Resident	APN 4913010	1270 FITZGERALD AV			0	BP FILED	12/15/2015	3	1	0	0				2016-000348PRJ	LEGALIZE (E) KITCHENS TO LEGALIZE (E) RESIDENTIAL UNITS UNDER UNIT LEGALIZATION PROGRAM PER PLAN. COMPLY W/ NOV #201569121, #201569684, #201567912. PER ORD #43-14.	201512155191	LEGALIZE (E) KITCHENS TO LEGALIZE (E) RESIDENTIAL UNITS UNDER UNIT LEGALIZATION PROGRAM PER PLAN. COMPLY W/ NOV #201569121, #201569684, #201567912. PER ORD #43-14.	$8000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	YEUNGMIN	WU XIAOQI	WU XIAOQI		Bayview	RM-1	Residential	RESIDENTIAL- MIXED, LOW DENSITY	40-X	SUPERVISORIAL DISTRICT 10	South Bayshore	Bayview Hunters Point			(37.72197859780, -122.39253780700)
Mixres	APN 3701021	1270 MISSION ST			1	BP FILED	11/30/2016	299	299	64	64	On-site BMR Project	Rental		2014	The proposal includes the demolition of a one-story, 1,192 sq.ft. building currently being operated as a pizza shop and surface parking lot on the project site and construction of an approximately 120 foot tall, 13 story mixed-use building containing 199	201611303826	ERECT 20 STORIES, TYPE I CONSTRUCTION, 299 DWELLING UNIT MIX USE RESIDENTAILA/COMMERCIAL.	$81500000.00	APARTMENTS	2012	820	0	0	0	0	0	0	0	0	2012	820	0	0	AA CONV				South of Market	C-3-G	Commercial	DOWNTOWN- GENERAL	120-X	SUPERVISORIAL DISTRICT 6	Downtown	Mid-Market; Downtown			(37.77680707880, -122.41452278800)
Resident	APN 1740016	1271 10TH AV			0	BP FILED	10/13/2016	3	1	0	0				2016-014016PRJ	ADU PER ORD #162-16 INCLUDING (2) BEDROOMS, (2) FULL BATHS, KITCHEN, LIVING ROOM, DEN & LAUNDRY ON GROUND FLOOR	201610130185	ADU PER ORD #162-16 INCLUDING (2) BEDROOMS, (2) FULL BATHS, KITCHEN, LIVING ROOM, DEN & LAUNDRY ON GROUND FLOOR	$50000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PANTOJAG	Ice Design Inc.		6507416968	Inner Sunset	RH-2	Residential	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	SUPERVISORIAL DISTRICT 5	Inner Sunset				(37.76446492630, -122.46774412200)
Resident	APN 1731015	1271 19TH AV			1	BP ISSUED	02/01/2016	2	2	0	0				2014	New construction of a four-story building containing two residential units and two vehicle spaces.	201310169408	TO ERECT 4 STORIES, 1 BASEMENT, 2 UNITS RESIDENTIAL BUILDING.	$805300.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TCHANG				Outer Sunset	RM-1	Residential	RESIDENTIAL- MIXED, LOW DENSITY	40-X	SUPERVISORIAL DISTRICT 4	Outer Sunset				(37.76410775280, -122.47755111400)
Resident	APN 1726015	1273 24TH AV			1	BP ISSUED	07/18/2016	3	1	0	0				2015-014529PRJ	LEGALIZATION OF DWELLING UNIT. UNIT EXISTS ON GR FL, COVERTED FROM RECREATION ROOM	201510099393	PER ORDINANCE# 43-14, LEGALIZATION OF DWELLING  UNIT. UNIT EXISTS ON GR FL, COVERTED FROM RECREATION ROOM	$65000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SAMONSKY		EREMIAN ALEX		Outer Sunset	RH-2	Residential	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	SUPERVISORIAL DISTRICT 4	Outer Sunset				(37.76386662420, -122.48284971200)
Resident	APN 4266012	1274 HAMPSHIRE ST			0	BP FILED	03/03/2015	3	1	0	0				2015-005022PRJ	UNIT LEGALIZATION ORDINANCE 43-14. LEGALIZE OF ONE NEW UNIT AT REAR GARAGE AT FIRST FLOOR. INTERIOR REMODEL AT 2ND AND 3RD FLOOR OF EXISTING UNITS. COMPLY WITH COMPLAINT #201334822.	201503039869	UNIT LEGALIZATION ORDINANCE 43-14. LEGALIZE OF ONE NEW UNIT AT REAR GARAGE AT FIRST FLOOR. INTERIOR REMODEL AT 2ND AND 3RD FLOOR OF EXISTING UNITS. COMPLY WITH COMPLAINT #201334822.	$250000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NKWIATKO		GOLDEN PROPERTIES LLC		Mission	RH-3	Residential	RESIDENTIAL- HOUSE, THREE FAMILY	40-X	SUPERVISORIAL DISTRICT 9	Mission	Mission (EN); Eastern Neighborhoods w/Valencia; Eastern Neighborhoods (Complete); Mission District Streetscape Plan		Adopted	"Y
(37.75181615260, -122.40746526500)"
