PROJECT_TYPE	APN	NAMEADDR	Alias	BESTSTAT	BESTDATE	Entitlement	PLN_CASENO	BP_APPLNO	PROPUSE	PLN_DESC	BP_DESC	UNITS	NET_UNITS	AFF_UNITS	NET_AFF_UNITS	TOTAL_GSF	NET_GSF	CIE	NET_CIE	MED	NET_MED	MIPS	NET_MIPS	PDR	NET_PDR	RET	NET_RET	VISIT	NET_VISIT	FILEDATE	PLANNER	APPLICANT	CONTACT	CONTACTPH	SOURCE	Supe_District	PLAN_AREA	PLAN_DISTRICT	NEIGHBORHOOD	ZONING_SIM	ZONING_DISTRICT	HEIGHT_DISTRICT	Location
Resident	APN 7036012	345 LOUISBURG ST		BP FILED	03/21/2007	0		200703216875	1 FAMILY DWELLING		TO ERECT 3 STORY SINGLE FAMILY DWELLING	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D11		Ingleside	Ocean View	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.71870986170, -122.45091409400)
Resident	APN 2636025	SAN FRANCISCO OVERLOOK	OVERLOOK	PL APPROVED	03/07/2014	-1	2004.0093			The proposed project would involve the construction of 34 dwelling units and 40 off-street parking spaces in four new buildings on an undeveloped site.  The residential buildings would four stories in height, approximately 20 feet in height from grade.		34	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						CASE TRACKING	D7		Inner Sunset	Inner Sunset	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	40-X	(37.75894098840, -122.46078167400)
Mixres	APN 3741031	75 HOWARD ST		PL FILED	01/13/2012	0	2011.1122			Proposes to demolish the existing 8 -story parking garage (containing 550 parking spaces). The project would construct a residential bldg. containing 175 residential units and a below-grade parking garage. The parking garage would contain accessory parki		133	133	0	0	5824	5824	0	0	0	0	0	0	0	0	17900	17900	0	0	01/13/2012	DLEWIS	Jim Abrams	Jim Abrams	415 393 8370	CASE TRACKING	D6	Transit Center District; Downtown	South of Market	Financial District	C-3-O(SD)	DOWNTOWN- OFFICE (SPECIAL DEVELOPMENT)	200-S	(37.79155787850, -122.39167149900)
Mixres	APN 3730015	1140 FOLSOM STREET		PL FILED	10/16/2013	0	2013.0986			The proposed project would remove the existing 14, 581 square feet building and parking lot and replace them with a new residential building over commercial.  Design high efficiency parking with BMR units on site. The proposed project would construct a 4		128	128	0	0	5500	-9081	0	0	0	0	0	0	0	0	5500	-9081	0	0	10/16/2013	RSUCRE	John Bickford	John Bickford	675-2169	CASE TRACKING	D6	Western SoMa (EN); South of Market	South of Market	South of Market	NCT	FOLSOM STREET NEIGHBORHOOD COMMERCIAL TRANSIT	65-X	(37.77623838020, -122.40895221600)
Mixres	APN 3728019	1298 HOWARD STREET		PL FILED	03/19/2014	0	2014.0011			The proposed project would contain 121 residential units, 10,050 sq.ft. of flex office/retail space.  Also proposed is a pedestrian alley connecting Howard and Natoma Streets.  The design of the project embraces the intent of Western SOMA zoning, respect		121	121	0	0	10050	10050	0	0	0	0	10050	10050	0	0	0	0	0	0	03/19/2014	DVU	John Kevlin	John Kevlin	415.567.9000	CASE TRACKING	D6	Western SoMa (EN); South of Market	Downtown	South of Market	RED-MX	RESIDENTIAL ENCLAVE-MIXED	45-X	(37.77562857860, -122.41277867600)
Resident	APN 5431A001	5800 03RD ST		CONSTRUCTION	07/31/2015	-1	2012.0045	201211073775	APARTMENTS	The proposed project would construct buildings #3 and #4 as a modification to the previously approved project (case # 2003.0672CE). Building #3 will construct 150 market rate residential units with 141 at-grade parking spaces. Building #4 would construct	ERECT 4-STORY, TYPE 5, 121 DWELLING UNITS BUILDING.	121	121	120	120	0	13000	0	0	0	0	0	0	0	13000	0	0	0	0		MSNYDER	Robert Kagan	Jared Eigerman, Esq,	567.9	CASE TRACKING	D10	Bayview Hunters Point	South Bayshore	Bayview	M-1	LIGHT INDUSTRIAL	65-J	(37.72517312110, -122.39552004300)
Mixres	APN 3510001	1415 MISSION ST		CONSTRUCTION	07/09/2015	-1	2005.054	200810315586		Demo. of a tire store and construction of a 16-story mixed-use project with 156 dwelling units, 156 off-street valet parking spaces, and 2,350 GSF of ground floor retail use & 2,430 sf office.  Zoning Map Change, CU, and Section 309.	CONSTRUCTION OF FOURTEEN STORIES WITH 3 BASEMENTS ONE HUNDRED SEVENTEEN UNITS W/COMMERCIAL MIXED USE	121	121	18	18	4780	300	0	0	0	0	2430	2430	0	-4480	2350	2350	0	0	08/27/2009	BFU	Charles J. Higley	Charles J. Higley	415 567 9000	CASE TRACKING	D6	Downtown	Downtown	South of Market	C-3-G	DOWNTOWN- GENERAL	130-L	(37.77490763170, -122.41591982200)
Resident	APN 4041009	630 INDIANA ST		BP ISSUED	12/24/2014	-1	2012.1574	201312244989	AUTO REPA	The proposed project includes demolition of the existing structures on the project site and construction of an approximately 114,700 sf building with 111 residential units and approximately 1,900 sf of ground-floor neighborhood-serving retail uses. The p	"680 I: TO ERECT 5 STORIES OF 51 DWELLING UNITS WITH ASSEMBLY/PARKING
660 i: ERECT 5 STORIES, 60 DWELLING UNITS."	121	121	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0		DSANCHEZ				BLDG PERMIT	D10	Central Waterfront (EN)	South of Market	Potrero Hill	UMU	URBAN MIXED USE	58-X	(37.76214782950, -122.39186164300)
Resident	APN 3747012	325 FREMONT ST		PL APPROVED	07/17/2014	-1	2012.1025		APARTMENTS	The proposed project would construct a 250-foot tall residential tower , containing 119 dwelling units and 61 off-street parking spaces.  The current planning is for resident parking below grade; lobby, bike parking and handicap parking at street level;		119	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	05/02/2013	RSUCRE	Steve Vettel	Steve Vettel	268-6171	CASE TRACKING	D6	Rincon Hill	South of Market	South of Market	RH DTR	RINCON HILL DOWNTOWN RESIDENTIAL	85/250-R	(37.78777143720, -122.39294660100)
Resident	APN 3639006	2675 FOLSOM ST		PL FILED	04/30/2015	0	2014-000601PRJ					117	117	17	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	01/10/2015	JBANALES	Axis Development Group, LLC		992-6997	CASE TRACKING	D9	Mission (EN)	Mission	Mission	UMU	URBAN MIXED USE	40-X	(37.75459458280, -122.41381158500)
Resident	APN 6250030	81 LELAND AV		BP FILED	06/29/2015	0		201506290158	APARTMENTS		FRONT BLDG - ERECT 3-STORY, TYPE 5, 4 DWELLING UNITS WITH OFFICE BUILDING.	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D10	Schlage Lock	South Central	Visitacion Valley	NC-2	NEIGHBORHOOD COMMERCIAL, SMALL SCALE	40-X	(37.71162245440, -122.40546195000)
Mixres	APN 3753148	377 06TH ST		PL APPROVED	08/29/2014	-1	2014.0832			The proposed project is to demolish the existing gas station and construct a new 8-story, 85-foot tall, 96,225-square-foot residential building with ground-floor retail.  The existing 1,610-square-foot building on the 12,990 square foot lot was construct		116	116	22	22	4520	4520	0	0	0	0	0	0	0	0	4520	4520	0	0	10/09/2014	DVU	Nakash Enterprises, LLC	Will  Mollard	415-523-0304	CASE TRACKING	D6	Central SoMa; East SoMa (EN); South of Market	South of Market	South of Market	MUR	MIXED USE-RESIDENTIAL	85-X	(37.77766408720, -122.40415709900)
Resident	APN 5524045	3301 FOLSOM ST		BP FILED	03/06/2008	0		200803066478	2 FAMILY DWELLING		ADD ONE ADDITIONAL UNIT ON 1ST FLOOR AND BASEMENT. NO EXTERIOR EXPANSION	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D9		Bernal Heights	Bernal Heights	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.74503991460, -122.41302501200)
Mixres	APN 3753106	923 FOLSOM STREET		BP ISSUED	05/12/2015	-1	2012.1333	201311202410		The proposed project would include demolition of an existing 3,750 sq.ft., 3-story commercial office building related to MTR Western Sus Station and consturction of the site to a 4 and 8-story, 114 unit mixed-use residential building with approximately 1	ERECT 9 STORIES OF 115 DWELLING UNITS. MIX USE	115	115	14	14	1800	-1950	0	0	0	0	0	-3750	0	0	1800	1800	0	0	05/23/2013	BFU	Christopher Davenport	Christopher Davenport	925 309-2503	CASE TRACKING	D6	Central SoMa; East SoMa (EN); South of Market	South of Market	South of Market	MUR	MIXED USE-RESIDENTIAL	45-X	(37.77960930410, -122.40338078100)
Resident	APN 3767305	429 BEALE ST		PL APPROVED	05/14/2009	-1	2007.1121	200903134091		Demolition of existing structures, construction of a new 8 story 84 foot building with 113 dwelling units and 57 parking spaces		113	113	0	0	0	-35628	0	0	0	0	0	0	0	-35628	0	0	0	0	02/27/2009	BFU	Tuija I. Catalano	Tuija I. Catalano	415 567-9000	CASE TRACKING	D6	Rincon Hill	South of Market	South of Market	RH DTR	RINCON HILL DOWNTOWN RESIDENTIAL	84-X	(37.78724763560, -122.39039559300)
Resident	APN 0831024	PARCEL O		PL FILED	03/25/2015	0	2015-002837PRJ			The proposed project is to construct a 6 story building with 100% affordable housing development financed by the Mayor's Office of Housing. The project is 112 residential units, 2,100 sf of retail space, 1,470 sf of office space with no vehicle parking.		112	112	112	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/06/2015	KGUY	Mercy Housing California	Tim Dunn	415-355-7113	CASE TRACKING	D5	Market and Octavia	Western Addition	Western Addition	RTO	RESIDENTIAL TRANSIT ORIENTED DISTRICT	40-X	(37.77535592710, -122.42537434500)
Mixres	APN 4060001	888 TENNESSEE ST		PL APPROVED	10/16/2013	-1	2013.0975			The proposed project is the demolition of an existing two-story building and construction of two four-story residential-over-retail building containing 110 dwelling units, 2,155 sq.ft. of retail use, and 10,073 sq.ft. of courtyard open space.  The projec		110	110	0	0	2155	-36365	0	0	0	0	0	0	0	-38520	2155	2155	0	0	12/03/2013	RSUCRE	Andrew Junius	Andrew Junius	415 567 9000	CASE TRACKING	D10	Central Waterfront (EN)	South of Market	Potrero Hill	UMU	URBAN MIXED USE	45-X	(37.76076626460, -122.38998466700)
Mixres	APN 0340002	19-25 MASON ST & 2-16 TURK ST		PL APPROVED	03/04/2014	-1	2012.0678			Development of the two adjoining parking lots on either side of The Metropolis Hotel. The Metropolis will stay in place and continue as a hotel. The schematic design is to replace the existing surface parking lot with a residential development, including		110	110	0	0	2955	2955	0	0	0	0	0	0	0	0	2955	2955	0	0	08/14/2012	WWIETGRE	John Kevlin	John Kevlin	415.567.9000	CASE TRACKING	D6	Downtown	Downtown	Downtown/Civic Center	C-3-G	DOWNTOWN- GENERAL	120-X	(37.78375009790, -122.40949422700)
Resident	APN 0836007	1554 MARKET ST		BP FILED	11/22/2013	0		201311222657	APARTMENTS		ERECT 12-STORY RESIDENTIAL & COMMERCIAL BUILDING.	110	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		KGUY				PERMIT TRACKING	D5	Market and Octavia; Downtown	Buena Vista	Downtown/Civic Center	C-3-G	DOWNTOWN- GENERAL	120-R-2	(37.77498042420, -122.42019610700)
Mixres	APN 0836006	1550 MARKET ST		PL FILED	06/19/2013	0	2012.0877			Demolition of two existing buildings and the construction of a new 12-story residential tower with 109 dwelling units, 4,560sf of ground floor commercial space, 105 bicycle parking spaces, a car share space, 28 off-street parking spaces, and a landscaped		109	109	0	0	4560	-16928	0	0	0	0	0	-14822	0	0	4560	-2106	0	0	06/19/2013	EWATTY	Christopher Davenport	Christopher Davenport	925-309-2503	CASE TRACKING	D5	Market and Octavia; Downtown	Buena Vista	Downtown/Civic Center	C-3-G	DOWNTOWN- GENERAL	120-R-2	(37.77488926820, -122.42008083800)
Mixres	APN 4045003	2171 THIRD ST		BP FILED	06/21/2013	0	2013.0784	201306210213	APARTMENTS	The proposal is to demolish the two existing industrial/office buildings on the 29,438-square-foot subject lot and construct two 7-story, 68-foot tall residential buildings. The proposed new buildings would have approximately 154,509 gross square feet of	ERECT MIXED-USE (RESIDENTIAL, RETAIL) NEW BUILDING.	109	109	0	0	3143	-20511	0	0	0	0	0	0	0	-23654	3143	3143	0	0	09/10/2013	DVU				PERMIT TRACKING	D10	Central Waterfront (EN)	South of Market	Potrero Hill	UMU	URBAN MIXED USE	68-X	(37.76234051140, -122.38825521800)
Resident	APN 4591C099	50 JERROLD AV		CONSTRUCTION	07/22/2015	-1		200912223673	APARTMENTS		TO ERECT 5 STORY, 34 RESIDENTIAL UNITS WITH PARKING. NO BASEMENT.	34	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12/22/2009					PERMIT TRACKING	D10	Hunters Point Shipyard	South Bayshore	Bayview	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	HP-RA	(37.72765156750, -122.36923961100)
Mixres	APN 3730004	230 07TH ST		PL FILED	07/30/2014	0	2014.0244			The proposed project is to demolish the existing 14,230 square foot single-story garage parking building and construct two new buildings with an at grade inner court between the two buildings and an underground parking garage with 29 spaces.  The new bui		44	44	0	0	415	415	0	0	0	0	0	0	0	0	415	415	0	0	07/30/2014	EJACKSON	John Ramsbacher	John Ramsbacher	408-293-3616	CASE TRACKING	D6	Western SoMa (EN); South of Market	South of Market	South of Market	WMUG	WSOMA MIXED USE-GENERAL	65-X	(37.77729530030, -122.40912349300)
Mixres	APN 0667016	1545 PINE ST		BP FILED	12/03/2013	-1	2006.0383	201312033256		Demolish three existing buildings and construct two buildings, a 14-story building and a six-story building containing a total of 113 dwelling units, 113 parking spaces, and 10,000 sq. ft. of ground floor commercial. The new building would be approximate	TO ERECT 12 STORIES, 2 BASEMENT, 107 RESIDENTIAL WITH RETAIL AND PARKING.	107	107	12	12	5229	-22771	0	0	0	0	0	-16000	0	-12000	5229	5229	0	0	11/21/2012	SLAI	Eileen Long	Lucian Robert Blazej	415 695-1111	CASE TRACKING	D3	Van Ness Corridor	Northeast	Nob Hill	RC-4	RESIDENTIAL- COMMERCIAL, HIGH DENSITY	130-V	(37.78927210560, -122.42121122900)
Mixres	APN 0855010	1740 MARKET ST		PL FILED	01/29/2015	0	2014.0409			The proposed project is to demolish the existing 25,108 square foot commercial building and construct an 9-story, 85-foot tall mixed use building.  The existing building on the 13, 642 square foot subject lot was constructed in 1940.  The proposed new bu		100	100	0	0	7630	7630	7630	7630	0	0	0	0	0	0	0	0	0	0	03/18/2014	TCHANG				CASE TRACKING	D5	Market and Octavia	Buena Vista	Western Addition	NCT-3	MODERATE SCALE NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT	85-X	(37.77254417780, -122.42310202800)
Resident	APN 0757028	1100 GOLDEN GATE AV	1239 TURK ST	CONSTRUCTION	07/17/2015	-1	2008.1162	201207104447		New construction of 5-story, 145-foot tall housing tower(s) with 98 affordable senior rental units	ERECT TYPE 1 & TYPE V NEW BUILDING	98	98	98	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12/11/2008	CNIKITAS	Desiree Espinoza	Desiree Espinoza	415-421-8605	CASE TRACKING	D5		Western Addition	Western Addition	RM-3	RESIDENTIAL- MIXED, MEDIUM DENSITY	50-X	(37.78025858770, -122.42948528300)
Resident	APN 3994001C	650 ILLINOIS ST		PL APPROVED	06/05/2014	-1	2010.0726			Demolition of existing structures and the construction of a new 6-story, 65.4-ft-tall building with 71,225 sf of residential (97 dwellings) and 45 off-street parking spaces.		97	97	0	0	0	-15349	0	0	0	0	0	0	0	-15349	0	0	0	0	08/23/2010	DVU				manual	D10	Central Waterfront (EN)	South of Market	Potrero Hill	UMU	URBAN MIXED USE	68-X	(37.76378560360, -122.38837482800)
Mixres	APN 0744010	950 GOUGH ST		PL FILED	05/11/2015	0	2012.0506			Mixed-use building comprised of 100 residential dwelling units, church and community space, 73 space parking garage and courtyard.		95	95	11	11	10100	10100	10100	10100	0	0	0	0	0	0	0	0	0	0	04/16/2012	MWOODS				CASE TRACKING	D5		Western Addition	Downtown/Civic Center	RM-4	RESIDENTIAL- MIXED, HIGH DENSITY	80-B	(37.78222256710, -122.42376594500)
Resident	APN 4102026	645 TEXAS ST	1300 22nd Street	BP ISSUED	01/27/2015	-1	2012.1218	201312093691		The proposed project would construct a new 4-story, 94 unit residential project over 64 off-street parking spaces. The proposed building would be 4 stories and 45 feet in height.	ERECT 5-STORY TYPE-V NEW RESIDENTIAL BUILDING.	94	94	11	11	0	-30000	0	0	0	0	0	-10000	0	-20000	0	0	0	0	05/09/2013	DSANCHEZ	Peter & Daniel Cliff	Christopher Davenport	925 309-2503	CASE TRACKING	D10	Showplace Square/Potrero Hill (EN)	South of Market	Potrero Hill	MUR	MIXED USE-RESIDENTIAL	40-X	(37.75796340920, -122.39457181300)
Resident	APN 4884025	2600 ARELIOUS WALKER DR		CONSTRUCTION	07/29/2015	-1		201401166470	APARTMENTS		TO ERECT 5 STORIES, NO BASEMENT, 93 DWELLINGS UNITS WITH PARKING(MAHER: COMPLIANCE WITH ORDINANCE NO	93	93	93	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D10	Bayview Hunters Point; Candlestick Point	South Bayshore	Bayview	P	PUBLIC	CP	(37.71938264020, -122.38493438200)
Mixres	APN 3703062	1075 MARKET ST		PL FILED	02/12/2014	0	2013.169			The project sponsor proposes to demolish the existing commercial building (former adult entertainment complex) and replace with a new 8-story mixed use (retail and residential) building with approximately 7,500 sf of retail space, 99 units and 24 parking		90	90	0	0	7500	-15500	0	0	0	0	0	0	0	0	7500	-15500	0	0	02/12/2014		Robert Huggins	Robert Huggins	561-0600	CASE TRACKING	D6	Downtown	Downtown	South of Market	C-3-G	DOWNTOWN- GENERAL	90-X	(37.78064421540, -122.41161520200)
Mixres	APN 3753081	345 06TH ST		PL APPROVED	05/01/2014	-1	2013.1773			The proposed project would construct an eight-story mixed use building with 89 SRO units and one 3,090 square-foot commercial space.		89	89	0	0	3090	6835	0	0	0	0	0	3745	0	0	3090	3090	0	0	05/01/2014	RSUCRE	Marge Vincent	Toby Morris	749-0302	CASE TRACKING	D6	Central SoMa; East SoMa (EN); South of Market	South of Market	South of Market	MUR	MIXED USE-RESIDENTIAL	85-X	(37.77816490250, -122.40467738400)
Mixres	APN 3753079	363 06TH ST		PL APPROVED	10/03/2012	-1	2011.0586			Remove existing 2-story commercial building and construct a new 9-story mixed-use building.		87	87	0	0	2226	-10170	0	0	0	0	0	0	0	-12396	2226	2226	0	0	07/12/2012	CTEAGUE	David  Hecht	David  Hecht	979-1500	CASE TRACKING	D6	Central SoMa; East SoMa (EN); South of Market	South of Market	South of Market	MUR	MIXED USE-RESIDENTIAL	85-X	(37.77804875720, -122.40444669100)
Mixres	APN 3542039	2198 MARKET ST		CONSTRUCTION	07/30/2015	-1	2012.1362	201312134180		New construction of mixed use project consisting of 85 dwelling units, 4,745 sf of retail space on Market Street.  Parking in a below grade garage for 35 independent stalls, 1 car share and 87 bicycles.  Lot is currently vacant. E application (1/16/13) p	ERECT 6 STORIES, 1 BASEMENT, 87 DWELLING UNITS, RESIDENTIAL & RETAIL.	87	87	10	10	4845	4845	0	0	0	0	1145	1145	0	0	3700	3700	0	0	01/16/2013	MSMITH				PERMIT TRACKING	D8	Market and Octavia	Buena Vista	Castro/Upper Market	NCT	UPPER MARKET NEIGHBORHOOD COMMERCIAL TRANSIT	60/65-X	(37.76652671130, -122.43076850000)
Mixres	APN 0346003A	101 HYDE ST		BP FILED	06/27/2013	0	2012.0086	201306270692		The existing post office is scheduled for closure.  The proposed development would demolish the existing one-story building (built in 1960) and rebuild ground floor retail with residential units above.	ERECT (N) 8-STORY MULTI-RESIDENTIAL & RETAIL BUILDING.	85	85	10	10	6314	-1191	0	0	0	0	0	0	0	0	6314	-1191	0	0	08/15/2012	KCONNER	Albert Costa	Albert Costa	415.986.0101	CASE TRACKING	D6	Downtown	Downtown	Downtown/Civic Center	C-3-G	DOWNTOWN- GENERAL	80-X	(37.78180373770, -122.41589654800)
Mixres	APN 3753122	301 06TH ST		PL APPROVED	07/02/2013	-1	2013.0538			The proposed project would demolish a former gas station now car detailing structure to erect a 7-story plus basement mixed use building.  Basement level would have 46 off-street parking.  Ground level: commercial space and residential units.  Floors 2 t		84	84	0	0	4700	3700	0	0	0	0	0	0	0	0	4700	3700	0	0	08/29/2014	TBLOMGRE	Bruce Bau	Bruce Bau	397-7416	manual	D6	Central SoMa; East SoMa (EN); South of Market	South of Market	South of Market	MUR	MIXED USE-RESIDENTIAL	85-X	(37.77844191350, -122.40508642100)
Mixres	APN 3750050	655 FOLSOM ST		PL FILED	06/17/2015	0	2013.0253			The property is currently occupied by a two-story commercial building occupied by a restaurant.  The project will include demolition of the existing building and construction of a new 13 story mixed use building including 84 dwelling units, ground floor		84	84	0	0	1900	-11521	0	0	0	0	0	0	0	0	1900	-11521	0	0	03/01/2013					CASE TRACKING	D6	Central SoMa; East SoMa (EN)	South of Market	South of Market	MUR	MIXED USE-RESIDENTIAL	130-G	(37.78437414820, -122.39777416400)
