PROJECT_TYPE	APN	NAMEADDR	Alias	Entitled	BESTSTAT	BESTDATE	UNITS	UNITSNET	AFFORDABLE	AFFORDABLENET	SECTION415	AFF_TARGET	TENURE_TYPE	DA	CASENO	PLN_DESC	BPAPPLNO	BP_DESC	COST	EXISTUSE	PROPUSE	TOTAL_GSF	NET_GSF	CIE_EXIST	CIE	CIENET	MED_EXIST	MED	MEDNET	MIPS_EXIST	MIPS	MIPSNET	PDR_EXIST	PDR	PDRNET	RET_EXIST	RET	RETNET	VISIT_EXIST	VISIT	VISITNET	PLANNER	APPLICANT	CONTACT	CONTACTPH	NEWNEIGHBO	Zoning_Simplified	Zoning_Generalized	ZONING	HEIGHTLIMIT	SUPDIST	PLNGAREA	Location
Resident	APN 3521022	333 12TH ST	CITYSPACES	TRUE	PL APPROVED	12/23/2016 12:00:00 AM	200	200	21	21	On-site BMR Project; Fee Payment				2015-004109PRJ	"The proposed project is to demolish both the existing building and the parking lot and redevelop the site, per the State's Density Bonus law (California Government Code Sections 65915-65918), into an ""affordable-by-design / workforce"" rental housing proje"						0	-21630	0			0			0	0	-21630	0			0			0			RSUCRE	Panoramic Interests		5108831000								(37.770816803, -122.4140090942)
Mixres	APN 5952002	302 SILVER AV	JEWISH HOME OF SAN FRANCISCO	TRUE	BP ISSUED	11/21/2016 12:00:00 AM	198	198							2011.1323	Project includes the demolition of the Main/ West/ Infirmary Building, approximately 50,600 square feet, and the new construction of two buildings (1A and 1B), totaling approximately 264,984 square feet, which would house up to 210 Residential Care Facili	201603152080	TO ERECT 5 STORIES, 2 BASEMENT, RESIDENTIAL CARE FOR THE ELDERLY BUILDING.	67000000		APARTMENTS	572000	275875	296125	561109	264984	0			0	6291	6291	0			0	4600	4600	0			TCHANG											(37.7277793884, -122.4305648804)
Mixres	APN 8715004	MISSION BAY BLOCK 1 (RESIDENTIAL) 03RD	1000 03RD ST	TRUE	CONSTRUCTION	10/02/2017 12:00:00 AM	198	198						Mission Bay			201408133775	"TO ERECT 16 STORIES, NO BASEMENT, 198 RESIDENTIAL APARTMENT, OFFICE, RETAIL & PARKING BUILDING.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 REQUIRED **"	86000000		APARTMENTS	0	0	0			0			0			0			0			0														(37.7750511169, -122.3906402588)
Mixres	APN 4022001	2000 - 2070 BRYANT ST		TRUE	BP ISSUED	07/27/2017 12:00:00 AM	194	194	3	3	On-site BMR Project; Land Dedication	90% AMI; 	Rental		2013.0677	The proposed project is the demolition of the 50,000 sf warehouse building at 2070 Bryant Street and construction of a new 6-story residential building with garage parking using conventional parking and parking stackers. The proposed project would constru	201406239109	ERECT 6-STORY, TYPE 3A OVER 1A, 276 DWELLING UNITS RESIDENTIAL/RETAIL BUILDING.	50000000		APARTMENTS	17536	-18084							3540	0	-3540	56160	12184	-13976	5920	5352	-568				RSUCRE	Nick Podell	Linsey Perlov	415-296-8800		UMU	Mixed Use	UMU	68-X			(37.7615013123, -122.4105834961)
Mixres	APN 0350002	1028 MARKET ST		TRUE	PL APPROVED	01/26/2017 12:00:00 AM	186	186							2014.0241	The property is currently improved by a vacant two-story structure.  The project would demolish the existing 2-story commercial building and construct a 13-story mixed use building with 12 floors of residential use above ground floor retail, as well as tw			70000000		CLUB	9657	-23653													33310	9657	-23653				DDWYER	Sally Maxwell	Sally Maxwell	883-0133	Mid-Market	C-3-G	Commercial	C-3-G	120-X	6		(37.7818832397, -122.4113235474)
Mixres	APN 3706093	706 MISSION ST	MEXICAN MUSEUM & RESIDENTIAL TOWER PROJECT	TRUE	CONSTRUCTION	09/26/2017 12:00:00 AM	185	185			Fee Payment		Rental		2008.1084	The proposed project would result in partial demolition and rehabilitation of the Arson Mercantile Building into a new 42-story, 500-foot high building containing 185 residences, retail, and the 36,560 sf Mexican Musuem. The proposed project would also in	201312204747	"(N) 46-STORY TOWER ADDITION TO THE (E) HISTORIC 10-STORY BLDG. 
(R-2,M,A-2,A-3,S-1,S-2,H-3)"	210000000	OFFICE	APARTMENTS	174400	25570							119330	0	-119330				29500	174400	144900				SJONES	Sean Jeffries	Sean Jeffries	593-1100	Yerba Buena	C-3-R	Commercial	C-3-R	400-I	6		(37.7862052917, -122.4025344849)
Resident	APN 0317007	450 OFARRELL ST		FALSE	PL FILED	03/04/2016 12:00:00 AM	184	184							2013.1535	"Fifth Church of Christ Scientist plans to demolish its existing facility and build a new church on the site.  In addition, the project includes housing.  The proposed project includes a blend of ""group occupancy"" and dwelling units.  Other uses include re"						0	0	0			0			0			0			0			0			AA CONV											(37.7861442566, -122.4124069214)
Mixres	APN 3780044	975 BRYANT ST		FALSE	PL FILED	10/29/2015 12:00:00 AM	182	182							2015-005862PRJ	The proposed project is to demolish the existing 32,407 square foot Formula Retail building and to construct a new 5-story over basement, 120 unit residential building with basement parking containing 117 parking spaces with a total of 211,000 gross squar						2397	-30010	0			0			0			0			0	2397	-30010	0			AHUISMAN	ThompsonDorfman		6504778115								(37.7728691101, -122.4056625366)
Mixres	APN 0140007	SEAWALL LOT 322-1	88 BROADWAY	FALSE	PL FILED	08/09/2016 12:00:00 AM	182	182	182	182					2016-007850PRJ	The proposed project is two-six story buildings containing affordable family and senior housing. First floor podium will provide ground floor units, commercial, commercial parking, bike parking, common space/social services for resident use, and property 						12134	12134							0	1562	1562				0	10572	10572					BRIDGE Housing		9492297075								(37.7992591858, -122.3996200562)
Mixres	APN 3749058	390 01ST ST		TRUE	BP APPROVED	08/04/2017 12:00:00 AM	180	180	22	22	On-site BMR Project	90% AMI; 	Rental		2014.1041	The proposed project is to demolish the existing 1,590 square foot automobile service station and construct a 201,079 square foot, 13-story, 13-story, 130-foot tall residential building that includes 164,957 square feeto of habitable space and 36,122 squa	201601278125	ERECT A 14 STORY 180 RESIDENTIAL UNITS AND COMMERCIAL BUILDING W/ 3 BASEMENT. MAHER ORDINANCE-EXTENDED IS NO REQUIRED.	65000000		APARTMENTS	610	-980													1590	610	-980				DVU											(37.7860908508, -122.3934707642)
Mixres	APN 3764063	525 HARRISON ST		TRUE	PL APPROVED	09/24/2015 12:00:00 AM	179	179	25	25	On-site BMR Project 	90% AMI; 	Rental 		2013.0159	The proposed project includes demolition of the existing two-story former industrial building (27,500 gsf), and the new construction of a 23-story residential building (approximately 255,468 gross square feet; up to 250-ft tall) with up to 205 dwelling un	201406188773	TO ERECT 17 STORIES, 3 BASEMENT, 179 DWELLING UNITS & RETAIL BUILDING. ** MAHER: COMPLIANCE WITH ORDINANCE NO. 155-13 REQUIRED; ROUTE TO DPH **	71000000		APARTMENTS	0	-16000	0	0	-16000	0			0			0			0			0			RSUCRE											(37.7853660583, -122.3933563232)
Mixres	APN 3721016	TRANSBAY PARCEL F	542 - 550 HOWARD ST	FALSE	PL FILED	02/14/2017 12:00:00 AM	175	175						Transbay Zone1	2016-013312PRJ	The Project consists of a 61-story approximately 800-foot tall mixed-use tower with 10 hotel floors containing approximately 220 guest rooms, 16 floors of office, 26 residential floors containing 175 units, 2 mechanical floors, 7 floors of shared amenity 						472074	472074								288677	288677							0	183397	183397		Parcel F Owner LLC		4159826200								(37.7878112793, -122.3973617554)
Resident	APN 0100020	870 UNION ST		FALSE	BP FILED	11/13/2015 12:00:00 AM	1	1									201511132623	CONSTRUCT (N) 4-STORY SINGLE FAMILY RESIDENTIAL	385450		2 FAMILY DWELLING	0	0	0			0			0			0			0			0			NFOSTER											(37.8001556396, -122.4136581421)
Mixres	APN 3954016	1301 16TH ST	POTRERO FLATS	TRUE	PL APPROVED	06/28/2016 12:00:00 AM	172	172	28	28	On-site BMR Project	90% AMI; 	Rental		2013.0698	The proposed project would involve demolition of an existing one-story warehouse and construction of a new 7-story, residential building.  The building would consist of 7 residential levels with 276 units, ground floor parking and mechanical spaces. The p			47663393			9632	-27968	0			0			0			38600	2764	-34836	0	6868	6868	0			CTEAGUE	William Mollard	William Mollard	409-9267	Showplace Square & Potr	UMU	Mixed Use	UMU	68-X	10		(37.7658462524, -122.4002380371)
Mixres	APN 3702047	1125 MARKET ST		FALSE	PL FILED	12/18/2013 12:00:00 AM	164	164							2013.0511	Construction of a 12-story,100,422 sf bldg containing 164 dwelling units, 3,005 sf of ground-floor retail, and 47 parking spaces.			18000000			3005	3005	0			0			0			0			0	3005	3005	0			TBLOMGRE	Maritz Pr	Patri Mer	415.284.1	Mid-Market	C-3-G	Commercial	C-3-G	120-X	6		(37.7797546387, -122.4127349854)
Mixres	APN 3504030	1699 MARKET ST	FLAX SITE	TRUE	BP ISSUED	12/16/2016 12:00:00 AM	160	160			Fee Payment 				2014.0484	The proposed project would demolish an existing 60 year old 1 & 2 story industrial/commercial building and surface parking lot and construct a new 9-story residential (162 units) and commercial (3,937 sf) building with 97 below-grade parking spaces.	201406108024	TO ERECT 9 STORIES, 1 BASEMENT, TYPE IB, 160 RESIDENTIAL, COMMERCIAL & BELOW GRADE PARKING BUILDING.	52500000		APARTMENTS	7293	-37047	0	3937	-18233	0			0			0			22170	3356	-18814	0			DVU											(37.7723350525, -122.4219436646)
Mixres	APN 6571001	1515 SOUTH VAN NESS AV		TRUE	PL APPROVED	08/11/2016 12:00:00 AM	157	157	19	19	On-site BMR Project 	90% AMI; 	Rental		2014.1020	Demolition of existing commercial building and construction of a 160 unit rental apartment home community with 1,440 sf retail within a building measuring 65' along S. Van Ness and stepping down to 55' along Shotwell Street.  Lennar intends to accommodate						5241	-58119	0			0			0	0	-31680	0	0	-31680	0	5241	5241	0			DVU											(37.7490272522, -122.4149932861)
Mixres	APN 3554005	1950 MISSION ST		FALSE	BP FILED	09/26/2016 12:00:00 AM	157	157	157	157		60% AMI; 	Rental		2016-001514PRJ	"Approved Priority Processing for 100% Affordable Housing project:

Demolish 11 modular wood framed buildings at 1950 Mission Street
Construct 2 buildings (a 5 story and 9 story) with 157 units of affordable housing including studio, Junior 1 bedroom, 1 be"	201609218371	MOD. ERECT A TYPE 1A, 9 STORIES 157 RESIDENTIAL UNIT BUILDING.	60000000		APARTMENTS	13725	13725	0			0			0	2368	2368	0			0	11357	11357	0			VBYRD	BRIDGE Housing		4159891111								(37.7658462524, -122.4202041626)
Mixres	APN 0340002	19 - 25 MASON ST & 2 - 16 TURK ST		TRUE	PL APPROVED	03/04/2014 12:00:00 AM	155	155			Fee Payment 				2012.0678	Development of the two adjoining parking lots on either side of The Metropolis Hotel. The Metropolis will stay in place and continue as a hotel. The schematic design is to replace the existing surface parking lot with a residential development, including 			39000000			2825	2825	0			0			0			0			0	2825	2825	0			WWIETGRE	John Kevlin	John Kevlin	415.567.9000	C-3	C-3-G	Commercial	C-3-G	120-X	6		(37.7837486267, -122.4094924927)
Mixres	APN 4005001B	1601 - 1677 MARIPOSA ST / 485 CAROLINA	210 ARKANSAS ST	TRUE	BP ISSUED	09/19/2016 12:00:00 AM	154	154							2012.1398	The proposed project would involve demolition of an existing 1-story industrial buildings and  bus repair shop and the construction of a new mixed-use project with 316 dwelling-units, 8,823 sf ft. of commercial space, and 261 off-street parking spaces.  T	201603010904	"TO ERECT 4 STORIES, 1 BASEMENT, TYPE VA & IA, 154 UNITS RESIDENTIAL WITH COMMERCIAL & PARKING.
"	50000000		APARTMENTS	9555	-65141	0			0			8000	0	-8000	66696	3962	-62734	0	5593	5593	0			CTOWNES											(37.7629318237, -122.3989944458)
Mixres	APN 3708012	OCEANWIDE (MISSION ST TOWER)	526 MISSION ST	TRUE	CONSTRUCTION	08/16/2017 12:00:00 AM	153	153							2006.1523	The project site consist of three undeveloped lots and four buildings ranging from five to seven stories, totaling approx. 251,000 sq. ft. of office, retail, and commercial uses. There are no off-street parking or loading on the site. The proposed project	201510301302	CONSTRUCT (N) HOTEL/RESIDENTIAL BUILDING	270000000		APARTMENTS	798398	798398																0	798398	798398	KGUY	Mark Solit	Joel Yodowitz	415 567-9000	C-3	C-3-O(SD)	Commercial	C-3-O(SD)	550-S/850-S-2	6		(37.7894706726, -122.3983840942)
Mixres	APN 1216017	400 - 444 DIVISADERO ST		FALSE	PL FILED	10/15/2015 12:00:00 AM	154	152							2015-007816PRJ	1) Demolish existing car wash and gas station on Divisadero and two existing buildings on Oak; 2) Relocate one existing building on Oak to new location 50 feet to the east; and 3) Construct new 148,000 GSF residential building 4-6 stories in height, as we			48000000			7787	4457	0			0			0			0			0	7787	4457	0			VBYRD	Genesis CA Development LLC		9724048288								(37.7734375, -122.4371185303)
Mixres	APN 8715004	MISSION BAY BLOCK 1 (RESIDENTIAL) CHANNEL	110 CHANNEL	TRUE	CONSTRUCTION	10/02/2017 12:00:00 AM	152	152						Mission Bay		The project consists of construction of up to 350 residential units, a 250-room hotel and approximately 25,000 square feet of ground floor retail.  The site will be subdivided in connection with the Project.	201408133766	"TO ERECT 6 STORIES, 1 BASEMENT, 152 RESIDENTIAL APARTMENT, OFFICE, RETAIL & PARKING BUILDING.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 REQUIRED **"	50000000		APARTMENTS	0	0	0			0			0			0			0			0														(37.7750511169, -122.3906402588)
Mixres	APN 3763009	600 VAN NESS AV		FALSE	PL FILED	04/06/2016 12:00:00 AM	150	150							2015-012729PRJ	Demolition of existing McDonald's building; Construction of new 9 floor (+ mech. penthouse) residential building: Project includes ground level retail on Van Ness & golden Gate Ave.; 2-story townhouses on Elm Street; new street trees on Elm Street and gol						4997	-4603	0			0			0			0			9600	4997	-4603	0			VBYRD	Reuben, Junius & Rose LLP		4155679000								(37.7828102112, -122.3943557739)
Resident	APN 4006006	1601 - 1677 MARIPOSA ST / 485 CAROLINA	1601 MARIPOSA ST	TRUE	BP ISSUED	09/12/2016 12:00:00 AM	145	145	60	60	On-site BMR Project 	50% AMI; 	Rental		2012.1398	The proposed project would involve demolition of an existing 1-story industrial buildings and  bus repair shop and the construction of a new mixed-use project with 316 dwelling-units, 8,823 sf ft. of commercial space, and 261 off-street parking spaces.  T	201603031058	"TO ERECT 4 STORIES, NO BASEMENT, 145 UNITS RESIDENTIAL & COMMERCIAL BUILDING.
** MAHER: EXEMPTED; SEE APPROVAL LETTER FROM DPH ON THE PLANS **"	40000000		APARTMENTS	0	0	0			0			0			0			0			0			CTOWNES											(37.7632369995, -122.3997573853)
Mixres	APN 3552012	1990 FOLSOM ST		FALSE	PL FILED	03/09/2017 12:00:00 AM	143	143	143	143					2016-015092PRJ	"The proposed project is a new eight-story mixed-use building. The first floor will replace and exceed existing
PDR use with proposed PDR space dedicated to the arts. In addition, the ground floor will contain childcare use
as well as community space and s"						13893	5046							0	1405	1405	8847	12488	3641								MEDA		415-282-3320								(37.7655525208, -122.4159011841)
Mixres	APN 8711021	MISSION BAY BLOCK 6E	1300 04TH ST / 626 MISSION BAY BLVD NORTH	TRUE	CONSTRUCTION	09/13/2017 12:00:00 AM	143	143	143	143		20% AMI; 30% AMI; 50% AMI; 	Rental	Mission Bay			201507272485	CONSTRUCT (N) RESIDENTIAL APARTMENTS, RESIDENTIAL SUPPORT SPACES, RETAIL & RESTAURANT SHELL SPACE	48657306		APARTMENTS	0	0	0			0			0			0			0			0														(37.7714004517, -122.3917694092)
Resident	APN 3767305	429 BEALE ST	430 MAIN ST	FALSE	PL FILED	11/10/2015 12:00:00 AM	140	140							2014-002033PRJ	Demolition of two existing self-storage structures. New construction of a residential building containing 140 dwelling units, 70 auto parking spaces, and 110 bicycle parking spaces.					APARTMENTS	0	-2300	0			0			0	0	-2300	0			0			0			AHUISMAN	Reuben, Junius & Rose, LLP		415-567-9000								(37.7872467041, -122.3903961182)
Mixres	APN 0794028	555 FULTON ST		TRUE	CONSTRUCTION	09/06/2017 12:00:00 AM	139	139	17	17	On-site BMR Project 	90% AMI; 	Ownership		2005.1085	Demolition of existing 2-story industrial and office bldgs. of 19,620 sf with 70 parking spaces.  Construct mixed use bldg. of 136 units, 33,000 sf of commercial (grocery store) space on the ground floor, and a maximum of 148 off-street parking spaces (pe	201305036062	TO ERECT 5 STORIES OF 139 DWELLING UNITS, RETAIL, PARKING, STORAGE OFFICE UTILITY, ASSEMBLY	48723500		APARTMENTS	32800	13180	0			0			0			0	0	-19620	0	32800	32800	0			MJACINTO				Market-Octavia	HAYES NCT	Neighborhood Commercial	HAYES NCT/RTO	40-50-X	5		(37.7781677246, -122.4257507324)
Mixres	APN 3548016	1500 - 1528 15TH ST		FALSE	PL FILED	04/24/2017 12:00:00 AM	138	138	35	35					2016-011827PRJ							1327	127													1200	1327	127															(37.7670021057, -122.417930603)
Mixres	APN 3521056	1532 HARRISON ST		TRUE	BP ISSUED	07/28/2017 12:00:00 AM	136	136	22	22	On-site BMR Project 	90% AMI; 	Rental		2013.1390	The proposed project is proposing two versions of a residential project on the project site at 1532 Harrison Street. The first version would demolish an existing parking lot and construct an approximately 103,544 gsf mixed use project with 119 dwelling un	201607253262	ERECT A 7 STORIES TYPE 1A 136 RESIDENTIAL UNITS AND COMMERCIAL BUILDING. MAHER EXEMPTED.	32000000		APARTMENTS	1463	1463	0			0			0			0			0	1463	1463	0			RSUCRE											(37.7704849243, -122.4133148193)
Mixres	APN 6959019	4840 MISSION ST		FALSE	PL FILED	02/21/2017 12:00:00 AM	134	134	114	114		30% AMI; 50% AMI; 60% AMI; 			2016-012545PRJ	Development of a mixed-use Affordable Housing project with 114 Affordable units, 20 Market Rate units, 24 parking spaces, 110 bicycle spaces with open space on 2 lots with 21 buildings.  Project is applying for the State Density Bonus.						8300	8300													0	8300	8300					BRIDGE Housing Corporation		4153213523								(37.7206916809, -122.4384994507)
Resident	APN 4591C001	HUNTERS POINT SHIPYARD (BP ISSUED)		TRUE	BP ISSUED	09/21/2015 12:00:00 AM	134	134						HPS I	2013.0196	Hunters Point Shipyard Phase 1 D4D amendments and associated review of buildings within Phase I	MULTIPLE	Multiple Permits				0	0	0			0			0			0			0			0			AA CONV											(37.7298355103, -122.37084198)
