PROJECT_TYPE	APN	NAMEADDR	Alias	BESTDATE	BESTSTAT	Entitlement	PLN_CASENO	PLN_DESC	BP_APPLNO	BP_DESC	COST	PROPUSE	UNITS	NET_UNITS	AFF_UNITS	NET_AFF_UNITS	RET	NET_RET	MIPS	NET_MIPS	PDR	NET_PDR	MED	NET_MED	CIE	NET_CIE	VISIT	NET_VISIT	FirstFiled	APPLICANT	CONTACT	CONTACTPH	NEIGHBORHOOD	PLAN_AREA	PLAN_DISTRICT	SUPE_DISTRICT	HEIGHT_DISTRICT	ZONING	ZONING_DISTRICT	PLANNER	LOCATION
Resident	APN 3703059	1095 MARKET ST	GRANT BUILDING	11/17/2015	BP ISSUED	-1			201409116118	CHANGE OF OCCUPANCY FROM OFFICE TO HOTEL. NEW 202 HOTEL ROOMS. NEW ROOF DECK. ADD NEW STORY WITHIN (	$9650000.00	TOURIST HOTEL/MOTEL	202	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	09/11/2014				South of Market	Downtown	Downtown	SUPERVISORIAL DISTRICT 6	90-X	C-3-G	DOWNTOWN- GENERAL	CGROB	(37.7803286884, -122.412014)
Resident	APN 5710027	11 GLADYS ST		04/15/2015	PL FILED	0	2015-004717PRJ	Vertical addition to both the rear and front setbacks to permit an additional dwelling unit.			$0.00		2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/15/2015		OLIVER ROBERT R	4154123664	Bernal Heights		Bernal Heights	SUPERVISORIAL DISTRICT 9	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	SMENDRIN	(37.7399966963, -122.422307)
Resident	APN 7552026	11 HILIRITAS AV		11/23/2015	BP FILED	0			201511233353	(N) CONTRUCTION OF A 3-STORY SINGLE FAMILY DWELLING	$650000.00	1 FAMILY DWELLING	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11/23/2015				Glen Park		Central	SUPERVISORIAL DISTRICT 8	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY		(37.7376079744, -122.437044)
Resident	APN 5384C013C	11 MADDUX AV		05/08/2015	BP FILED	0			201505085779	(N) KITCHEN ON 1ST FL & LEGALIZE IN-LAW DWELLING UNIT UNDER ORD #43-14	$6000.00	2 FAMILY DWELLING	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	05/08/2015				Bayview	Bayview Hunters Point	South Bayshore	SUPERVISORIAL DISTRICT 10	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY		(37.7349519249, -122.397981)
Mixed	APN 3715002	110 THE EMBARCADERO		01/22/2016	CONSTRUCTION	-1	2011.1388	Add one story to existing two-story building to create assembly and office space for Commonwealth Club of California.	201312174360	STRUCTURAL UPGRADE OF (E) FOUNDATION. TENANT IMPROVEMENT 1ST & 2ND FLOOR. ADD 1 STORY TO ACCOMADE ASSEMBLY, OFFICE & STORAGE. SPRINKLER & FIRE ALARM ON SEPARATE PERMIT.	$6800000.00	CLUB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10/09/2011				Financial District	Northeast Waterfront; Downtown	Downtown	SUPERVISORIAL DISTRICT 6	84-X	C-3-O	DOWNTOWN- OFFICE	PLAVALLE	(37.7932347280, -122.392653)
Resident	APN 6201004	110 TUCKER AV		11/05/2015	BP FILED	0			201511051844	LEGALIZE UNIT PER ORDINANCE NO. 43-14. LEGALIZE KITCHEN IN FAMILY ROOM ON 3RD FL. ADD DOOR TO 2ND &	$0.00	2 FAMILY DWELLING	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12/05/2015				Visitacion Valley		South Central	SUPERVISORIAL DISTRICT 10	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY		(37.7162143772, -122.406088)
Mixed	APN 4316002	1100 CESAR CHAVEZ ST		07/21/2015	PL APPROVED	-1	2015-007177PRJ	Interior renovations and exterior modifications to existing PDR building. Increase accessory office use by 4,206 sf.			$0.00		0	0	0	0	0	0	8405	4206	18589	-2512	0	0	0	0	0	0	06/08/2015	Veritable Vegetable		(415) 550-48	Potrero Hill	Central Waterfront (EN)	South Bayshore	SUPERVISORIAL DISTRICT 10	80-X	PDR-1-G	PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL		(37.7504527912, -122.389020)
Resident	APN 0757025	1100 GOLDEN GATE AV	1239 TURK ST	03/25/2016	CONSTRUCTION	-1	2008.1162	New construction of 5-story, 145-foot tall housing tower(s) with 98 affordable senior rental units	201207104447	ERECT TYPE 1 & TYPE V NEW BUILDING	$23000000.00		98	98	98	98	0	0	0	0	0	0	0	0	0	0	0	0	12/11/2008	Desiree Espinoza	Desiree Espinoza	415-421-8605	Western Addition		Western Addition	SUPERVISORIAL DISTRICT 5	50-X	RM-3	RESIDENTIAL- MIXED, MEDIUM DENSITY	CNIKITAS	(37.7803534879, -122.429509)
Visitor	APN 0351001	1100 MARKET ST		09/18/2012	PL FILED	0	2012.1123	Renovation of existing Hotel - interior renovation and top floor addition			$0.00		0	0	0	0	12209	3026	0	0	0	0	0	0	0	0	68806	-1586	09/18/2012	Daniel Frattin	Daniel Frattin	415 567 9000	Downtown/Civic Center	Downtown	Downtown	SUPERVISORIAL DISTRICT 6	120-X	C-3-G	DOWNTOWN- GENERAL		(37.7809005303, -122.412470)
Resident	APN 4211001	1100 POTRERO AV		03/17/2015	BP FILED	0	2015-003800PRJ		201503161018	ERECT 3 STORIES, TYPE 5, 3 DWELLING UNITS NEW BUILDING.	$700000.00	APARTMENTS	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	05/02/2013				Mission	Mission (EN)	Mission	SUPERVISORIAL DISTRICT 9	55-X	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY		(37.7544079493, -122.406811)
Resident	APN 4209002	1110 YORK ST		02/10/2015	BP FILED	0			201502107933	ADD 2ND RESIDENTIAL UNIT. 1-STORY VERTICAL ADDITION. 3-STORY ADDITION TO THE SOUTH ELEVATION. PROVID	$500000.00	2 FAMILY DWELLING	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/10/2015				Mission	Mission (EN)	Mission	SUPERVISORIAL DISTRICT 9	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY		(37.7540269229, -122.408580)
Resident	APN 4212011	1115 POTRERO AV		03/05/2012	BP APPROVED	-1			201109215213	CONVERT BASEMENT TO LEGAL DWELLING UNIT INCLUDING KITCHEN, LIVING ROOM, 1 BEDROOM, 1 FULL BATH & LAU	$50000.00	2 FAMILY DWELLING	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	09/21/2011				Mission	Showplace Square/Potrero Hill (EN)	Mission	SUPERVISORIAL DISTRICT 10	55-X	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY		(37.7540362493, -122.406083)
Resident	APN 3730118	1117 HOWARD ST		01/30/2014	BP FILED	0			201401307462	CHANGE OF USE. COMPLY W/ NOV 201279657, DEMO INTERIOR, CONSTRUCT 2 BEDROOMS, 1-1/2 BATHS, MEDIA ROOM	$400000.00	1 FAMILY DWELLING	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	01/30/2014				South of Market	Western SoMa (EN); South of Market	South of Market	SUPERVISORIAL DISTRICT 6	55-X	WMUG	WSOMA MIXED USE-GENERAL		(37.7774865092, -122.409558)
Resident	APN 6944046	1117 OCEAN AV		09/17/2015	BP FILED	0			201509177270	CHANGE OF USE PERMIT.  NO WORK.  SEE DRAWING NOTES. CHANGE OF USE FROM (E) OFFICE TO RESIDENTIAL UNI	$8000.00	APARTMENTS	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	09/17/2015				Ocean View	Balboa Park	Ingleside	SUPERVISORIAL DISTRICT 7	45-X	NCT-OCEAN	OCEAN AVENUE NEIGHBORHOOD COMMERCIAL TRANSIT		(37.7232681294, -122.454562)
Resident	APN 1371039	112 12TH AV		07/29/2014	BP FILED	0			201407292390	RELOCATE (E) LAUNDRY FIXTURES TO GARAGE. CONVERT (E) LAUNDRY TO NEW KITCHEN & CONVERT GROUND FLOOR T	$180000.00	2 FAMILY DWELLING	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/29/2014				Inner Richmond		Richmond	SUPERVISORIAL DISTRICT 1	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY		(37.7859109754, -122.470750)
Resident	APN 5971029	1121 FELTON ST		07/23/2015	BP FILED	-1	2015-009923PRJ		201507232260	LEGALIZE AS-BUILT WITH ON 1ST FLOOR PER PLAN. CONSIST OF 1 BEDROOM, KITCHEN, FAMILY ROOM, BATHROOM,	$25000.00	2 FAMILY DWELLING	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/23/2015				Excelsior		South Central	SUPERVISORIAL DISTRICT 9	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY		(37.7268601150, -122.415848)
Resident	APN 1219008	1122 PAGE ST		05/31/2011	BP ISSUED	-1	2010.0114	ADD 1 ADDITIONAL UNIT.  4 UNITS TOTAL.	201003037492		$136740.00		4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/23/2010	Troy Kashanipour	Troy Kashanipour	415.431.0869	Haight Ashbury		Buena Vista	SUPERVISORIAL DISTRICT 5	40-X	RM-2	RESIDENTIAL- MIXED, MODERATE DENSITY	GCABRERO	(37.7721654228, -122.439365)
Resident	APN 4219043	1123 CAROLINA ST		02/20/2014	BP FILED	0			201402208929	CHANGE OF USE . ADD 1 NEW BEDROOM, BATHROOM, ADD 4 NEW WINDOWS, REPLACE 2 WINDOWS. CHANGE OF USE FRO	$15000.00	2 FAMILY DWELLING	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/20/2014				Potrero Hill	Showplace Square/Potrero Hill (EN)	South of Market	SUPERVISORIAL DISTRICT 10	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY		(37.7543069487, -122.399317)
Resident	APN 6173005	1123 GIRARD ST		01/14/2014	BP REINSTATED	-1	2009.0170		200907072084	ERECT A 3 STORIES, SINGLE FAMILY DWELLING.	$200000.00	1 FAMILY DWELLING	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/07/2009				Visitacion Valley		South Central	SUPERVISORIAL DISTRICT 10	40-X	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	CTEAGUE	(37.7186769610, -122.400654)
Resident	APN 4211021	1125 HAMPSHIRE ST		12/04/2015	PL APPROVED	-1	2015-015019PRJ	Proposed addition of (N) dwelling unit to (E) SFH. Vehicle parking in front setback to be replaced with two bicycle parking spaces.			$0.00		2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11/13/2015	Huff Construction Company	Mark Huff	4154220690	Mission	Mission (EN)	Mission	SUPERVISORIAL DISTRICT 9	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	ERUSSELL	(37.7535928379, -122.407079)
Mixres	APN 3702047	1125 MARKET ST		12/18/2013	PL FILED	0	2013.0511	Construction of a 12-story,100,422 sf bldg containing 164 dwelling units, 3,005 sf of ground-floor retail, and 47 parking spaces.			$18000000.00		164	164	0	0	3005	3005	0	0	0	0	0	0	0	0	0	0	12/18/2013	Maritz Pr	Patri Mer	415.284.1	South of Market	Downtown	Downtown	SUPERVISORIAL DISTRICT 6	120-X	C-3-G	DOWNTOWN- GENERAL	TBLOMGRE	(37.7797562709, -122.412736)
MIPS	APN 3727091	1125 MISSION ST		12/17/2015	PL APPROVED	-1	2014-002628PRJ	Office Allocation to change use from automotive vehicle repair and garage to a general office space.	201511021472		$0.00	OFFICE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	01/15/2015	Reuben, Junius & Rose LLP		4155679000	South of Market	East SoMa (EN); South of Market	Downtown	SUPERVISORIAL DISTRICT 6	65-X	MUO	MIXED USE-OFFICE	RSUCRE	(37.7784822427, -122.411260)
MIPS	APN 3727014	1126 - 1130 HOWARD STREET		03/15/2016	BP FILED	-1	2014-003270PRJ	Change of use from vacant retail to office within a historic building.	201603152086		$0.00	FOOD/BEVERAGE HNDLNG	0	0	0	0	0	-18819	18819	18819	0	0	0	0	0	0	0	0	12/31/2014				South of Market	Western SoMa (EN); South of Market	Downtown	SUPERVISORIAL DISTRICT 6	40-X	RED	SOUTH OF MARKET RESIDENTIAL ENCLAVE	RSUCRE	(37.7776555553, -122.410402)
Resident	APN 1738021	1126 IRVING ST		08/21/2014	BP FILED	0			201408214436	TO ERECT 4 STORIES, 3 UNITS RESIDENTIAL WITH RETAIL BUILDING.	$900000.00	APARTMENTS	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	08/21/2014				Inner Sunset		Inner Sunset	SUPERVISORIAL DISTRICT 5	40-X	NCD-INNER SUNSET	INNER SUNSET NEIGHBORHOOD COMMERCIAL		(37.7641244235, -122.470017)
Resident	APN 4172028	1133 TENNESSEE ST		09/18/2015	BP FILED	0	2015-012830PRJ		201509187456	NEW HORIZONTAL ADDITION AT REAR OF (E) 3 STORY BLDG, REMODEL + EXPANSION OF 2 (E) TOP FLOOR UNITS, &	$400000.00	APARTMENTS	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	09/18/2015				Potrero Hill	Central Waterfront (EN)	South of Market	SUPERVISORIAL DISTRICT 10	40-X	NCT-2	NEIGHBORHOOD COMMERCIAL TRANSIT-2		(37.7572329386, -122.388876)
Resident	APN 1220020	114 LYON ST		03/14/2016	BP Filed	0	2016-003836PRJ		201603141965	NO WORK. WE ARE APPLYING FOR A MERGER TO LEGALIZE THE USE THAT HAS BEEN IN PLACE FOR APPROX 20 YEARS	$1.00	2 FAMILY DWELLING	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/14/2016				Haight Ashbury		Buena Vista	SUPERVISORIAL DISTRICT 5	40-X	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY		(37.7721377032, -122.442023)
Mixres	APN 3730015	1140 FOLSOM ST		12/30/2015	BP FILED	-1	2013.0986	The proposed project would remove the existing 14, 581 square feet building and parking lot and replace them with a new residential building over commercial.  Design high efficiency parking with BMR units on site. The proposed project would construct a 4	201411101145		$17450000.00	APARTMENTS	112	112	13	13	5600	-8981	0	0	0	0	0	0	0	0	0	0	10/16/2013	John Bickford	John Bickford	675-2169	South of Market	Western SoMa (EN); South of Market	South of Market	SUPERVISORIAL DISTRICT 6	65-X	NCT-FOLSOM	FOLSOM STREET NEIGHBORHOOD COMMERCIAL TRANSIT	RSUCRE	(37.7762383793, -122.408952)
Resident	APN 6038036	1145 BACON ST		03/09/2016	BP APPROVED	-1	2015-012201PRJ		201509086400	LEGALIZE 3 BEDROOMS W/ 2 BATHROOM UNIT ON 1ST FLOOR. ADD WASHER/DRYER FOR EACH UNIT. ADD NEW FURNANC	$50000.00	2 FAMILY DWELLING	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	09/08/2015				Excelsior		South Central	SUPERVISORIAL DISTRICT 9	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY		(37.7247387172, -122.414194)
Mixres	APN 0691001	1145 POLK ST		11/20/2015	PL FILED	0	2014-001674PRJ	Demolition of existing building; construction of mixed-use building with retail space on first floor and 5 floors above of residential space consisting of 54 units of studio apartments.  Modification of existing basement to create subterranean parking lo	201511203273	TO ERECT 6 STORIES, 1 BASEMENT, TYPE I-B / III-A, 54 UNITS RESIDENTIAL, RETAIL WITH PARKING BUILDING.	$0.00	APARTMENTS	54	54	0	0	6990	-1260	0	-12477	0	0	0	0	0	0	0	0	07/08/2015				Downtown/Civic Center		Downtown	SUPERVISORIAL DISTRICT 3	65-A	NCD-POLK	POLK STREET NEIGHBORHOOD COMMERCIAL		(37.7874658081, -122.420298)
Resident	APN 0134025	1148 MONTGOMERY ST		06/22/2015	BP FILED	0			201506229509	(REAR BLDG). LEGALIZE A PREVIOUSLY EXISTING NON CONFORMING DWELLING UNIT AS PER 43-14. UNIT A IN THE	$45000.00	APARTMENTS	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	06/22/2015				North Beach		Northeast	SUPERVISORIAL DISTRICT 3	40-X	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY		(37.7998925131, -122.403953)
Mixres	APN 7138056	115 PLYMOUTH AV		08/15/2014	PL FILED	0	2014.1204	Demolition of two-family dwelling and construction of four-family dwelling.			$500000.00		4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	08/15/2014	David Madfes	David Madfes	602.4458	Ocean View		Ingleside	SUPERVISORIAL DISTRICT 11	40-X	NC-1	NEIGHBORHOOD COMMERCIAL, CLUSTER	MSMITH	(37.7119696936, -122.456232)
Resident	APN 0105065	115 TELEGRAPH HILL BL		05/22/2015	BP FILED	-1	2015-006908PRJ		201505227051	TO ERECT 4 STORIES, 1 BASEMENT, TYPE I/V B,  3 UNITS RESIDENTIAL BUILDING.	$4750000.00	APARTMENTS	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	05/22/2015				North Beach		Northeast	SUPERVISORIAL DISTRICT 3	40-X	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY		(37.8016015930, -122.405750)
Resident	APN 1736033	1208 15TH AV		06/06/2014	CONSTRUCTION	-1			200605111391	TO ERECT 2 DWELLING UNIT WITH 3 STORY NEW BUILDING	$200000.00	2 FAMILY DWELLING	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	05/11/2006				Inner Sunset		Inner Sunset	SUPERVISORIAL DISTRICT 5	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY		(37.7652505860, -122.472542)
Resident	APN 3637010	1150 SOUTH VAN NESS AV		05/20/2014	BP APPROVED	-1			201307252822	INSTALL NEW DWELLING UNIT IN EMPTY GROUND FL STORAGE PARKING AREA. REMOVE EXISTING GARAGE DOOR AND R	$42500.00	APARTMENTS	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/25/2013				Mission	Mission (EN)	Mission	SUPERVISORIAL DISTRICT 9	50-X	RTO-M	RESIDENTIAL TRANSIT ORIENTED- MISSION		(37.7547084793, -122.416840)
Resident	APN 4211011	1152 POTRERO AV		12/16/2015	PL FILED	0	2015-002632PRJ		201502249220	HORIZONTAL & VERTICAL ADDITION TO EXISTING SINGLE HOME TO 3 UNIT APARTMENT BUILDING AND TWO CAR GARA	$350000.00	APARTMENTS	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/24/2015				Mission	Mission (EN)	Mission	SUPERVISORIAL DISTRICT 9	55-X	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY		(37.7537094516, -122.406744)
Resident	APN 3702054	1155 MARKET ST		02/23/2016	CONSTRUCTION	-1			201507020526	CHANGE OF USE. T-I INCLUDES NEW PARTITIONS, LIGHTING, FINISHES AND FIXTURE THROUGHOUT. STRUCTURAL WORK INCLUDES NEW INTERIOR CONNECTING STAIR & FLOORS 9-11 AND FLAT ROOF SKYLIGHT. NEW MECHANICAL, ELECTRICAL, PLUMBING AND FIRE ALARM WILL BE THE IN AREA OF	$0.00		11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/02/2015				South of Market	Downtown	Downtown	SUPERVISORIAL DISTRICT 6	120-X	C-3-G	DOWNTOWN- GENERAL		(37.7792227726, -122.413409)
Resident	APN 5618007	116 ELSIE ST		11/19/2014	BP FILED	0			201411191947	TO ERECT 4 STORIES, NO BASEMENT, SINGLE FAMILY RESIDENCE.	$400000.00	1 FAMILY DWELLING	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11/19/2014				Bernal Heights		Bernal Heights	SUPERVISORIAL DISTRICT 9	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY		(37.7428227962, -122.417900)
Resident	APN 0252011	1160 PINE ST		02/04/2015	BP FILED	-1	2015-001806PRJ	INSTALLATION OF (3) NEW RESIDENTIAL UNITS FOR A TOTAL OF (18) UNITS.	201502047491	INSTALLATION OF (3) NEW RESIDENTIAL UNITS FOR A TOTAL OF (18) UNITS.	$80000.00	APARTMENTS	18	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/04/2015		CITY RING 1 LLC		Nob Hill		Northeast	SUPERVISORIAL DISTRICT 3	65-A	RM-4	RESIDENTIAL- MIXED, HIGH DENSITY	CGROB	(37.7906167276, -122.414946)
Resident	APN 0777011	1164 FULTON ST		05/18/2015	BP FILED	-1	2014.0677		201505186523	LIGHT WELL INFILL @ REAR BLDG, 3RD FL. REVISION TO APPLN #201305318304	$5000.00	2 FAMILY DWELLING	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	05/18/2015				Western Addition		Western Addition	SUPERVISORIAL DISTRICT 5	40-X	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY		(37.7773699199, -122.436005)
Resident	APN 4757047	1167 PALOU AV		10/28/2014	BP FILED	0			201410280026	LEGALIZE IN LAW UNIT AT 1ST FLOOR PER ORINANCE 43-14	$20000.00	2 FAMILY DWELLING	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10/28/2014				Bayview	Bayview Hunters Point	South Bayshore	SUPERVISORIAL DISTRICT 10	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY		(37.7291861810, -122.382995)
Resident	APN 2630017	1167 STANYAN ST		09/25/2013	BP ISSUED	-1	2008.0408		200803288274	TO ERECT SINGLE FAMILY DWELLING	$848879.00	1 FAMILY DWELLING	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/28/2008				Inner Sunset		Inner Sunset	SUPERVISORIAL DISTRICT 5	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY		(37.7629443092, -122.452568)
Resident	APN 2630018	1169 STANYAN ST		09/25/2013	BP ISSUED	-1			200803288288	New construction of two residential units, 3 STORIES.	$944647.00	2 FAMILY DWELLING	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/28/2008				Inner Sunset		Inner Sunset	SUPERVISORIAL DISTRICT 5	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY		(37.7628731218, -122.452553)
MIPS	APN 3755029	1170 HARRISON ST		03/22/2016	PL FILED	0	2015-016239PRJ			The Project Sponsor proposes to make interior alterations to the existing building at 1170 Harrison Street.  The project involves transforming the existing one-story warehouse with a mezzanine into two-stories of office space.  There will be no expansion	$0.00		0	0	0	0	0	0	19025	19025	0	0	0	0	0	0	0	0	03/11/2016				South of Market	Western SoMa (EN); South of Market	South of Market	SUPERVISORIAL DISTRICT 6	55-X	WMUG	WSOMA MIXED USE-GENERAL		(37.7743985436, -122.408132)
Resident	APN 6942004	1173 PLYMOUTH AV		06/11/2008	BP FILED	0			200806114219	CONSTRUCTION OF TWO FAMILY DWELLING THREE-STORY WOOD FRAME NON-RATED BLDG.	$500000.00	2 FAMILY DWELLING	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	06/11/2008				Ocean View		Ingleside	SUPERVISORIAL DISTRICT 7	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY		(37.7233349901, -122.456463)
Mixres	APN 3730023	1174 - 1178 FOLSOM ST		08/26/2015	BP FILED	-1	2012.1553	The proposed project would involve merging two existing lots, demolition of two existing two-story structures, and the constuction of new 6 story, 65' tall building with basement parking. The proposed project would include retail on the first floor, offi	201508265383		$3300000.00	APARTMENTS	42	42	0	0	3980	3980	5908	5908	0	-9600	0	0	0	0	0	0	07/29/2013	Erik Liu	Erik Liu	314-8700	South of Market	Western SoMa (EN); South of Market	South of Market	SUPERVISORIAL DISTRICT 6	65-X	NCT-FOLSOM	FOLSOM STREET NEIGHBORHOOD COMMERCIAL TRANSIT	JKUGLER	(37.7757141161, -122.409743)
Resident	APN 3636027	1181 VALENCIA ST		08/10/2015	BP ISSUED	-1			201403100278	REMODEL & LEGALIZE RESIDENTIAL 3RD UNIT AT THE GROUND FLOOR. COMPLIANCE WITH ORDINANCE NO. 155-13 NO	$40000.00	APARTMENTS	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/10/2014				Mission	Mission (EN)	Mission	SUPERVISORIAL DISTRICT 9	55-X	NCT-VALENCIA	VALENCIA STREET NEIGHBORHOOD COMMERCIAL TRANSIT		(37.7540655441, -122.420487)
Resident	APN 4757014	1187 PALOU AV		11/10/2015	BP FILED	0			201511102336	LEGALIZE GROUND FLOOR KITCHEN TO ADD (1)(N) RESIDENTIAL UNIT UNDER UNIT LEGALIZATION PROGRAM. REMOVE	$5000.00	2 FAMILY DWELLING	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11/10/2015				Bayview	Bayview Hunters Point	South Bayshore	SUPERVISORIAL DISTRICT 10	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY		(37.7293857768, -122.383347)
Mixres	APN 3726103	119 07TH ST		05/11/2015	BP ISSUED	-1	2012.0673	A new 8-story residential development consisting of 48 dwelling units, 1 level of below-grade parking with 15 spaces, and 2,795 sf of ground floor retail.	201406249298	ERECT NEW MIXED-USED 8 STORY 39 RESIDENTIAL UNITS APARTMENT/PARKING LOT. MAHER ORDINANE IS NOT REQUIRED.	$28080000.00	APARTMENTS	39	39	0	0	1974	1974	0	0	0	0	0	0	0	0	0	0	08/14/2012	Nicole Belcore	Andrew J. Junius	415 567-9000	South of Market	East SoMa (EN); South of Market	Downtown	SUPERVISORIAL DISTRICT 6	85-X	MUG	MIXED USE-GENERAL	RSUCRE	(37.7790728702, -122.410312)
Resident	APN 7085017	119 VERNON ST		02/06/2014	BP FILED	0			201402067966	TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.	$200000.00	1 FAMILY DWELLING	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/06/2014				Ocean View		Ingleside	SUPERVISORIAL DISTRICT 11	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY		(37.7146829205, -122.468278)
Resident	APN 6482021	1192 NAPLES ST		01/22/2016	BP Filed	-1	2016-001214PRJ		201601227793	UNIT LEGALIZATION ORDINANCE# 43-14. LEGALIZE 1ST FLOOR DWELLING UNIT.	$1000.00	2 FAMILY DWELLING	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	01/22/2016				Crocker Amazon		South Central	SUPERVISORIAL DISTRICT 11	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY		(37.7122429973, -122.437913)
Visitor	APN 0043007	1196 COLUMBUS AV		10/16/2015	PL FILED	0	2014-002849PRJ	Demolition of existing 5,750 sq ft single-story retail bldg and construct new four-story bldg for use as a hotel.  Existing building is vacant and last occupied by Tower Records.  40 ft high and 27,274 gsf.  Project would add 75 hotel rooms, lobby and gr			$0.00		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12/17/2014	Reuben, Junius and Rose, LLP		4155679000	North Beach		Northeast	SUPERVISORIAL DISTRICT 3	40-X	C-2	COMMUNITY BUSINESS	KGUY	(37.8050225620, -122.416597)
Resident	APN 1736061	1221 14TH AV		05/14/2015	BP FILED	0			201505146405	LEGALIZATION OF DWELLING UNIT OF 598 SQ. FT. AT GROUND FLOOR LEVEL, 2 BEDROOM, LIVING ROOM, KITCHEN	$2000.00	APARTMENTS	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	05/14/2015				Inner Sunset		Inner Sunset	SUPERVISORIAL DISTRICT 5	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY		(37.7652358042, -122.472110)
