PROJECT_TYPE	NAMEADDR	Alias	BESTSTAT	BESTDATE	Entitlement	PLN_CASENO	PLN_DESC	PROPUSE	BP_APPLNO	BP_DESC	UNITS	NET_UNITS	AFF_UNITS	NET_AFF_UNITS	SECTION415	TENURE_TYPE	TOTAL_GSF	NET_GSF	CIE	NET_CIE	MED	NET_MED	MIPS	NET_MIPS	PDR	NET_PDR	RET	NET_RET	VISIT	NET_VISIT	APPLICANT	CONTACT	CONTACTPH	COST	FirstFiled	PLANNER	APN	PLAN_AREA	PLN_DISTRICT	SUPE_DISTRICT	ZONING_SIM	ZONING_DISTRICT	ZONING_GEN	NEIGHBORHOOD	HEIGHT_DISTRICT	Location
Mixres	1601 - 1677 MARIPOSA ST / 485 CAROLINA (BLDG 2 OF 2)	210 ARKANSAS ST	BP ISSUED	09/19/2016	1	2012	The proposed project would involve demolition of an existing 1-story industrial buildings and  bus repair shop and the construction of a new mixed-use project with 316 dwelling-units, 8,823 sf ft. of commercial space, and 261 off-street parking spaces.	APARTMENTS	201603010904	"TO ERECT 4 STORIES, 1 BASEMENT, TYPE VA & IA, 154 UNITS RESIDENTIAL WITH COMMERCIAL & PARKING.
** MAHER: EXEMPTED; SEE APPROVAL LETTER FROM DPH ATTACHED TO THE PLANS **"	154	154	0	0			9555	-65141	0	0	0	0	0	-8000	3962	-62734	5593	5593	0	0				$50000000.00	11/02/2012	CTOWNES	APN 4005001B	Showplace Square/Potrero Hill (EN)	South of Market	SUPERVISORIAL DISTRICT 10	UMU	URBAN MIXED USE	Mixed Use	Potrero Hill	40-X	(37.76293307320, -122.39899152900)
MIPS	1601 CASTRO ST		BP ISSUED	09/23/2016	1	2016-001813PRJ	Change of use from vacant Laundromat to Professional Service Office (Graphic Design) with Accessory Retail on the ground floor.	OFFICE	201607263300	CHANGE OF USE FROM RETAIL LAUNDROMAT TO A CONDITIONAL USE AUTHORIZATION BUSINESS OR PROFESSIONAL SERVICE OFFICE.	0	0	0	0			1434	0	0	0	0	0	1434	1434	0	0	0	-1434	0	0	Studio 19, Inc.		4152822536	$120000.00	02/09/2016	AHUISMAN	APN 6554024		Central	SUPERVISORIAL DISTRICT 8	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Noe Valley	40-X	(37.74877184520, -122.43355788700)
PDR	1601 GALVEZ AV		CONSTRUCTION	12/02/2015	1			OFFICE	201209119461	TO ERECT 2 STORIES, TYPE 3, WAREHOUSE/OFFICE NEW BUILDING.	0	0	0	0			7200	3600	0	0	0	0	0	0	7200	3600	0	0	0	0				$200000.00	09/11/2012	DSANCHEZ	APN 5253001	Bayview Hunters Point	South Bayshore	SUPERVISORIAL DISTRICT 10	PDR-1-B	PDR LIGHT INDUSTRIAL BUFFER	Industrial	Bayview	40-X	(37.74058552800, -122.38808647500)
Resident	1601 LARKIN ST		CONSTRUCTION	09/20/2016	1	2013	27 Unit residential building and parking for 32 cars parking. Demolition of existing vacant former church & construction of a 27-unit residential building & prking for 32 cars. This application is filed as part of a settlement of pending litigation betwe	APARTMENTS	200412171712	TO ERECT 5 STORIES, 2 BASEMENT, 27 RESIDENTIAL CONDOMINIUMS.	27	27	0	0	Fee Payment		0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bruce Baumann	Bruce Baumann	415-397-7416	$11200000.00	07/03/2013	KGUY	APN 0620006		Northeast	SUPERVISORIAL DISTRICT 3	RM-3	RESIDENTIAL- MIXED, MEDIUM DENSITY	Residential	Nob Hill	65-A	(37.79277873080, -122.41976349200)
Mixres	1601 MISSION ST		PL APPROVED	04/07/2016	1	2014	Proposing New Construction of a 120' tall building consisting of 11-stories, containing a total of 200 dwelling units, ground floor retail/commercial space, 103 bicycle parking spaces, 2-car share spaces and 93 off-street parking spaces.				220	220	0	0	Fee Payment		17236	8378	9900	5471	0	0	0	0	0	0	7336	2907	0	0				$0.00	07/17/2014	TCHANG	APN 3514043	Market and Octavia; Downtown	Mission	SUPERVISORIAL DISTRICT 6	C-3-G	DOWNTOWN- GENERAL	Commercial	South of Market	120-R-2	(37.77204073130, -122.41876324900)
MIPS	1603 PINE ST		BP FILED	09/02/2016	0			OFFICE	201609026723	TI CONSTRUCTION & STOREFRONT RENOVATION. CHANGE OF USE FROM RETAIL TO OFFICE.	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$200000.00	09/02/2016		APN 0666030	Van Ness Corridor	Western Addition	SUPERVISORIAL DISTRICT 2	RC-4	RESIDENTIAL- COMMERCIAL, HIGH DENSITY	Mixed Use	Western Addition	130-V	(37.78905014450, -122.42295560600)
Resident	208 GIRARD ST		BP FILED	04/09/2013	0			2 FAMILY DWELLING	201304094098	2 STORY HORIZONTAL ADDITION. 682 SQ. FT. @ 2ND FLOOR & 672 AT 1ST FLOOR. RAISE (E) HOUSE 2' & ADD NEW 615 SQ. FT. BASEMENT GARAGE. ADD 4 BEDROOMS, 1 STUDY, 3 NEW BATHROOMS, 1 KITCHEN & 1 LIVING ROOM.	2	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$80000.00	04/09/2013	JSPEIRS	APN 5980003		South Central	SUPERVISORIAL DISTRICT 9	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Excelsior	40-X	(37.72939632660, -122.40575595800)
Resident	2082 BANCROFT AV		CONSTRUCTION	11/05/2015	1			2 FAMILY DWELLING	201506249835	UNIT LEGALIZATION ORD 43-14. REPLACE 2 CASEMENT DOOR IN THE GARAGE. RELOCATE A GAS LINE IN THE KITCHEN ON THE GARAGE UNIT, RELOCATE AN ELECTRICAL OUTLET BEHIND THE KITCHEN HOOD PER 43-14.	2	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$63000.00	06/24/2015	MPUTRA	APN 5403035	Bayview Hunters Point	South Bayshore	SUPERVISORIAL DISTRICT 10	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	Bayview	40-X	(37.73090814350, -122.40162625600)
Resident	209 PRENTISS ST		BP ISSUED	03/19/2015	1	2011	Variance for Rear Yard, Mass Reduction and Lot Size to subdivide existing lot and construct a new 3-story dwelling on the new parcel.	1 FAMILY DWELLING	201112090432	ERECT 3 STORY SINGLE FAMILY RESIDENTIAL.	1	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$313000.00	12/09/2011	EJACKSON	APN 5654023		Bernal Heights	SUPERVISORIAL DISTRICT 9	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	Bernal Heights	40-X	(37.73999312030, -122.41189308800)
Mixres	2092 03RD ST / 600 18TH ST		BP FILED	09/30/2014	0	2014	The proposed project involves the demolition of the existing buildings and construction of a new six-story, 68-foot-tall (84-foot-tall with mechanical penthouse), 20,540-square-foot building consisting of 18 dwelling units, 3,064 square feet of ground-fl	APARTMENTS	201507171867	CONSTRUCT (N) 6-STORY, 19 DWELLING UNTS RESIDENTIAL ABOVE RETAIL WITH 1 BASEMENT BUILDING.	18	18	0	0			3200	-280	0	0	0	0	0	-1350	0	0	3200	1070	0	0	Michael Leavitt	Michael Leavitt	415-674-9100	$5500000.00	01/29/2014	KDURANDE	APN 3995007	Central Waterfront (EN)	South of Market	SUPERVISORIAL DISTRICT 10	UMU	URBAN MIXED USE	Mixed Use	Potrero Hill	68-X	(37.76318810510, -122.38908918000)
Resident	21 JOY ST		BP FILED	06/22/2015	0			1 FAMILY DWELLING	201506229594	CONSTRUCT (N) 2-STORY SINGLE FAMILY DWELLING	1	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$471333.00	06/22/2015	MPUTRA	APN 5577006		Bernal Heights	SUPERVISORIAL DISTRICT 9	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	Bernal Heights	40-X	(37.74365521310, -122.40698615800)
Resident	21 LAIDLEY ST		BP FILED	04/04/2016	0	2016-004520PRJ	EXISTING GARDEN COTTAGE IN REAR YARD TO BE CONVERTED TO AN ACCESSORY DWELLING UNIT, INTERIOR RENOVATION TO INCLUDE NEW BATHROOM AND KITCHEN, NEW ALUMINUM FRENCH DOORS A BEDROOM AND NEW ALUMINUM WINDOW AT BATHROOM.	1 FAMILY DWELLING	201604043819	EXISTING GARDEN COTTAGE IN REAR YARE TO BE CONVERTED TO AN ACESSORY DWELLING UNIT, INTERIOR RENOVATION TO INCLUDE NEW BATHROOM AND KITCHEN, NEW ALUMIUM FRENCH DOORS A BEDROOM AND NEW ALUMIRUM WINDOW AT BATHROOM.	1	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$40000.00	04/04/2016	ALEXANDE	APN 6651014		Central	SUPERVISORIAL DISTRICT 8	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	Glen Park	40-X	(37.74133229340, -122.43140147400)
Resident	21 MOUNTAIN SPRING AV		CONSTRUCTION	09/19/2016	1	2011	The proposal includes the demolition and new construction fo a single-family dwelling, and the merger of Lots 065 and 001 (Lot 001 is a substandart lot).	1 FAMILY DWELLING	201009171084	ERECT 3 STORIES, 1 BASEMENT, 1 UNIT BUILDING.	1	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$1061936.00	09/17/2010	DVU	APN 2709065		Inner Sunset	SUPERVISORIAL DISTRICT 7	RH-1(D)	RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED	Residential	Twin Peaks	40-X	(37.75796720280, -122.44877612100)
Resident	21 ROSEMONT PL		PL APPROVED	07/23/2014	1	2014	RENOVATE (E) 2 STORY SINGLE FAMILY HOME TO (4) UNIT - 4 STORY BUILDING OVER BASEMENT/GARAGE WITH (3) PARKING SPACES.				4	3	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	Curtis Hollenbeck	Curtis Hollenbeck	415 544 9883	$0.00	07/23/2014	JPOLING	APN 3534020	Market and Octavia	Mission	SUPERVISORIAL DISTRICT 8	RTO	RESIDENTIAL TRANSIT ORIENTED DISTRICT	Residential	Mission	40-X	(37.76876056660, -122.42540361800)
Resident	210 FREDERICK ST		BP ISSUED	04/14/2016	1			2 FAMILY DWELLING	201510028709	ADD A NEW DWELLING UNIT OF 265 SF AT REAR OF EXISTING BUILDING AT GROUND FLOOR WITH BATHROOM AND KITCHEN (ONE STUDIO), AND 35 SF DECK ADDITION AT SECOND FLOOR.	2	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$80000.00	10/02/2015	YEUNGMIN	APN 1254019		Buena Vista	SUPERVISORIAL DISTRICT 5	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	Residential	Haight Ashbury	40-X	(37.76739912740, -122.44695354600)
Mixres	2100 MARKET ST		BP FILED	07/19/2016	1	2014	The proposed project is to demolish an existing 2-story mixed-used building and construct a 7-story, mixed-use residential and retail building.  The proposed new building will include 64 dwelling units, on grade parking for 15 cars with car lifts, and 4,	APARTMENTS	201607192730	TO ERECT 7 STORIES, NO BASEMENT, 60 UNITS RESIDENTIAL WITH MIX USE TYPE 1 CONSTRUCTION.	60	60	7	7	On-site BMR Project	Rental	2600	-1806	0	0	0	0	0	0	0	0	2600	-1806	0	0	Brian Spiers	Brian Spiers	415-445-4670	$12520000.00	04/08/2014	MSMITH	APN 3542041	Market and Octavia	Buena Vista	SUPERVISORIAL DISTRICT 8	NCT	UPPER MARKET NEIGHBORHOOD COMMERCIAL TRANSIT	Mixed Use	Castro/Upper Market	60/65-X	(37.76750942790, -122.42943198700)
Mixres	2100 MISSION ST		PL FILED	03/25/2016	0	2009	Demolition of a one-story commercial building and construction of a mixed-use building comprising 29 residential units, 14 residential parking spaces, a ground-floor commercial space.	APARTMENTS	201406239172	TO ERECT 6 STORIES, 1 BASEMENT, 29 UNITS RESIDENTIAL, COMMERCIAL & PARKING BUILDING.	29	29	0	0			2640	-4990	0	0	0	0	0	0	0	0	2640	-4990	0	0	David Silverman	David Silverman	415 567 9000	$7500000.00	09/21/2009	DDWYER	APN 3576001	Mission (EN)	Mission	SUPERVISORIAL DISTRICT 9	NCT	MISSION STREET NEIGHBORHOOD COMMERCIAL TRANSIT	Mixed Use	Mission	65-B	(37.76322791600, -122.41979502100)
Resident	2101 & 2155 WEBSTER ST		CONSTRUCTION	08/22/2016	1	2013	The project proposes to convert the existing 8-story institutional building into 10-story, 66-unit residential building.  The mechanical penthouse at the existing building is proposed to be removed, and in its place two new residential floors will be con	APARTMENTS	201311222660	RENOVATE (E) OFFICE BLDG (Main Bldg) INTO 66-DWELLING UNITS. No CFC until proof of lot merger record.  ADDITIONALLY PROJ CONSTRUCT 11 TOWNHOUSES IN 4 BLDGS ON (E) SURFACE PARKING LOT TOTAL OF 77 dwelling UNITS. PROJ RETAIN (E) SURFACE PARKING LOT & PROVI	76	76	0	0	Fee Payment	Ownership	0	-222838	0	-222838	0	0	0	0	0	0	0	0	0	0				$62000000.00	11/22/2013	GCABRERO	APN 0629037		Marina	SUPERVISORIAL DISTRICT 2	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	Residential	Pacific Heights	160-F	(37.79029604810, -122.43277198400)
Mixres	2115 TARAVAL ST		BP ISSUED	12/31/2012	1	2008	"Existing 2,150 sqft, 22'-0"" two-unit residence with ground floor commercial. Proposed 5,000 sqft, 50'-0"" two-unit residence with office and commercial space."	2 FAMILY DWELLING	201007146550	TO ERECT 4 STORIES, 2 UNITS, MIXED USE BUILDING.	2	2	0	0			2000	1000	0	0	0	0	1000	1000	0	0	1000	0	0	0	Kevin Ma	Kevin Ma	415.279.1578	$780000.00	06/17/2009	MACEVES	APN 2394046		Outer Sunset	SUPERVISORIAL DISTRICT 4	NCD	TARAVAL STREET NEIGHBORHOOD COMMERCIAL DISTRICT	Mixed Use	Parkside	50-X	(37.74222190190, -122.48889290400)
Retail/Ent	2120 TARAVAL ST		PL FILED	03/18/2015	0	2015-003342PRJ	Change of use from an existing automotive repair facility to a Medical Cannabis Dispensary.				0	0	0	0			5000	0	0	0	0	0	0	0	0	-5000	5000	5000	0	0		Thomas Walsh, Jr.	6502074638	$0.00	03/18/2015	EJACKSON	APN 2360014		Outer Sunset	SUPERVISORIAL DISTRICT 4	NCD	TARAVAL STREET NEIGHBORHOOD COMMERCIAL DISTRICT	Mixed Use	Parkside	50-X	(37.74271729110, -122.48888637400)
Resident	2123 30TH AV		BP ISSUED	06/20/2016	1			2 FAMILY DWELLING	201510159839	LEGALIZE UNIT PER ORDINANCE NO 43-14, AND ADD DECK AT REAR TO MEET OPEN SPACE REQUIREMENTS. LEGALIZE 1 BEDROOM, BATHROOMS, LIVING ROOM AND KITCHEN.	2	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$50000.00	10/15/2015	ALEXANDE	APN 2187001E		Outer Sunset	SUPERVISORIAL DISTRICT 4	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	Outer Sunset	40-X	(37.74762647260, -122.48816035900)
Resident	454 CAPITOL AV		BP FILED	07/19/2016	0			2 FAMILY DWELLING	201607192776	CONVERT E GROCERY STORY INTO DWELLING UNIT (770 SF) NO WORK IN REAR SPACE	3	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$60000.00	07/19/2016		APN 7104024		Ingleside	SUPERVISORIAL DISTRICT 11	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	Ocean View	40-X	(37.71479325290, -122.45876633000)
Resident	4546 19TH ST		CONSTRUCTION	03/25/2016	1	2012	"Remodel with horizontal and vertical additions; mold abatement and add one dwelling unit.
Discretionary Review request per P.C. Sec. 317."	2 FAMILY DWELLING	201206253387	HORIZONTAL & VERTICAL ADDITIONS. ADD 2ND UNIT. ADD ROOF DECK. RENOVATION AND STRUCTURAL UPGRADE.	2	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$900000.00	06/25/2012	MSMITH	APN 2700012		Central	SUPERVISORIAL DISTRICT 8	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Castro/Upper Market	40-X	(37.75922793240, -122.44005455400)
Resident	455 SERRANO DR	PARKMERCED, PHASE I	BP FILED	10/23/2015	1	2014	Phase 1 is comprised of four development subphases: Subphase A through Subphase D. The parcels subject to Phase 1 are shown by subphase on the attached Existing Phase 1 Site Plan diagram and further described by block number and area on page 4 of this ap	APARTMENTS	201510230640	TO ERECT A 11 STORIES OF 248 FAMILY DWELLINGS	248	248	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$56227346.00	10/23/2015	FLORESVE	APN 7335001	Parkmerced	Ingleside	SUPERVISORIAL DISTRICT 7	PM-OS	PARKMERCED-OPEN SPACE	Public	Lakeshore	45-PM	(37.71826625820, -122.48090814200)
Resident	457 TEHAMA ST		BP REINSTATED	08/05/2013	1	2006	Change of use from industrial warehouse to residential single family dwelling with remodel and expansion of building.	1 FAMILY DWELLING	201108112225	VERTICAL ADDITION IN BUILDING. CONVERT PROPERTY TO RESIDENTIAL. REMODEL EXISTING 2 STORIES. ADD 1 NEW STORY.	1	1	0	0			0	-6012	0	0	0	0	0	0	0	-6012	0	0	0	0				$750000.00	04/06/2006	JSPEIRS	APN 3732087	Central SoMa; East SoMa (EN); South of Market	South of Market	SUPERVISORIAL DISTRICT 6	MUR	MIXED USE-RESIDENTIAL	Mixed Use	South of Market	45-X	(37.77994430480, -122.40553853800)
Resident	458 12TH AV		BP ISSUED	09/16/2016	1	2016-000851PRJ	Approved 4/26/2016, per NSR #2016K230986 recorded on 4/15/2016, to legalize a third dwelling unit at the ground floor of an existing two-family two-story (over garage) residential dwelling, per Section 207.3 (Ord #43-14). The project includes the additio	APARTMENTS	201601147151	UNIT LEGALIZATION ORDINANCE# 43-14. LEGALIZE AS BUILT UNIT #3 ON 1ST FLOOR 2 BEDROOMS, KITCHEN, LIVING ROOM, BATHROOM.	3	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$81752.00	01/14/2016	CLARKECO	APN 1533029		Richmond	SUPERVISORIAL DISTRICT 1	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Inner Richmond	40-X	(37.77957853370, -122.47029200300)
Resident	460 14TH ST		BP FILED	06/25/2015	0	2015-008519PRJ	REVISION TO PA 2015.0527.7244 SOFT STORY PERMIT #2014.1119.1933. UNIT ADDITION OF DWELLING UNIT PER ORDINANCE NO. 30-15. ADD KITCHEN ON 1ST FLOOR PER PLAN. N/A MAHER ORDINANCE	APARTMENTS	201506259894	REVISION TO PA 2015.0527.7244  SOFT STORY PERMIT #2014.1119.1933. UNIT ADDITION OF DWELLING UNIT PER ORDINANCE NO. 30-15.  ADD KITCHEN ON 1ST FLOOR PER PLAN. N/A MAHER ORDINANCE	10	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		WOO DONALD #3 FAMILY LIMITED P		$20000.00	06/25/2015	KCONNER	APN 3533021	Market and Octavia	Mission	SUPERVISORIAL DISTRICT 8	RTO	RESIDENTIAL TRANSIT ORIENTED DISTRICT	Residential	Mission	40-X	(37.76828081040, -122.42352642400)
Resident	1238 SUTTER ST		BP ISSUED	05/09/2016	1	2013	Demolition of existing building, retain facade & construct a new 9-story mixed-use commercial and residential building with 37 dwelling units and ground floor commercial space fronting Sutter and Fern Streets, all parking to be bicycle storage.	APARTMENTS	201507161644	CONSTRUCT 9-STORY MIXED-USE W/ 2 COMMERCIAL GROUND FLOOR LEASE SPACES AND 8-STORY OF RESIDENTIAL W/ 37 UNITS ABOVE.	37	37	4	4	On-site BMR Project	Ownership	0	0	0	0	0	0	0	0	0	0	0	0	0	0				$11466000.00	07/16/2015	DLINDSAY	APN 0670011	Van Ness Corridor	Downtown	SUPERVISORIAL DISTRICT 3	RC-4	RESIDENTIAL- COMMERCIAL, HIGH DENSITY	Mixed Use	Downtown/Civic Center	130-V	(37.78792924510, -122.42082396900)
Resident	1239 21ST AV		BP FILED	04/16/2014	0			CHRISTMAS TREE LOT	201404163343	HORIZONTAL ADDITION & REMODEL ENTIRE HOUSE. WOODFRAME, SIDING, ELECTRIC, PLUMBING, CONCRETE FOUNDATION.	2	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$220000.00	04/16/2014		APN 1729007		Outer Sunset	SUPERVISORIAL DISTRICT 4	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Outer Sunset	40-X	(37.76455979990, -122.47967199400)
Resident	124 - 126 HAIGHT ST		BP FILED	05/20/2016	1	2014-000205PRJ	124/126 Haight Street (0852/044-045); Interdepartmental Project Review to discuss a new addition to top floor, reconstruct garage structure, add 3 units plus 2 units at storage area in the future.	2 FAMILY DWELLING	201605207974	VERTICAL ADDITION OF A (N) THIRD STORY (PART OF UNIT 2). DEMOLITION OF (E) EXTERIOR STAIR. ADDITION OF (N) EXTERIOR STAIR, ELEVATOR, ADDITION OF (N) RECESSED DOOR AT ROSE ST FACADE. 2 (N) BEDROOMS/LIVING ROOM.	7	5	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0			415-480-6160	$150000.00	01/14/2015	CGROB	APN 0852044	Market and Octavia	Buena Vista	SUPERVISORIAL DISTRICT 5	RTO	RESIDENTIAL TRANSIT ORIENTED DISTRICT	Residential	Western Addition	40-X	(37.77312650470, -122.42449215300)
CIE	1240 & 1250 17TH ST		BP FILED	01/29/2016	0	2015-010660PRJ	Change of use from retail and auto repair uses to Institutional - Educational.  (AltSchool)	SCHOOL	201601298370	CHANGE OF USE FROM AUTO REPAIR TO EDUCAITON. INTERIOR PARTITIONS WITH MEP FOR (N) CLASSROOMS.	0	0	0	0			12995	0	12995	12995	0	0	0	0	0	-12995	0	0	0	0				$200000.00	09/03/2015	CTOWNES	APN 3950002	Showplace Square/Potrero Hill (EN)	South of Market	SUPERVISORIAL DISTRICT 10	UMU	URBAN MIXED USE	Mixed Use	Potrero Hill	48-X	(37.76551893410, -122.39640701600)
Mixres	1244 LARKIN ST		BP FILED	12/14/2015	0	2015-015278PRJ	Proposed vertical addition of 2 levels to (E) SFH. To be set back from (E) facade. Proposed use of retail/parking at ground level, medical office at 2nd level and housing on upper floors.	APARTMENTS	201512144945	(SITE PERMIT) ADD 2 ADDITIONAL FLRS OF HOUSING SET BACK FROM (E) FACADE OF HISTORIC 2 STORY BLDG. PROPOSED USED OF RETAIL/PARKING @ BASE, MEDICAL OFFICE @ (E) 2ND FLR & HOUSING @ THE UPPER FLRS.	3	3	0	0			5735	260	0	0	0	0	5160	-315	0	0	575	575	0	0				$1400000.00	12/14/2015	APERRY	APN 0278010		Northeast	SUPERVISORIAL DISTRICT 3	NCD	POLK STREET NEIGHBORHOOD COMMERCIAL	Mixed Use	Nob Hill	80-A	(37.78955209340, -122.41854810300)
Mixres	1245 FOLSOM ST		PL FILED	03/22/2016	0	2015-014148PRJ	Demolition of existing 1 story of Alt School and New Construction of a 7 story at Folsom street and 5 story at Ringold Street mixed-use building. 37 residential units above one 2 story commercial space at aground floor with parking space at basement leve				37	37	0	0			5868	5868	0	0	0	0	0	0	0	0	5868	5868	0	0				$0.00	04/05/2016		APN 3756041	Western SoMa (EN); South of Market	South of Market	SUPERVISORIAL DISTRICT 6	NCT	FOLSOM STREET NEIGHBORHOOD COMMERCIAL TRANSIT	Mixed Use	South of Market	65-X	(37.77418218890, -122.41048159100)
Resident	1246 38TH AV		BP FILED	11/21/2014	0			2 FAMILY DWELLING	201411212188	LEGALIZE IN-LAW UNIT AT FIRST FLOOR PER ORDINANCE 43-14.	2	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$7000.00	11/21/2014	KCONNER	APN 1713036		Outer Sunset	SUPERVISORIAL DISTRICT 4	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	Outer Sunset	40-X	(37.76364466470, -122.49722375800)
CIE	125 CLEMENT ST		BP FILED	08/11/2016	0	2016-007669PRJ	Proposed conversion of existing commercial space into a French Immersion Preschool expansion.	DAY CARE HOME LT 7	201608114830	CHANGE OF USE.TI TO(E)GRD FL SPACE.NO WK ON UPPER UNITS.GRD FL CONVERT FR B-OCCUPANCY TO E-OCCUPANCY.NEW SPACE FOR CHILDREN'S DAYCARE.3 NEW BATHRMS WILL BE CREATED TO REPLACE EXIST 2 BATHRMS.CREATE NEW EXIT CORRIDOR.(E)STOREFRONT WILL BE MODIFIED FOR NEW	0	0	0	0			1318	1318	1318	1318	0	0	0	0	0	0	0	0	0	0				$90000.00	08/11/2016		APN 1434043		Richmond	SUPERVISORIAL DISTRICT 1	NCD	INNER CLEMENT STREET NEIGHBORHOOD COMMERCIAL	Mixed Use	Inner Richmond	40-X	(37.78287711760, -122.46056907300)
Mixres	1255- 1275 COLUMBUS AV		BP ISSUED	04/22/2014	1	2008	Remove office, new construction 20-unit residential condominium with approximately 6,500 sf retail and 20 parking spaces at ground floor. Variance required because no commercial parking is provided.	APARTMENTS	201306149565	TO ERECT 4 STORIES, NO BASEMENT, 20 UNITS APARTMENTS WITH COMMERCIAL AND PARKING BUILDING.	20	20	0	0	Fee Payment		6500	-9352	0	0	0	0	0	-15852	0	0	6500	6500	0	0	Bruce Baumann	Bruce Baumann	415.551.7884	$9300000.00	07/29/2009	CFORDHAM	APN 0028014	Fisherman's Wharf; Northeast Waterfront	Northeast	SUPERVISORIAL DISTRICT 2	C-2	COMMUNITY BUSINESS	Commercial	Russian Hill	40-X	(37.80570805950, -122.41837966700)
Resident	1255 BAY ST		BP FILED	04/20/2016	0			2 FAMILY DWELLING	201604205221	VERTICAL & HORIZONTAL EXPANSION OF THIRD AND FOURTH FLOORS TO ALLOWABLE 40-X ZONING ENVELOPE. ADD  2 STOREYS TO AN E (2) STOREY SINGLE FAMILY DWELLING UNIT. 3 (N)  BEDROOMS, 1 (N) KITCHEN. 3 (N) BATHROOMS, 1 (N) ELEVATOR.	2	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$625000.00	04/20/2016		APN 0473017		Marina	SUPERVISORIAL DISTRICT 2	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	Residential	Marina	40-X	(37.80353558850, -122.42764929800)
Resident	1259 21ST AV		CONSTRUCTION	02/17/2016	1			2 FAMILY DWELLING	201304295719	SITE PERMIT/REAR HORIZONTAL ADDITION.	2	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$400000.00	04/29/2013	TWANG	APN 1729012		Outer Sunset	SUPERVISORIAL DISTRICT 4	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Outer Sunset	40-X	(37.76421703600, -122.47964798600)
Resident	126 LAGUNA ST		BP ISSUED	09/29/2016	1	2014	To add two dwelling units to an existing five-unit multifamily building.  The units will be located within the existing basement, thereby not expanding the overall depth or width of the existing building.  This project proposes a small expansion to the b	APARTMENTS	201512235842	TO ADD 2 DWELLING UNITS TO AN (E) 5 UNITS MULTIFAMILY BUILDING. THE UNITS WILL BE LOCATED WITHIN THE (E) BASEMENT THEREBY NOT EXPANDING THE OVERALL DEPTH OR WIDTH OF THE (E) BUILDING. NO WORK IS PROPOSED ON THE 1ST, 2ND & 3RD FLOORS. A SMALL EXPANSION TO	7	2	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	Robert Gilson	Robert Gilson	415-551-7632	$600000.00	06/25/2014	KBURNS	APN 0856013	Market and Octavia	Buena Vista	SUPERVISORIAL DISTRICT 5	RTO	RESIDENTIAL TRANSIT ORIENTED DISTRICT	Residential	Western Addition	40-X	(37.77225227980, -122.42513330100)
