PROJECT_TYPE	BLKLOT	NAMEADDR	Entitled	BESTSTAT	BESTDATE	UNITS	UNITSNET	AFFORDABLE	AFFORDABLENET	SECTION415	AFF_TARGET	TENURE_TYPE	CASENO	DESCRIPT	DBIDESC	TOTAL_GSF	NET_GSF	CIE_EXIST	CIE	CIENET	MED_EXIST	MED	MEDNET	MIPS_EXIST	MIPS	MIPSNET	PDR_EXIST	PDR	PDRNET	RET_EXIST	RET	RETNET	RESTAURANT	RESTAURANTNET	VISIT_EXIST	VISIT	VISITNET	HOTEL_ROOM_EXIST	HOTEL_ROOM_PROP	HOTEL_ROOM_NET	PLANNER	SPONSOR	CONTACT	CONTACTPH	NEIGHBORHOOD	ZONING_SIM	ZONING_GEN	ZONING_DISTRICT	supervisor	PLAN_DISTRICT	PLAN_AREA	Location 1
Mixres	0714016	1001 VAN NESS AV	Yes	PL APPROVED	10/21/2016 12:00:00 AM	239	239	0	0	Fee Payment			2014.1305	Demolition of existing commercial office buiding and construction of a new mixed-use (multi-family residential over retail) building.	ERECT 14-STORY, 1 BASEMENT, TYPE 1-A, 239 DWELLING UNITS RESIDENTIAL, RETAIL, PARKING BUILDING.	5151	-84347	0			0			89498	0	-89498	0			0	5151	5151		0	0						AA CONV				Western Addition	RC-4	Mixed Use	RC-4	5	5 - Western Addition	Van Ness Corridor	(37.7849311829, -122.421913147)
Resident	0697037	1333 GOUGH ST / 1481 POST ST	No	PL FILED	11/13/2013 12:00:00 AM	231	231						2005.0679	The project is the construction of a 30-story 231-unit residential tower in addition to the existing 14-story residential building on the block, and consolidation of all residential parking for both buildings in a new below-ground parking structure for 40		0	0	0			0			0			0			0					0						RCOOPER	Tay Via	Tay Via	415 391 4800	Western Addition	RM-4	Residential	RM-4	5	5 - Western Addition	Japantown	(37.7857322693, -122.4256057739)
Resident	5087004	2201 BAYSHORE BL	No	PL FILED	02/04/2016 12:00:00 AM	229	229	45	45				2016-001605PRJ	The proposed project consists of three separate building components on two parcels totaling approximately 49,462 square feet. The three building components are as follows: a multi-family residential building totaling 183 units, a series of two-unit townho		0	0	0			0			0			0			0				0	0						VBYRD	Martin Building Company	Julie Heinzler	415-348-4644	Visitacion Valley	M-1	Industrial	M-1	10	10 - South Bayshore	Schlage Lock	(37.7108078003, -122.4019241333)
Mixres	3750082	667 FOLSOM ST, 120 & 126 HAWTHORNE ST	Yes	PL APPROVED	01/05/2017 12:00:00 AM	229	229	34	34				2015-002604PRJ	The proposal entails demolition of 126 Hawthorne Street, a 2 story concrete building and 667 Folsom Street, a 2 story concrete building.  The 19,589 square foot project site comprises three adjoining rectangular lots.  Following demolition, the proposal e		8873	-17041	0			0			21914	0	-21914	4000	0	-4000	0	8873	8873		0	0						CTOWNES	EQR-Soma II LP, a Delaware limited		4157677188	South of Market	MUR	Mixed Use	MUR	6	9 - South of Market	East SoMa (EN); Central SoMa	(37.7842216492, -122.3976287842)
Resident	4591C001	HUNTERS POINT SHIPYARD (BP FILED)	Yes	BP FILED	12/14/2015 12:00:00 AM	225	225						2013.0196	Hunters Point Shipyard Phase 1 D4D amendments and associated review of buildings within Phase I	Multiple Permits	0	0	0			0			0			0			0				0	0						AA CONV				Bayview	HP-RA	Mixed Use	HP-RA	10	10 - South Bayshore	Hunters Point Shipyard	(37.7298355103, -122.37084198)
Resident	4591C001	HUNTERS POINT SHIPYARD (BP APPROVED)	Yes	BP APPROVED	09/21/2015 12:00:00 AM	223	223	0					2013.0196	Hunters Point Shipyard Phase 1 D4D amendments and associated review of buildings within Phase I	Multiple Permits	0	0	0			0			0			0			0				0	0						AA CONV				Bayview	HP-RA	Mixed Use	HP-RA	10	10 - South Bayshore	Hunters Point Shipyard	(37.7298355103, -122.37084198)
Mixres	3514043	1601 MISSION ST	Yes	BP APPROVED	05/02/2017 04:07:00 PM	220	220	0	0	Fee Payment 			2014.1121	Proposing New Construction of a 120' tall building consisting of 11-stories, containing a total of 200 dwelling units, ground floor retail/commercial space, 103 bicycle parking spaces, 2-car share spaces and 93 off-street parking spaces.	ERECT 13 STORIES OF 220 DWELLING MIX USE TYPE 1 CONSTRUCTION.	7097	2668													4429	7097	2668		0							TCHANG				South of Market	C-3-G	Commercial	C-3-G	6	8 - Mission	Market and Octavia; Market Octavia Living Alleys; Downtown; The Market Street Hub Project; Mission Public Life Plan	(37.7720413208, -122.418762207)
Mixres	3732100	921 HOWARD ST	No	PL FILED	03/29/2017 12:00:00 AM	205	205	205	205				2017-000275PRJ	The proposed project includes construction of a new 180' High-Rise, eighteen story, mixed-use residential tower and podium containing approximately 205 residential units. Off-street parking will be located at the ground floor with access from Tehama St. a		4999	-14869													19868	4999	-14869										5th and Howard Associates, L.P.		4153583921	South of Market	MUR	Mixed Use	MUR	6	9 - South of Market	East SoMa (EN); Central SoMa	(37.780834198, -122.405166626)
Resident	3521022	333 12TH ST	Yes	PL APPROVED	12/23/2016 12:00:00 AM	200	200	21	21	On-site BMR Project; Fee Payment			2015-004109PRJ	"The proposed project is to demolish both the existing building and the parking lot and redevelop the site, per the State's Density Bonus law (California Government Code Sections 65915-65918), into an ""affordable-by-design / workforce"" rental housing proje"		0	-21630	0			0			0	0	-21630	0			0				0	0						RSUCRE	Panoramic Interests		5108831000	South of Market	WMUG	Mixed Use	WMUG	6	8 - Mission	Western SoMa (EN)	(37.770816803, -122.4140090942)
Mixres	5952002	302 SILVER AV	Yes	BP ISSUED	11/21/2016 02:28:00 PM	198	198						2011.1323	Project includes the demolition of the Main/ West/ Infirmary Building, approximately 50,600 square feet, and the new construction of two buildings (1A and 1B), totaling approximately 264,984 square feet, which would house up to 210 Residential Care Facili	TO ERECT 5 STORIES, 2 BASEMENT, RESIDENTIAL CARE FOR THE ELDERLY BUILDING.	572000	275875	296125	561109	264984	0			0	6291	6291	0			0	4600	4600		0	0						TCHANG				Excelsior	RH-2	Residential	RH-2	11	12 - South Central		(37.7277793884, -122.4305648804)
Mixres	8715004	MISSION BAY BLOCK 1 (RESIDENTIAL) 03RD	Yes	CONSTRUCTION	10/12/2017 12:00:00 AM	198	198	0	0						"TO ERECT 16 STORIES, NO BASEMENT, 198 RESIDENTIAL APARTMENT, OFFICE, RETAIL & PARKING BUILDING.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 REQUIRED **"	0	0	0			0			0			0			0				0	0										South of Market	MB-RA	Mixed Use	MB-RA	6	9 - South of Market	Mission Bay	(37.7750511169, -122.3906402588)
Mixres	4022001	2000 - 2070 BRYANT ST	Yes	BP ISSUED	07/27/2017 09:29:00 AM	194	194	3	3	On-site BMR Project; Land Dedication	90% AMI; 	Rental	2013.0677	The proposed project is the demolition of the 50,000 sf warehouse building at 2070 Bryant Street and construction of a new 6-story residential building with garage parking using conventional parking and parking stackers. The proposed project would constru	ERECT 6-STORY, TYPE 3A OVER 1A, 276 DWELLING UNITS RESIDENTIAL/RETAIL BUILDING.	17536	-18084							3540	0	-3540	56160	12184	-13976	5920	5352	-568									RSUCRE	Nick Podell	Linsey Perlov	415-296-8800	Mission	UMU	Mixed Use	UMU	9	8 - Mission	Mission (EN); Mission District Streetscape Plan	(37.7615013123, -122.4105834961)
Mixres	0350002	1028 MARKET ST	Yes	PL APPROVED	01/26/2017 12:00:00 AM	186	186						2014.0241	The property is currently improved by a vacant two-story structure.  The project would demolish the existing 2-story commercial building and construct a 13-story mixed use building with 12 floors of residential use above ground floor retail, as well as tw		9657	-23653													33310	9657	-23653									DDWYER	Sally Maxwell	Sally Maxwell	883-0133	Downtown/Civic Center	C-3-G	Commercial	C-3-G	6	4 - Downtown	Downtown; Civic Center Public Realm Plan	(37.7818832397, -122.4113235474)
Mixres	3706093	706 MISSION ST	Yes	CONSTRUCTION	10/17/2017 12:00:00 AM	185	185	0	0	Fee Payment		Rental	2008.1084	The proposed project would result in partial demolition and rehabilitation of the Arson Mercantile Building into a new 42-story, 500-foot high building containing 185 residences, retail, and the 36,560 sf Mexican Musuem. The proposed project would also in	"(N) 46-STORY TOWER ADDITION TO THE (E) HISTORIC 10-STORY BLDG. 
(R-2,M,A-2,A-3,S-1,S-2,H-3)"	174400	25570							119330	0	-119330				29500	174400	144900									SJONES	Sean Jeffries	Sean Jeffries	593-1100	Financial District	C-3-R	Commercial	C-3-R	6	4 - Downtown	Downtown; Downtown Streetscape Plan	(37.7862052917, -122.4025344849)
Mixres	3780044	975 BRYANT ST	No	PL FILED	10/29/2015 12:00:00 AM	182	182						2015-005862PRJ	The proposed project is to demolish the existing 32,407 square foot Formula Retail building and to construct a new 5-story over basement, 120 unit residential building with basement parking containing 117 parking spaces with a total of 211,000 gross squar		2397	-30010	0			0			0			0			0	2397	-30010		0	0						AHUISMAN	ThompsonDorfman		6504778115	South of Market	UMU	Mixed Use	UMU	6	9 - South of Market	Showplace Square/Potrero Hill (EN)	(37.7728691101, -122.4056625366)
Mixres	0140007	SEAWALL LOT 322-1	No	PL FILED	08/09/2016 12:00:00 AM	182	182	182	182				2016-007850PRJ	The proposed project is two-six story buildings containing affordable family and senior housing. First floor podium will provide ground floor units, commercial, commercial parking, bike parking, common space/social services for resident use, and property 		12134	12134							0	1562	1562				0	10572	10572		0								BRIDGE Housing		9492297075	North Beach	C-2	Commercial	C-2	3	3 - Northeast	Northeast Embarcadero Study; Northeast Waterfront	(37.7992591858, -122.3996200562)
Mixres	3749058	390 01ST ST	Yes	BP APPROVED	08/04/2017 02:09:00 PM	180	180	22	22	On-site BMR Project	90% AMI; 	Rental	2014.1041	The proposed project is to demolish the existing 1,590 square foot automobile service station and construct a 201,079 square foot, 13-story, 13-story, 130-foot tall residential building that includes 164,957 square feeto of habitable space and 36,122 squa	ERECT A 14 STORY 180 RESIDENTIAL UNITS AND COMMERCIAL BUILDING W/ 3 BASEMENT. MAHER ORDINANCE-EXTENDED IS NO REQUIRED.	610	-980													1590	610	-980		0							DVU				South of Market	RH DTR	Residential	RH DTR	6	9 - South of Market	Rincon Hill Streetscape Plan; Rincon Hill	(37.7860908508, -122.3934707642)
Mixres	3764063	525 HARRISON ST	Yes	PL APPROVED	09/24/2015 12:00:00 AM	179	179	25	25	On-site BMR Project 	90% AMI; 	Rental 	2013.0159	The proposed project includes demolition of the existing two-story former industrial building (27,500 gsf), and the new construction of a 23-story residential building (approximately 255,468 gross square feet; up to 250-ft tall) with up to 205 dwelling un	TO ERECT 17 STORIES, 3 BASEMENT, 179 DWELLING UNITS & RETAIL BUILDING. ** MAHER: COMPLIANCE WITH ORDINANCE NO. 155-13 REQUIRED; ROUTE TO DPH **	0	-16000	0	0	-16000	0			0			0			0				0	0						RSUCRE				South of Market	RH DTR	Residential	RH DTR	6	9 - South of Market	Rincon Hill Streetscape Plan; Rincon Hill	(37.7853660583, -122.3933563232)
Mixres	3721016	TRANSBAY PARCEL F	No	PL FILED	02/14/2017 12:00:00 AM	175	175						2016-013312PRJ	The Project consists of a 61-story approximately 800-foot tall mixed-use tower with 10 hotel floors containing approximately 220 guest rooms, 16 floors of office, 26 residential floors containing 175 units, 2 mechanical floors, 7 floors of shared amenity 		472074	472074								288677	288677									0	183397	183397	0	220	220		Parcel F Owner LLC		4159826200	Financial District	C-3-O(SD)	Commercial	C-3-O(SD)	6	4 - Downtown	Downtown; Transit Center District; Transit Center District Streetscape Plan; Downtown Streetscape Plan; Transbay	(37.7878112793, -122.3973617554)
Mixres	3954016	1301 16TH ST	Yes	PL APPROVED	06/28/2016 12:00:00 AM	172	172	28	28	On-site BMR Project	90% AMI; 	Rental	2013.0698	The proposed project would involve demolition of an existing one-story warehouse and construction of a new 7-story, residential building.  The building would consist of 7 residential levels with 276 units, ground floor parking and mechanical spaces. The p		9632	-27968	0			0			0			38600	2764	-34836	0	6868	6868			0						CTEAGUE	William Mollard	William Mollard	409-9267	Potrero Hill	UMU	Mixed Use	UMU	10	9 - South of Market	Showplace Square/Potrero Hill (EN)	(37.7658462524, -122.4002380371)
Mixres	3702047	1125 MARKET ST	No	PL FILED	12/18/2013 12:00:00 AM	164	164						2013.0511	Construction of a 12-story,100,422 sf bldg containing 164 dwelling units, 3,005 sf of ground-floor retail, and 47 parking spaces.		3005	3005	0			0			0			0			0	3005	3005			0						TBLOMGRE	Maritz Pr	Patri Mer	415.284.1	South of Market	C-3-G	Commercial	C-3-G	6	4 - Downtown	Downtown	(37.7797546387, -122.4127349854)
Mixres	3504030	1699 MARKET ST	Yes	BP ISSUED	12/16/2016 08:21:00 AM	160	160	0	0	Fee Payment 			2014.0484	The proposed project would demolish an existing 60 year old 1 & 2 story industrial/commercial building and surface parking lot and construct a new 9-story residential (162 units) and commercial (3,937 sf) building with 97 below-grade parking spaces.	TO ERECT 9 STORIES, 1 BASEMENT, TYPE IB, 160 RESIDENTIAL, COMMERCIAL & BELOW GRADE PARKING BUILDING.	7293	-37047	0	3937	-18233	0			0			0			22170	3356	-18814		0	0						DVU				South of Market	NCT-3	Mixed Use	NCT-3	6	8 - Mission	Market and Octavia; Market Octavia Living Alleys; The Market Street Hub Project	(37.7723350525, -122.4219436646)
Mixres	6571001	1515 SOUTH VAN NESS AV	Yes	PL APPROVED	08/11/2016 12:00:00 AM	157	157	19	19	On-site BMR Project 	90% AMI; 	Rental	2014.1020	Demolition of existing commercial building and construction of a 160 unit rental apartment home community with 1,440 sf retail within a building measuring 65' along S. Van Ness and stepping down to 55' along Shotwell Street.  Lennar intends to accommodate		5241	-58119	0			0			0	0	-31680	0	0	-31680	0	5241	5241		0	0						DVU				Mission	NCT	Mixed Use	NCT-MISSION	9	8 - Mission	Mission (EN); Mission District Streetscape Plan	(37.7490272522, -122.4149932861)
Mixres	3554005	1950 MISSION ST	Yes	BP APPROVED	11/01/2017 08:24:00 AM	157	157	157	157		60% AMI; 	Rental	2016-001514PRJ	"Approved Priority Processing for 100% Affordable Housing project:

Demolish 11 modular wood framed buildings at 1950 Mission Street
Construct 2 buildings (a 5 story and 9 story) with 157 units of affordable housing including studio, Junior 1 bedroom, 1 be"	MOD. ERECT A TYPE 1A, 9 STORIES 157 RESIDENTIAL UNIT BUILDING.	13725	13725	0			0			0	2368	2368	0			0	11357	11357		0	0						VBYRD	BRIDGE Housing		4159891111	Mission	NCT	Mixed Use	NCT-MISSION	9	8 - Mission	Mission (EN); Mission District Streetscape Plan; Mission Public Life Plan	(37.7658462524, -122.4202041626)
Mixres	0340002	19 - 25 MASON ST & 2 - 16 TURK ST	Yes	PL APPROVED	03/04/2014 12:00:00 AM	155	155	0	0	Fee Payment 			2012.0678	Development of the two adjoining parking lots on either side of The Metropolis Hotel. The Metropolis will stay in place and continue as a hotel. The schematic design is to replace the existing surface parking lot with a residential development, including 		2825	2825	0			0			0			0			0	2825	2825			0						WWIETGRE	John Kevlin	John Kevlin	415.567.9000	Downtown/Civic Center	C-3-G	Commercial	C-3-G	6	4 - Downtown	Downtown	(37.7837486267, -122.4094924927)
Mixres	4005001B	1601 - 1677 MARIPOSA ST / 485 CAROLINA	Yes	CONSTRUCTION	10/30/2017 12:00:00 AM	154	154						2012.1398	The proposed project would involve demolition of an existing 1-story industrial buildings and  bus repair shop and the construction of a new mixed-use project with 316 dwelling-units, 8,823 sf ft. of commercial space, and 261 off-street parking spaces.  T	"TO ERECT 4 STORIES, 1 BASEMENT, TYPE VA & IA, 154 UNITS RESIDENTIAL WITH COMMERCIAL & PARKING.
"	9555	-65141	0			0			8000	0	-8000	66696	3962	-62734	0	5593	5593			0						CTOWNES				Potrero Hill	UMU	Mixed Use	UMU	10	9 - South of Market	Showplace Square/Potrero Hill (EN)	(37.7629318237, -122.3989944458)
Mixres	3708012	OCEANWIDE (MISSION ST TOWER)	Yes	CONSTRUCTION	08/16/2017 12:00:00 AM	153	153	0	0	payment			2006.1523	The project site consist of three undeveloped lots and four buildings ranging from five to seven stories, totaling approx. 251,000 sq. ft. of office, retail, and commercial uses. There are no off-street parking or loading on the site. The proposed project	CONSTRUCT (N) HOTEL/RESIDENTIAL BUILDING	798398	798398																		0	798398	798398				KGUY	Mark Solit	Joel Yodowitz	415 567-9000	Financial District	C-3-O(SD)	Commercial	C-3-O(SD)	6	4 - Downtown	Downtown; Transit Center District; Transit Center District Streetscape Plan; Downtown Streetscape Plan	(37.7894706726, -122.3983840942)
Mixres	1216017	400 - 444 DIVISADERO ST	No	PL FILED	10/15/2015 12:00:00 AM	154	152						2015-007816PRJ	1) Demolish existing car wash and gas station on Divisadero and two existing buildings on Oak; 2) Relocate one existing building on Oak to new location 50 feet to the east; and 3) Construct new 148,000 GSF residential building 4-6 stories in height, as we		7787	4457	0			0			0			0			0	7787	4457		0	0						VBYRD	Genesis CA Development LLC		9724048288	Western Addition	NCT	Mixed Use	NCT-DIVISADERO	5	5 - Western Addition		(37.7734375, -122.4371185303)
Mixres	8715004	MISSION BAY BLOCK 1 (RESIDENTIAL) CHANNEL	Yes	CONSTRUCTION	10/23/2017 12:00:00 AM	152	152	0	0					The project consists of construction of up to 350 residential units, a 250-room hotel and approximately 25,000 square feet of ground floor retail.  The site will be subdivided in connection with the Project.	"TO ERECT 6 STORIES, 1 BASEMENT, 152 RESIDENTIAL APARTMENT, OFFICE, RETAIL & PARKING BUILDING.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 REQUIRED **"	0	0	0			0			0			0			0				0	0										South of Market	MB-RA	Mixed Use	MB-RA	6	9 - South of Market	Mission Bay	(37.7750511169, -122.3906402588)
Mixres	3763009	600 VAN NESS AV	No	PL FILED	04/06/2016 12:00:00 AM	150	150						2015-012729PRJ	Demolition of existing McDonald's building; Construction of new 9 floor (+ mech. penthouse) residential building: Project includes ground level retail on Van Ness & golden Gate Ave.; 2-story townhouses on Elm Street; new street trees on Elm Street and gol		4997	-4603	0			0			0			0			9600	4997	-4603		0	0						VBYRD	Reuben, Junius & Rose LLP		4155679000	South of Market	MUO	Mixed Use	MUO	6	9 - South of Market	East SoMa (EN); Central SoMa	(37.7828102112, -122.3943557739)
Resident	4006006	1601 - 1677 MARIPOSA ST / 485 CAROLINA	Yes	BP ISSUED	09/12/2016 11:04:00 AM	145	145	60	60	On-site BMR Project 	50% AMI; 	Rental	2012.1398	The proposed project would involve demolition of an existing 1-story industrial buildings and  bus repair shop and the construction of a new mixed-use project with 316 dwelling-units, 8,823 sf ft. of commercial space, and 261 off-street parking spaces.  T	"TO ERECT 4 STORIES, NO BASEMENT, 145 UNITS RESIDENTIAL & COMMERCIAL BUILDING.
** MAHER: EXEMPTED; SEE APPROVAL LETTER FROM DPH ON THE PLANS **"	0	0	0			0			0			0			0				0	0						CTOWNES				Potrero Hill	UMU	Mixed Use	UMU	10	9 - South of Market	Showplace Square/Potrero Hill (EN)	(37.7632369995, -122.3997573853)
